Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
MicpuC2.gw1.7.652.1	MicpuC2.gw1.7.652.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0008017" target="_blank">GO:0008017</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007018" target="_blank">GO:0007018</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003777" target="_blank">GO:0003777</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005871" target="_blank">GO:0005871</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.4.4" target="_blank">3.6.4.4</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24115" target="_blank">PTHR24115</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR24115:SF70" target="_blank">PTHR24115:SF70</a>	<a href="http://pfam.xfam.org/family/PF00225" target="_blank">PF00225</a>
fgenesh3_kg.1_#_64_#_isotig02896	fgenesh3_kg.1_#_64_#_isotig02896	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF13181" target="_blank">PF13181</a>
fgenesh3_kg.1_#_93_#_isotig00308	fgenesh3_kg.1_#_93_#_isotig00308	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02924" target="_blank">K02924</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0002" target="_blank">KOG0002</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR19970" target="_blank">PTHR19970</a>	<a href="http://pfam.xfam.org/family/PF00832" target="_blank">PF00832</a>
fgenesh3_kg.2_#_182_#_isotig00787	fgenesh3_kg.2_#_182_#_isotig00787	<a href="http://amigo.geneontology.org/amigo/term/GO:0016743" target="_blank">GO:0016743</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006520" target="_blank">GO:0006520</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016597" target="_blank">GO:0016597</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00611" target="_blank">K00611</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1504" target="_blank">KOG1504</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.1.3.3" target="_blank">2.1.3.3</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11405" target="_blank">PTHR11405</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11405:SF1" target="_blank">PTHR11405:SF1</a>	<a href="http://pfam.xfam.org/family/PF02729" target="_blank">PF02729</a> <a href="http://pfam.xfam.org/family/PF00185" target="_blank">PF00185</a>
fgenesh3_kg.2_#_184_#_isotig00963	fgenesh3_kg.2_#_184_#_isotig00963	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009765" target="_blank">GO:0009765</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K08907" target="_blank">K08907</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21649" target="_blank">PTHR21649</a>	<a href="http://pfam.xfam.org/family/PF00504" target="_blank">PF00504</a>
fgenesh3_kg.2_#_215_#_isotig00625	fgenesh3_kg.2_#_215_#_isotig00625	<a href="http://amigo.geneontology.org/amigo/term/GO:0045263" target="_blank">GO:0045263</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015986" target="_blank">GO:0015986</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015078" target="_blank">GO:0015078</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02109" target="_blank">K02109</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF00430" target="_blank">PF00430</a>
fgenesh3_kg.2_#_300_#_isotig00855	fgenesh3_kg.2_#_300_#_isotig00855	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0051287" target="_blank">GO:0051287</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016620" target="_blank">GO:0016620</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046983" target="_blank">GO:0046983</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008652" target="_blank">GO:0008652</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005737" target="_blank">GO:0005737</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003942" target="_blank">GO:0003942</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00133" target="_blank">K00133</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG4777" target="_blank">KOG4777</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.2.1.11" target="_blank">1.2.1.11</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10174" target="_blank">PTHR10174</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10174:SF2" target="_blank">PTHR10174:SF2</a>	<a href="http://pfam.xfam.org/family/PF01118" target="_blank">PF01118</a> <a href="http://pfam.xfam.org/family/PF02774" target="_blank">PF02774</a>
MicpuC2.gw1.4.993.1	MicpuC2.gw1.4.993.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0005096" target="_blank">GO:0005096</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23180" target="_blank">PTHR23180</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR23180:SF284" target="_blank">PTHR23180:SF284</a>	<a href="http://pfam.xfam.org/family/PF01412" target="_blank">PF01412</a>
MicpuC2.gw1.1.1383.1	MicpuC2.gw1.1.1383.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR15893" target="_blank">PTHR15893</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR15893:SF0" target="_blank">PTHR15893:SF0</a>	<a href="http://pfam.xfam.org/family/PF01016" target="_blank">PF01016</a>
fgenesh3_kg.2_#_328_#_isotig00846	fgenesh3_kg.2_#_328_#_isotig00846	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005783" target="_blank">GO:0005783</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K04710" target="_blank">K04710</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG1607" target="_blank">KOG1607</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.24" target="_blank">2.3.1.24</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR12560" target="_blank">PTHR12560</a>	<a href="http://pfam.xfam.org/family/PF03798" target="_blank">PF03798</a>
fgenesh3_kg.2_#_333_#_isotig00691	fgenesh3_kg.2_#_333_#_isotig00691	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016114" target="_blank">GO:0016114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008661" target="_blank">GO:0008661</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K01662" target="_blank">K01662</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.2.1.7" target="_blank">2.2.1.7</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11624" target="_blank">PTHR11624</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11624:SF83" target="_blank">PTHR11624:SF83</a>	<a href="http://pfam.xfam.org/family/PF02780" target="_blank">PF02780</a> <a href="http://pfam.xfam.org/family/PF02779" target="_blank">PF02779</a> <a href="http://pfam.xfam.org/family/PF13292" target="_blank">PF13292</a>
fgenesh3_kg.2_#_393_#_isotig00729	fgenesh3_kg.2_#_393_#_isotig00729	<a href="http://amigo.geneontology.org/amigo/term/GO:0046034" target="_blank">GO:0046034</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0033178" target="_blank">GO:0033178</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02133" target="_blank">K02133</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.14" target="_blank">3.6.3.14</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR15184" target="_blank">PTHR15184</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR15184:SF45" target="_blank">PTHR15184:SF45</a>	<a href="http://pfam.xfam.org/family/PF02874" target="_blank">PF02874</a> <a href="http://pfam.xfam.org/family/PF00306" target="_blank">PF00306</a> <a href="http://pfam.xfam.org/family/PF00006" target="_blank">PF00006</a>
fgenesh3_kg.2_#_433_#_isotig00205	fgenesh3_kg.2_#_433_#_isotig00205	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=" target="_blank"></a>	<a href="http://pfam.xfam.org/family/PF01833" target="_blank">PF01833</a>
fgenesh3_kg.3_#_78_#_isotig00966	fgenesh3_kg.3_#_78_#_isotig00966	<a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006561" target="_blank">GO:0006561</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004735" target="_blank">GO:0004735</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00286" target="_blank">K00286</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG3124" target="_blank">KOG3124</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=1.5.1.2" target="_blank">1.5.1.2</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11645" target="_blank">PTHR11645</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11645:SF28" target="_blank">PTHR11645:SF28</a>	<a href="http://pfam.xfam.org/family/PF03807" target="_blank">PF03807</a> <a href="http://pfam.xfam.org/family/PF14748" target="_blank">PF14748</a>
fgenesh3_kg.3_#_84_#_isotig00957	fgenesh3_kg.3_#_84_#_isotig00957	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">GO:0006457</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003755" target="_blank">GO:0003755</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000413" target="_blank">GO:0000413</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03768" target="_blank">K03768</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0880" target="_blank">KOG0880</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=5.2.1.8" target="_blank">5.2.1.8</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11071" target="_blank">PTHR11071</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11071:SF286" target="_blank">PTHR11071:SF286</a>	<a href="http://pfam.xfam.org/family/PF00160" target="_blank">PF00160</a>
fgenesh3_kg.4_#_53_#_isotig02921	fgenesh3_kg.4_#_53_#_isotig02921	<a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02899" target="_blank">K02899</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR15893" target="_blank">PTHR15893</a>	<a href="http://pfam.xfam.org/family/PF01016" target="_blank">PF01016</a>
MicpuC2.gw1.7.658.1	MicpuC2.gw1.7.658.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0046872" target="_blank">GO:0046872</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.1.150" target="_blank">2.7.1.150</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11353" target="_blank">PTHR11353</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR11353:SF57" target="_blank">PTHR11353:SF57</a>	<a href="http://pfam.xfam.org/family/PF01363" target="_blank">PF01363</a>
fgenesh3_kg.5_#_40_#_isotig02946	fgenesh3_kg.5_#_40_#_isotig02946	<a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005740" target="_blank">GO:0005740</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K00237" target="_blank">K00237</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR13337" target="_blank">PTHR13337</a>	<a href="http://pfam.xfam.org/family/PF05328" target="_blank">PF05328</a>
MicpuC2.gw1.9.686.1	MicpuC2.gw1.9.686.1	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005634" target="_blank">GO:0005634</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K11346" target="_blank">K11346</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR10333" target="_blank">PTHR10333</a>	<a href="http://pfam.xfam.org/family/PF00628" target="_blank">PF00628</a>
fgenesh3_kg.6_#_54_#_isotig03090	fgenesh3_kg.6_#_54_#_isotig03090	<a href="http://amigo.geneontology.org/amigo/term/GO:0051082" target="_blank">GO:0051082</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015631" target="_blank">GO:0015631</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007021" target="_blank">GO:0007021</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K17292" target="_blank">K17292</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG3470" target="_blank">KOG3470</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21500" target="_blank">PTHR21500</a> <a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR21500:SF0" target="_blank">PTHR21500:SF0</a>	<a href="http://pfam.xfam.org/family/PF02970" target="_blank">PF02970</a>
fgenesh3_kg.7_#_30_#_isotig02613	fgenesh3_kg.7_#_30_#_isotig02613	<a href="http://amigo.geneontology.org/amigo/term/GO:0022900" target="_blank">GO:0022900</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016651" target="_blank">GO:0016651</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K03937" target="_blank">K03937</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=" target="_blank"></a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR12219" target="_blank">PTHR12219</a>	<a href="http://pfam.xfam.org/family/PF04800" target="_blank">PF04800</a>
fgenesh3_kg.8_#_25_#_isotig00710	fgenesh3_kg.8_#_25_#_isotig00710	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">GO:0016887</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:" target="_blank"></a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720KOG0061" target="_blank">KOG0061</a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=3.6.3.25" target="_blank">3.6.3.25</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR19241" target="_blank">PTHR19241</a>	<a href="http://pfam.xfam.org/family/PF01061" target="_blank">PF01061</a> <a href="http://pfam.xfam.org/family/PF00005" target="_blank">PF00005</a>
fgenesh3_kg.9_#_26_#_isotig02093	fgenesh3_kg.9_#_26_#_isotig02093	<a href="http://amigo.geneontology.org/amigo/term/GO:0006468" target="_blank">GO:0006468</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004672" target="_blank">GO:0004672</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007094" target="_blank">GO:0007094</a>	<a href="https://www.genome.jp/dbget-bin/www_bget?ko:K02178" target="_blank">K02178</a>	<a href="https://www.ncbi.nlm.nih.gov/Structure/cdd/KOG3720" target="_blank"></a>	<a href="https://www.brenda-enzymes.org/enzyme.php?ecno=2.7.11.1" target="_blank">2.7.11.1</a>	<a href="http://www.pantherdb.org/panther/family.do?clsAccession=PTHR14030" target="_blank">PTHR14030</a>	<a href="http://pfam.xfam.org/family/PF00069" target="_blank">PF00069</a>
