Gene ID	GO	KO	KOG	PANTHER	PFAM
Cz01g25030	GO:0016787 GO:0005524 GO:0003677	K11367		PTHR10799 PTHR10799:SF70	PF04851 PF13907 PF00385 PF00271
Cz01g25040	GO:0008168 GO:0008152		KOG0820	PTHR11727 PTHR11727:SF11	PF08241
Cz01g25050	GO:0016887 GO:0005524	K14572		PTHR22908 PTHR22908:SF66	PF07728
Cz01g25110	GO:0048500 GO:0008312 GO:0006614	K03108	KOG2376	PTHR14094 PTHR14094:SF9	PF08492 PF17004
Cz01g25130	GO:0008168	K14850	KOG3045	PTHR12787 PTHR12787:SF0	PF05148
Cz01g25140	GO:0006457 GO:0003755 GO:0000413	K10598		PTHR11071 PTHR11071:SF147	PF00160
Cz01g25160	GO:0003723	K07575		PTHR22798	PF01472
Cz01g25170	GO:0019028			PTHR21113	PF03067
Cz01g25180	GO:0055085 GO:0046873 GO:0030001 GO:0016020	K16075	KOG2662	PTHR13890 PTHR13890:SF0	PF01544
Cz01g25190	GO:0007005 GO:0004842	K15688	KOG1571	PTHR12183 PTHR12183:SF18	PF13920 PF12483
Cz01g25210	GO:0005524	K09500	KOG0362	PTHR11353 PTHR11353:SF19	PF00118
Cz01g25220	GO:0005524			PTHR11353 PTHR11353:SF19	PF00118
Cz01g26020	GO:0055114 GO:0009916			PTHR31803 PTHR31803:SF3	PF01786
Cz01g26030	GO:0008270				PF07496
Cz01g26040	GO:0006468 GO:0004672		KOG0580	PTHR24349	PF07714
Cz01g26050	GO:0046355 GO:0004567			PTHR10066 PTHR10066:SF12	
Cz01g26070	GO:0016780 GO:0016020 GO:0008654	K00995	KOG1617	PTHR14269 PTHR14269:SF20	PF01066
Cz01g26130	GO:0033179 GO:0015991 GO:0015078	K02146		PTHR11028	PF01992
Cz01g26150	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz01g26200	GO:0006468 GO:0004672 GO:0005524	K08835	KOG0201	PTHR24361 PTHR24361:SF363	PF07714 PF00069
Cz01g26210	GO:0006468 GO:0005524 GO:0004672		KOG0198	PTHR24361 PTHR24361:SF159	PF00069
Cz01g26260	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0006433 GO:0005737 GO:0004827	K01881		PTHR11451 PTHR11451:SF21	PF00587 PF03129 PF09180
Cz01g26270	GO:0055114 GO:0016616 GO:0006694 GO:0003854	K08678		PTHR10366 PTHR10366:SF465	PF01073
Cz01g26290	GO:0003723 GO:0032259 GO:0008168	K06442		PTHR32319 PTHR32319:SF0	PF01479 PF01728
Cz01g27020	GO:0006397 GO:0005634 GO:0003676	K14792		PTHR23270 PTHR23270:SF10	PF05843 PF00575
Cz01g27050	GO:0003676	K14325		PTHR15481	PF00076
Cz01g27100	GO:0005515		KOG1320	PTHR22939 PTHR22939:SF83	PF13180 PF13365
Cz01g27120	GO:0005525	K03596		PTHR23115 PTHR23115:SF189	PF01926 PF03144 PF00679 PF06421
Cz01g27140	GO:0005515				PF00612
Cz01g27210	GO:0006260 GO:0003887 GO:0003677	K02325	KOG3818	PTHR12708 PTHR12708:SF0	PF04042
Cz01g28020	GO:0005524 GO:0003676	K10901		PTHR13710 PTHR13710:SF70	PF00270 PF16124 PF00271
Cz01g28060	GO:0016787 GO:0008152			PTHR23024 PTHR23024:SF145	PF07859
Cz01g28080	GO:0046540 GO:0000398 GO:0000244	K12844		PTHR13904	PF09785 PF01798
Cz01g28090	GO:0006260 GO:0005524 GO:0003677 GO:0042555 GO:0006270 GO:0005634 GO:0003678	K02542		PTHR11630 PTHR11630:SF43	PF14551 PF00493
Cz01g28100	GO:0016624 GO:0008152 GO:0055114 GO:0030976 GO:0006099 GO:0004591	K00164		PTHR23152 PTHR23152:SF4	PF00676 PF16870 PF02779
Cz01g28110	GO:0016157 GO:0005985	K00695	KOG0853	PTHR12526 PTHR12526:SF391	PF13524 PF00862
Cz01g28120	GO:0005515	K10260	KOG0295 KOG0271	PTHR22844	PF00400
Cz01g28140	GO:0006265 GO:0003918 GO:0003677 GO:0005694 GO:0003917	K03163		PTHR10290 PTHR10290:SF3	PF14370 PF01028 PF02919
Cz01g28150	GO:0006457 GO:0005737	K04078	KOG1641	PTHR10772	PF00166
Cz01g28200	GO:0008173 GO:0006396 GO:0003723			PTHR12029 PTHR12029:SF45	PF00588
Cz01g28220	GO:0006468 GO:0005524 GO:0004672		KOG0192	PTHR23257 PTHR23257:SF490	PF12796 PF00069
Cz01g28280	GO:0055085			PTHR31645	PF03169
Cz01g29010	GO:0016491	K11517	KOG0538	PTHR10578	PF01070
Cz01g29020	GO:0016020 GO:0015031	K10956		PTHR10906	PF10559 PF00344
Cz01g29030	GO:0005524 GO:0004003 GO:0003677			PTHR11472 PTHR11472:SF41	PF06733
Cz01g29040	GO:0016818 GO:0008026 GO:0006139 GO:0005524 GO:0003676	K11273		PTHR11472 PTHR11472:SF41	PF13307
Cz01g29070	GO:0071949	K00480	KOG2614	PTHR13789	PF01494
Cz01g29080	GO:0003677 GO:0000166 GO:0008270 GO:0006260 GO:0005634 GO:0003887 GO:0008622 GO:0006281	K02324		PTHR10670 PTHR10670:SF0	PF10108 PF00136 PF08490
Cz01g29120	GO:0005515		KOG2111	PTHR11227 PTHR11227:SF18	PF00400
Cz01g29150	GO:0019239		KOG1097	PTHR11409 PTHR11409:SF42	PF00962
Cz01g29180	GO:0003676	K13207	KOG0144	PTHR24012	PF00076
Cz01g29190	GO:0016742 GO:0009058 GO:0008864 GO:0006189		KOG3076	PTHR10520 PTHR10520:SF7	PF00551
Cz01g29200	GO:0016020 GO:0016887 GO:0005524		KOG0061	PTHR19241	PF01061 PF00005
Cz01g29210	GO:0016020 GO:0016887 GO:0005524		KOG0061	PTHR19241	PF01061 PF00005
Cz01g29240	GO:0005515			PTHR22904 PTHR22904:SF331	PF00564 PF13414
Cz01g30010	GO:0005525			PTHR11649 PTHR11649:SF49	PF01926
Cz01g30020	GO:0006096 GO:0006094 GO:0004347	K01810		PTHR11469 PTHR11469:SF1	PF00342
Cz01g30030	GO:0019867			PTHR12815 PTHR12815:SF7	PF01103
Cz01g30050	GO:0016740 GO:0009058	K00801	KOG1459	PTHR11626 PTHR11626:SF2	PF00494
Cz01g30060	GO:0055114 GO:0016491			PTHR10668 PTHR10668:SF63	PF01593
Cz01g30070	GO:0006457 GO:0003755 GO:0000413	K03768	KOG0880	PTHR11071 PTHR11071:SF244	PF00160
Cz01g30100	GO:0055114 GO:0016491	K00472	KOG1591	PTHR10869 PTHR10869:SF66	PF13640
Cz01g30110	GO:0006355 GO:0006351			PTHR36968 PTHR36968:SF1	PF02791 PF15613 PF05066
Cz01g30120	GO:0003677			PTHR24326 PTHR24326:SF290	PF00046
Cz01g30140	GO:0019901 GO:0006355 GO:0000079 GO:0016592 GO:0016538	K15161	KOG0794	PTHR10026 PTHR10026:SF7	PF00134
Cz01g30170	GO:0016810 GO:0005975		KOG1772	PTHR10587 PTHR10587:SF83	PF01522
Cz01g30180	GO:0016021		KOG3797	PTHR10057	PF03073
Cz01g30230	GO:0005515 GO:0006629		KOG4231	PTHR24185 PTHR24185:SF1	PF13855 PF01734
Cz01g30240	GO:0004518 GO:0006281 GO:0006289 GO:0005634 GO:0004519 GO:0003697	K10846		PTHR11081 PTHR11081:SF1	PF00867 PF00752
Cz01g31010	GO:0004518			PTHR15160 PTHR15160:SF4	PF01847 PF02577
Cz01g31020	GO:0008270 GO:0006281 GO:0006351 GO:0006289 GO:0000439	K03142	KOG2807	PTHR12695 PTHR12695:SF2	PF13519 PF07975
Cz01g31030	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02959	KOG3419	PTHR12919 PTHR12919:SF20	PF00886
Cz01g31040	GO:0016772 GO:0006388		KOG2278	PTHR12684 PTHR12684:SF2	PF01885
Cz01g31050	GO:0008138 GO:0006470	K04459	KOG1716	PTHR10159 PTHR10159:SF329	PF00782
Cz01g31080	GO:0055114 GO:0016616 GO:0051287 GO:0000287	K00052	KOG0786	PTHR11835 PTHR11835:SF35	PF00180
Cz01g31110	GO:0005515		KOG1327	PTHR10857 PTHR10857:SF0	PF00168 PF07002
Cz01g31140	GO:0005975 GO:0004553	K19355		PTHR31451	PF00150
Cz01g31180	GO:0009439	K01725		PTHR34186 PTHR34186:SF1	PF02560
Cz01g31250	GO:0006355 GO:0005739 GO:0003690				PF02536
Cz01g32030	GO:0008234 GO:0006508			PTHR12411 PTHR12411:SF101	PF00112
Cz01g32050	GO:0008234 GO:0006508			PTHR12411 PTHR12411:SF101	PF00112
Cz01g32120	GO:0005524		KOG0390	PTHR10799 PTHR10799:SF654	PF00271 PF00176
Cz01g32140	GO:0008171	K00545		PTHR10509 PTHR10509:SF25	PF01596
Cz01g32160	GO:0055114 GO:0020037 GO:0016705 GO:0005506			PTHR24300 PTHR24300:SF130	PF00067
Cz01g32170	GO:0055114 GO:0020037 GO:0016705 GO:0005506				PF00067
Cz01g32180	GO:0055114 GO:0020037 GO:0016705 GO:0005506			PTHR24305 PTHR24305:SF65	PF00067
Cz01g32190	GO:0006904 GO:0000145		KOG2176	PTHR12702 PTHR12702:SF0	PF04091
Cz01g32210	GO:0016787	K01515	KOG3041	PTHR11839	PF00293
Cz01g32230	GO:0009439			PTHR34186 PTHR34186:SF1	PF02560
Cz01g32240	GO:0030870 GO:0016887 GO:0006281 GO:0005634 GO:0000723	K10866		PTHR18867 PTHR18867:SF12	PF13476
Cz01g32260	GO:0016021	K07034		PTHR30178	PF01184
Cz01g32280	GO:0016021			PTHR30178	PF01184
Cz01g32300	GO:0016773 GO:0005975	K00854	KOG2517	PTHR10196 PTHR10196:SF67	PF02782 PF00370
Cz01g32340	GO:0003677 GO:0000786	K11253		PTHR11426	PF00125
Cz01g33010	GO:0042765 GO:0016021	K05289		PTHR13304 PTHR13304:SF0	PF04114
Cz01g33020	GO:0006351 GO:0003899 GO:0003677	K03018		PTHR19376 PTHR19376:SF32	PF05000 PF04983 PF00623 PF04997 PF04998
Cz01g33030	GO:0006464 GO:0004719	K00573	KOG1661	PTHR11579	PF12847
Cz01g33040	GO:0016020 GO:0006897		KOG2500	PTHR12847 PTHR12847:SF3	PF07933
Cz01g33050	GO:0006468 GO:0005524 GO:0004672				PF00069
Cz01g33060	GO:0006468 GO:0005524 GO:0004672		KOG0580	PTHR24349 PTHR24349:SF79	PF00069
Cz01g33090	GO:0003676 GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01893		PTHR22594 PTHR22594:SF34	PF01336 PF00152
Cz01g33100	GO:0030976 GO:0003824 GO:0000287	K01568		PTHR18968 PTHR18968:SF125	PF02775 PF00205 PF02776
Cz01g33130	GO:0005634 GO:0003676	K12830			PF03178 PF10433
Cz01g33150	GO:0048037 GO:0008152 GO:0003824	K01899	KOG1255	PTHR11117	PF02629 PF00549
Cz01g33170	GO:0055114 GO:0016730	K17892		PTHR35113 PTHR35113:SF1	PF02943
Cz01g33180	GO:0003676			PTHR23270	PF00575
Cz01g33230	GO:0016021 GO:0004252 GO:0006508			PTHR22936	PF01694
Cz01g34010	GO:0051536 GO:0003824	K02495		PTHR13932 PTHR13932:SF3	PF04055 PF06969
Cz01g34020	GO:0006468 GO:0005524 GO:0004672 GO:0004674	K08851	KOG3087	PTHR12209	PF00069
Cz01g34050	GO:0005515		KOG4018	PTHR12292	PF05773
Cz01g34070	GO:0016787 GO:0008152	K01438	KOG2276	PTHR11014 PTHR11014:SF109	PF07687 PF01546
Cz01g34130	GO:0008270 GO:0003676 GO:0015074			PTHR11439 PTHR11439:SF185	PF00098 PF13976 PF00665 PF07727
Cz01g34180	GO:0008270 GO:0003676 GO:0015074			PTHR11439	PF00098 PF13976 PF14223 PF00665 PF07727
Cz01g34190	GO:0015074			PTHR11439	PF00665 PF07727
Cz01g34200	GO:0008270 GO:0003676			PTHR11439 PTHR11439:SF185	PF00098 PF14223
Cz01g34270	GO:0016787	K06130		PTHR10655 PTHR10655:SF17	PF02230
Cz01g34290	GO:0006281 GO:0005634	K02830		PTHR10870	
Cz01g34310	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K10400	KOG4280	PTHR24115 PTHR24115:SF388	PF00225
Cz01g34320	GO:0006355 GO:0003700 GO:0007275			PTHR32467 PTHR32467:SF34	PF00847
Cz01g34350	GO:0016887 GO:0005524			PTHR24220	PF00005
Cz01g35040	GO:0005524 GO:0003676		KOG0331	PTHR24031 PTHR24031:SF210	PF00271 PF00270
Cz01g35080	GO:0030127 GO:0006888 GO:0006886				PF04811
Cz01g35100	GO:0055114 GO:0016491			PTHR22912 PTHR22912:SF98	PF07992
Cz01g35120	GO:0020037 GO:0009055	K08906		PTHR34688 PTHR34688:SF2	PF13442
Cz01g35130	GO:0009055 GO:0005507	K02638		PTHR34192 PTHR34192:SF2	PF00127
Cz01g35150	GO:0016746 GO:0008152 GO:0006644	K13511	KOG2847	PTHR12497 PTHR12497:SF0	PF01553
Cz01g35180	GO:0016791 GO:0009117 GO:0000287	K18550		PTHR28213 PTHR28213:SF1	PF06437
Cz01g35190	GO:0016787 GO:0005524 GO:0003677	K10877		PTHR10799	PF04851
Cz01g35200	GO:0005524			PTHR10799	PF00176 PF00271
Cz01g35210	GO:0005515				PF00646
Cz01g35230	GO:0030170 GO:0008483			PTHR11986 PTHR11986:SF58	PF00202
Cz01g35240	GO:0030170 GO:0008483	K00827	KOG1404	PTHR11986 PTHR11986:SF58	PF00202
Cz01g35250	GO:0006412 GO:0005840 GO:0003735	K02946	KOG0900	PTHR11700	PF00338
Cz01g35260	GO:0005515	K14961	KOG1273	PTHR22847 PTHR22847:SF461	PF00400
Cz01g36040	GO:0008270 GO:0006355 GO:0005634 GO:0004402 GO:0003712 GO:0016573	K04498		PTHR13808	PF02135 PF08214
Cz01g36050	GO:0008270 GO:0006355 GO:0005634 GO:0004402 GO:0003712				PF02135
Cz01g36070	GO:0005515	K09553		PTHR22904 PTHR22904:SF371	PF13371 PF00515 PF13414
Cz01g36130	GO:0003924 GO:0007017 GO:0005874 GO:0005525 GO:0005200	K10390	KOG1374	PTHR11588 PTHR11588:SF4	PF00091
Cz01g36140	GO:0003676 GO:0031369 GO:0006413 GO:0005852 GO:0003743 GO:0003723	K03253		PTHR14068 PTHR14068:SF0	PF00076 PF08662
Cz01g36150	GO:0008152 GO:0003824	K01897		PTHR24096 PTHR24096:SF46	PF00501
Cz01g36160	GO:0005515 GO:0006468 GO:0004672	K06660 K06631	KOG0199	PTHR24345 PTHR24345:SF0	PF00659 PF07714
Cz01g37050	GO:0008171			PTHR11746 PTHR11746:SF63	PF00891
Cz01g37060	GO:0008171			PTHR11746 PTHR11746:SF63	PF00891
Cz01g37090	GO:0008171			PTHR11746 PTHR11746:SF63	PF00891
Cz01g37120	GO:0055114 GO:0016616 GO:0006694 GO:0003854 GO:0080019	K13356		PTHR11011 PTHR11011:SF26	PF01073
Cz01g37140	GO:0008641 GO:0006914 GO:0005737	K08337		PTHR10953 PTHR10953:SF3	PF00899 PF16420
Cz01g37200	GO:0005975 GO:0004553	K01187 K15925		PTHR22762 PTHR22762:SF82	PF13802 PF16863 PF01055
Cz01g37220	GO:0005975 GO:0004553	K01187 K15925		PTHR22762 PTHR22762:SF82	PF00088 PF13802 PF16863 PF01055
Cz01g37230	GO:0008152 GO:0003824	K00162	KOG0524	PTHR11624 PTHR11624:SF76	PF02779 PF02780
Cz01g37240	GO:0033588	K11375		PTHR12896	PF05625
Cz01g38020	GO:0006629			PTHR21493 PTHR21493:SF124	PF01764
Cz01g38080	GO:0006629	K18875		PTHR21493 PTHR21493:SF94	PF01764
Cz01g38150	GO:0006468 GO:0004672	K04424	KOG0192	PTHR23257 PTHR23257:SF518	PF14381 PF07714
Cz01g38170	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0006434 GO:0005737 GO:0004828	K01875		PTHR11778 PTHR11778:SF7	PF02403 PF00587
Cz01g38200	GO:0055114 GO:0020037 GO:0016705 GO:0005506		KOG0157	PTHR24305	PF00067
Cz01g38210	GO:0055114 GO:0020037 GO:0016705 GO:0005506				PF00067
Cz01g38220	GO:0055114 GO:0020037 GO:0016705 GO:0005506			PTHR24281	PF00067
Cz01g38230	GO:0055114 GO:0020037 GO:0016705 GO:0005506			PTHR24305 PTHR24305:SF65	PF00067
Cz01g38270	GO:0005515		KOG1320	PTHR22939 PTHR22939:SF81	PF13180 PF13365
Cz01g38310	GO:0002161			PTHR31423 PTHR31423:SF3	PF04073
Cz01g38320	GO:0008270	K18932	KOG0509	PTHR24161 PTHR24161:SF17	PF01529 PF12796
Cz01g39030	GO:0006508 GO:0004185		KOG1282	PTHR11802 PTHR11802:SF62	PF00450
Cz01g39050	GO:0006355 GO:0005634 GO:0003677			PTHR23329 PTHR23329:SF1	PF07842
Cz01g39060	GO:0006355 GO:0005634 GO:0003677 GO:0003676	K13103		PTHR23329 PTHR23329:SF1	PF07842 PF01585 PF12457
Cz01g39070	GO:0005525		KOG1191	PTHR11649 PTHR11649:SF5	PF14714 PF01926
Cz01g39090	GO:0008418	K14662		PTHR12498 PTHR12498:SF0	PF14736
Cz01g39150	GO:0006351 GO:0003899		KOG2351		PF03874
Cz01g39180	GO:0016787 GO:0005524 GO:0003677			PTHR14074	PF04851
Cz01g39220	GO:0000049	K15437		PTHR11586	PF01588
Cz01g39230	GO:0003924 GO:0007017 GO:0005874	K10391	KOG1375	PTHR11588 PTHR11588:SF13	PF03953 PF00091
Cz01g40060	GO:0005515			PTHR22880	PF00439
Cz01g40120	GO:0016772 GO:0016310 GO:0016301 GO:0005524	K01006		PTHR22931 PTHR22931:SF27	PF00391 PF01326 PF02896
Cz01g40150	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871 GO:0008569		KOG0243 KOG0244	PTHR24115 PTHR24115:SF173	PF00225
Cz01g40240	GO:0008484 GO:0008152			PTHR10342 PTHR10342:SF218	PF00884
Cz01g41050	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810		KOG0058	PTHR24223	PF00005 PF00664
Cz01g41060	GO:0006338 GO:0000228	K11648		PTHR10019	PF04855
Cz01g41070	GO:0005515		KOG0296 KOG0279 KOG0318	PTHR22844 PTHR22844:SF226	PF11715 PF00400
Cz01g41090	GO:0006468 GO:0004672			PTHR24361	PF07714
Cz01g41110	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz01g41160	GO:0005515		KOG2106	PTHR13720	PF00400 PF03451
Cz01g41170	GO:0005515			PTHR10877 PTHR10877:SF116	PF01477
Cz01g42020	GO:0042578 GO:0042132 GO:0005975	K01100	KOG1458	PTHR11556 PTHR11556:SF2	PF00316
Cz01g42030	GO:0006269 GO:0003896	K02684	KOG2851	PTHR10536	PF01896
Cz01g42060	GO:0055114 GO:0016491	K00472		PTHR10869 PTHR10869:SF55	PF01549 PF13640
Cz01g42090	GO:0008641			PTHR10953 PTHR10953:SF135	PF00899
Cz01g42120	GO:0006310 GO:0006281 GO:0003910 GO:0003677 GO:0005524	K10747		PTHR10459 PTHR10459:SF10	PF04679 PF04675 PF01068
Cz01g42140	GO:0005515			PTHR23155	PF13855
Cz01g42150	GO:0008236 GO:0006508		KOG2100	PTHR11731 PTHR11731:SF117	PF07676 PF00326
Cz01g42170	GO:0009378 GO:0006310 GO:0006281	K07767	KOG0738	PTHR23074 PTHR23074:SF78	PF05496
Cz01g42180	GO:0055114 GO:0009396 GO:0004488 GO:0003824		KOG0089	PTHR10025 PTHR10025:SF36	PF00763 PF02882
Cz01g42190	GO:0009231 GO:0008686			PTHR21327 PTHR21327:SF6	PF00926
Cz01g42230	GO:0003676	K13161	KOG0123	PTHR24012 PTHR24012:SF356	PF00076
Cz01g43020	GO:0006468 GO:0004672		KOG0192	PTHR23257	PF07714
Cz01g43070	GO:0003677			PTHR10688 PTHR10688:SF1	PF01388 PF00855
Cz01g43080	GO:0006355 GO:0003713 GO:0003677			PTHR13215	PF08766 PF02229
Cz01g43200	GO:0005524	K12446	KOG0631	PTHR10457 PTHR10457:SF12	PF10509 PF00288
Cz01g43270	GO:0005515 GO:0016593 GO:0016570 GO:0006355	K15176	KOG2002	PTHR14027 PTHR14027:SF2	PF00515 PF07719 PF13414
Cz01g44020	GO:0055085 GO:0016021	K08193 K12303	KOG2532	PTHR11662 PTHR11662:SF226	PF07690
Cz01g44030	GO:0016887 GO:0005524 GO:0016020	K05681	KOG0061	PTHR19241	PF00005 PF01061
Cz01g44120	GO:0055114 GO:0010277 GO:0051537 GO:0016491			PTHR21266 PTHR21266:SF25	PF08417 PF00355
Cz01g44150	GO:0030983 GO:0006298 GO:0005524 GO:0045910 GO:0016887 GO:0004519			PTHR11361 PTHR11361:SF14	PF00488
Cz01g44190	GO:0016491 GO:0008152		KOG1208	PTHR24320 PTHR24320:SF72	PF00106
Cz01g44210	GO:0016020		KOG4267	PTHR12668 PTHR12668:SF0	
Cz01g44220	GO:0030170 GO:0019752 GO:0016831	K01593 K01592		PTHR11999 PTHR11999:SF70	PF00282
Cz01g44250	GO:0016818 GO:0008270 GO:0003676				PF08797
Cz01g44270	GO:0004518			PTHR15160 PTHR15160:SF4	PF02577
Cz01g45010	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02879		PTHR14413 PTHR14413:SF5	PF01196
Cz01g45020	GO:0015031 GO:0008565	K11827	KOG0935	PTHR11753	PF01217
Cz01g45030	GO:0008270			PTHR12802 PTHR12802:SF46	PF07496
Cz01g45080	GO:0005515			PTHR10774	PF00168
Cz01g45130	GO:0008168	K15334	KOG2198	PTHR22808 PTHR22808:SF1	PF01189
Cz01g45150	GO:0008081 GO:0006629 GO:0008889			PTHR23344 PTHR23344:SF20	PF03009
Cz01g45210	GO:0016020 GO:0006810 GO:0005215		KOG0224	PTHR19139 PTHR19139:SF147	PF00230
Cz01g45220	GO:0016787 GO:0005524 GO:0003677	K10875	KOG1002	PTHR10799	PF04851 PF00271
Cz01g45230	GO:0008138 GO:0006470	K18038		PTHR19134	PF00782
Cz01g45250	GO:0046488 GO:0016307	K00889	KOG0229	PTHR23086	PF02493 PF01504
Cz01g45260	GO:0005515		KOG0316	PTHR22844	PF00400
Cz01g45270	GO:0016021		KOG4561	PTHR13439 PTHR13439:SF0	PF03798
Cz01g46010	GO:0016310 GO:0016301 GO:0005524	K08244		PTHR22931 PTHR22931:SF1	PF01326
Cz01g46020	GO:0006260 GO:0005524 GO:0003677	K02212		PTHR11630 PTHR11630:SF66	PF00493
Cz01g46030	GO:0006260 GO:0005524 GO:0003677	K02212		PTHR11630 PTHR11630:SF66	PF14551 PF00493
Cz01g46040	GO:0008138 GO:0006470			PTHR10367	PF00782
Cz01g46050	GO:0005515			PTHR12782 PTHR12782:SF5	PF13417
Cz01g46070	GO:0008168 GO:0006364	K09761		PTHR30027 PTHR30027:SF4	PF04452
Cz01g46090	GO:0006281 GO:0004518	K01142	KOG1294	PTHR22748	PF03372
Cz01g46140	GO:0016021 GO:0016020				PF00892
Cz01g46160	GO:0055114 GO:0033743 GO:0030091 GO:0016671 GO:0006979			PTHR10173 PTHR10173:SF18	PF01641
Cz01g46230	GO:0007017 GO:0005875	K10418	KOG3430	PTHR11886	PF01221
Cz01g46250	GO:0006397 GO:0000445	K13176			PF05615
Cz02g00020	GO:0019955 GO:0016020	K15340		PTHR23240 PTHR23240:SF6	PF07140 PF07522
Cz02g00030	GO:0005524 GO:0004003 GO:0003677 GO:0016818 GO:0008026 GO:0006139 GO:0003676	K15362		PTHR11472 PTHR11472:SF6	PF06733 PF13307
Cz02g00040	GO:0008430	K17285		PTHR23300	PF05694
Cz02g00050	GO:0008270		KOG3173	PTHR10634	PF01428
Cz02g00060	GO:0016779			PTHR23092 PTHR23092:SF15	PF01909 PF03828
Cz02g00070	GO:0006289 GO:0005634 GO:0004003 GO:0000439	K03144	KOG3471	PTHR13152	PF03849
Cz02g00080	GO:0005515	K03363	KOG0305	PTHR19918 PTHR19918:SF8	PF00400
Cz02g00110	GO:0016887 GO:0005524	K05681	KOG0061	PTHR19241	PF12698 PF00005
Cz02g00130	GO:0009231 GO:0003935			PTHR21327 PTHR21327:SF12	PF00925
Cz02g00170	GO:0005515	K15340		PTHR23240 PTHR23240:SF10	PF00536 PF07522
Cz02g00210	GO:0005524 GO:0003676	K13116		PTHR24031 PTHR24031:SF20	PF00270
Cz02g00270	GO:0005515	K01099 K03084	KOG0565	PTHR11200 PTHR11200:SF152	PF03372 PF00168
Cz02g01020	GO:0016757 GO:0006486			PTHR31646 PTHR31646:SF1	PF11051
Cz02g01030	GO:0016020 GO:0015031 GO:0007030		KOG2307	PTHR12961	PF06148 PF12022
Cz02g01040	GO:0009378 GO:0006310 GO:0006281 GO:0016021 GO:0008270 GO:0005524 GO:0004222	K03798		PTHR23076 PTHR23076:SF61	PF05496 PF06480
Cz02g01060	GO:0032040	K14773		PTHR12416 PTHR12416:SF3	PF04900
Cz02g01070	GO:0016787	K08657	KOG1592	PTHR10188 PTHR10188:SF8	PF01112
Cz02g01100	GO:0006396 GO:0003723			PTHR13161 PTHR13161:SF15	PF09750 PF01805
Cz02g01150	GO:0055114 GO:0050661 GO:0016491 GO:0016597 GO:0008152 GO:0006520	K12524	KOG0455	PTHR21499 PTHR21499:SF30	PF03447 PF01842 PF13840 PF00696 PF00742
Cz02g01250	GO:0005525	K16938		PTHR18884 PTHR18884:SF52	PF00735
Cz02g01260	GO:0005634	K14970			PF05053
Cz02g01280	GO:0016491	K18106		PTHR22604 PTHR22604:SF133	PF01408
Cz02g02010	GO:0006508 GO:0005622 GO:0004198		KOG0045	PTHR10183	PF01067 PF00648
Cz02g02020	GO:0055085 GO:0016020 GO:0006811 GO:0005216				PF00520
Cz02g02030	GO:0055114 GO:0030151 GO:0016491 GO:0042128		KOG0535	PTHR19372 PTHR19372:SF7	PF03404 PF00174
Cz02g02050	GO:0003677	K11251	KOG1756	PTHR23430	PF00125 PF16211
Cz02g02060	GO:0003677 GO:0000786	K11252	KOG1744	PTHR23428	PF00125
Cz02g02090	GO:0016021 GO:0006820 GO:0016020 GO:0005452			PTHR11453 PTHR11453:SF31	PF00955
Cz02g02110	GO:0006468 GO:0005524 GO:0004672		KOG0192	PTHR23257	PF00069 PF07714
Cz02g02130	GO:0035091		KOG2527	PTHR10555 PTHR10555:SF84	PF00787
Cz02g02170	GO:0005634	K01148		PTHR15092	PF04857
Cz02g02180	GO:0003677 GO:0005515	K11684		PTHR22880 PTHR22880:SF5	PF00046 PF00439
Cz02g02190	GO:0046907	K15306		PTHR23138	PF00638
Cz02g02200	GO:0046907	K15306		PTHR23138	PF00638
Cz02g02210	GO:0005524 GO:0051082 GO:0006457	K09498		PTHR11353 PTHR11353:SF21	PF00118
Cz02g02220	GO:0016491 GO:0008152		KOG1208	PTHR24320	PF00106
Cz02g02230	GO:0008270 GO:0005515	K10632	KOG0804	PTHR24007	PF13639 PF02148 PF07576
Cz02g02240	GO:0055114 GO:0016491	K00326	KOG0534	PTHR19370 PTHR19370:SF90	PF00970 PF00175
Cz02g02250	GO:0006281 GO:0004518	K04799	KOG2519	PTHR11081 PTHR11081:SF9	PF00752 PF00867
Cz02g02260	GO:0009116		KOG1448	PTHR10210 PTHR10210:SF45	PF00156
Cz02g03010	GO:0006468 GO:0005524 GO:0004672	K14498	KOG0583	PTHR24343	PF00069
Cz02g03020	GO:0015074			PTHR24559 PTHR24559:SF201	PF03732 PF08284 PF00665 PF00078
Cz02g03080	GO:0005515				PF00612
Cz02g03100	GO:0005509				PF13202
Cz02g03110	GO:0005815 GO:0000922 GO:0000226	K16572	KOG4344	PTHR19302	PF04130
Cz02g03170	GO:0008270 GO:0003676 GO:0005524	K10730	KOG0331	PTHR13710 PTHR13710:SF76	PF00098 PF00271 PF00270
