Gene ID	GO
Bathy02g00940	
Bathy02g00950	
Bathy02g00960	
Bathy02g01040	
Bathy02g01050	
Bathy02g01060	
Bathy02g01070	
Bathy02g01090	
Bathy02g01110	
Bathy02g01130	
Bathy02g01150	
Bathy02g01160	
Bathy02g01170	
Bathy02g01190	
Bathy02g01200	
Bathy02g01220	
Bathy02g01230	
Bathy02g01250	
Bathy02g01270	
Bathy02g01290	
Bathy02g01300	
Bathy02g01310	
Bathy02g01330	
Bathy02g01340	
Bathy02g01350	
Bathy02g01370	
Bathy02g01380	
Bathy02g01390	
Bathy02g01400	
Bathy02g01410	
Bathy02g01430	
Bathy02g01440	
Bathy02g01450	
Bathy02g01490	
Bathy02g01500	
Bathy02g01550	
Bathy02g01570	
Bathy02g01600	
Bathy02g01610	
Bathy02g01620	
Bathy02g01630	
Bathy02g01640	
Bathy02g01650	
Bathy02g01660	
Bathy02g01670	
Bathy02g01690	
Bathy02g01740	
Bathy02g01780	
Bathy02g01790	
Bathy02g01810	
Bathy02g01830	
Bathy02g01860	
Bathy02g01870	
Bathy02g01890	
Bathy02g01900	
Bathy02g01920	
Bathy02g01930	
Bathy02g01950	
Bathy02g01970	
Bathy02g01980	
Bathy02g01990	
Bathy02g02020	
Bathy02g02030	
Bathy02g02040	
Bathy02g02060	
Bathy02g02110	
Bathy02g02160	
Bathy02g02170	
Bathy02g02190	
Bathy02g02200	
Bathy02g02230	
Bathy02g02240	
Bathy02g02260	
Bathy02g02270	
Bathy02g02280	
Bathy02g02300	
Bathy02g02340	
Bathy02g02380	
Bathy02g02390	
Bathy02g02400	
Bathy02g02410	
Bathy02g02450	
Bathy02g02480	
Bathy02g02500	
Bathy02g02520	
Bathy02g02530	
Bathy02g02550	
Bathy02g02560	
Bathy02g02570	
Bathy02g02580	
Bathy02g02590	
Bathy02g02600	
Bathy02g02610	
Bathy02g02630	
Bathy02g02640	
Bathy02g02650	
Bathy02g02660	
Bathy02g02680	
Bathy02g02720	
Bathy02g02740	
Bathy02g02750	
Bathy02g02770	
Bathy02g02800	
Bathy02g02820	
Bathy02g02850	
Bathy02g02890	
Bathy02g02900	
Bathy02g02910	
Bathy02g02920	
Bathy02g02930	
Bathy02g02960	
Bathy02g02990	
Bathy02g03010	
Bathy02g03020	
Bathy02g03040	
Bathy02g03090	
Bathy02g03100	
Bathy02g03110	
Bathy02g03130	
Bathy02g03160	
Bathy02g03190	
Bathy02g03210	
Bathy02g03230	
Bathy02g03260	
Bathy02g03280	
Bathy02g03290	
Bathy02g03300	
Bathy02g03310	
Bathy02g03370	
Bathy02g03380	
Bathy02g03400	
Bathy02g03420	
Bathy02g03460	
Bathy02g03470	
Bathy02g03480	
Bathy02g03520	
Bathy02g03530	
Bathy02g03540	
Bathy02g03550	
Bathy02g03580	
Bathy02g03590	
Bathy02g03600	
Bathy02g03610	
Bathy02g03620	
Bathy02g03630	
Bathy02g03640	
Bathy02g03650	
Bathy02g03670	
Bathy02g03680	
Bathy02g03690	
Bathy02g03710	
Bathy02g03720	
Bathy02g03740	
Bathy02g03750	
Bathy02g03760	
Bathy02g03770	
Bathy02g03790	
Bathy02g03820	
Bathy02g03830	
Bathy02g03850	
Bathy02g03860	
Bathy02g03890	
Bathy02g03940	
Bathy02g03960	
Bathy02g04020	
Bathy02g04030	
Bathy02g04050	
Bathy02g04080	
Bathy02g04120	
Bathy02g04140	
Bathy02g04160	
Bathy02g04170	
Bathy02g04200	
Bathy02g04220	
Bathy02g04250	
Bathy02g04270	
Bathy02g04280	
Bathy02g04300	
Bathy02g04330	
Bathy02g04360	
Bathy02g04370	
Bathy02g04380	
Bathy02g04390	
Bathy02g04400	
Bathy02g04420	
Bathy02g04430	
Bathy02g04450	
Bathy02g04480	
Bathy02g04510	
Bathy02g04530	
Bathy02g04560	
Bathy02g04580	
Bathy02g04610	
Bathy02g04630	
Bathy02g04640	
Bathy02g04650	
Bathy02g04660	
Bathy02g04680	
Bathy02g04690	
Bathy02g04710	
Bathy02g04720	
Bathy02g04750	
Bathy02g04760	
Bathy02g04780	
Bathy02g04800	
Bathy02g04810	
Bathy02g04830	
Bathy02g04850	
Bathy02g04860	
Bathy02g04870	
Bathy03g01600	
Bathy03g01610	
Bathy03g01630	
Bathy03g01650	
Bathy03g01670	
Bathy03g01710	
Bathy03g01730	
Bathy03g01750	
Bathy03g01760	
Bathy03g01780	
Bathy03g01790	
Bathy03g03270	
Bathy03g03280	
Bathy03g03310	
Bathy03g03330	
Bathy03g03340	
Bathy03g03370	
Bathy03g03380	
Bathy03g03390	
Bathy03g03410	
Bathy03g03420	
Bathy03g03430	
Bathy03g03450	
Bathy03g03470	
Bathy03g03480	
Bathy03g03520	
Bathy03g03530	
Bathy03g03540	
Bathy03g03590	
Bathy03g03600	
Bathy03g03620	
Bathy03g03630	
Bathy03g03640	
Bathy03g03650	
Bathy03g03660	
Bathy03g03670	
Bathy03g03680	
Bathy03g03690	
Bathy03g03700	
Bathy03g03710	
Bathy03g03720	
Bathy03g03740	
Bathy03g03770	
Bathy03g03810	
Bathy03g03820	
Bathy03g03860	
Bathy03g03880	
Bathy03g03890	
Bathy03g03900	
Bathy03g03910	
Bathy03g03930	
Bathy03g03940	
Bathy03g03960	
Bathy03g03970	
Bathy03g03980	
Bathy03g04000	
Bathy03g04020	
Bathy03g04040	
Bathy03g04050	
Bathy03g04060	
Bathy03g04080	
Bathy03g04090	
Bathy03g04100	
Bathy03g04120	
Bathy03g04140	
Bathy03g04150	
Bathy03g04160	
Bathy03g04190	
Bathy03g04200	
Bathy03g04210	
Bathy03g04250	
Bathy03g04300	
Bathy03g04310	
Bathy03g04330	
Bathy03g04340	
Bathy03g04400	
Bathy03g04410	
Bathy03g04420	
Bathy03g04430	
Bathy03g04440	
Bathy03g04450	
Bathy03g04470	
Bathy03g04480	
Bathy03g04490	
Bathy03g04500	
Bathy03g04510	
Bathy03g04580	
Bathy03g04620	
Bathy03g04640	
Bathy03g04670	
Bathy03g04750	
Bathy03g04760	
Bathy03g04780	
Bathy03g04790	
Bathy03g04830	
Bathy03g04840	
Bathy03g04850	
Bathy03g04880	
Bathy03g04890	
Bathy03g04900	
Bathy03g04910	
Bathy03g04920	
Bathy03g04960	
Bathy03g04980	
Bathy03g04990	
Bathy03g05000	
Bathy03g05030	
Bathy03g05040	
Bathy03g05050	
Bathy03g05060	
Bathy03g05080	
Bathy03g05090	
Bathy03g05100	
Bathy03g05120	
Bathy03g05130	
Bathy03g05140	
Bathy03g05150	
Bathy03g05170	
Bathy03g05180	
Bathy03g05190	
Bathy03g05200	
Bathy03g05230	
Bathy03g05240	
Bathy03g05250	
Bathy03g05280	
Bathy03g05290	
Bathy03g05310	
Bathy03g05320	
Bathy03g05380	
Bathy03g05400	
Bathy03g05410	
Bathy03g05430	
Bathy03g05440	
Bathy03g05450	
Bathy03g05490	
Bathy03g05500	
Bathy03g05520	
Bathy03g05530	
Bathy03g05550	
Bathy03g05560	
Bathy03g05590	
Bathy03g05610	
Bathy03g05630	
Bathy03g05650	
Bathy03g05680	
Bathy03g05690	
Bathy03g05700	
Bathy03g05710	
Bathy03g05730	
Bathy03g05760	
Bathy04g00010	
Bathy04g00020	
Bathy04g00030	
Bathy04g00040	
Bathy04g00060	
Bathy04g00070	
Bathy04g00080	
Bathy04g00090	
Bathy04g00110	
Bathy04g00130	
Bathy04g00150	
Bathy04g00160	
Bathy04g00170	
Bathy04g00210	
Bathy04g00220	
Bathy04g00260	
Bathy04g00270	
Bathy04g00280	
Bathy04g00290	
Bathy04g00330	
Bathy04g00350	
Bathy04g00370	
Bathy04g00380	
Bathy04g00390	
Bathy04g00400	
Bathy04g00410	
Bathy04g00460	
Bathy04g00470	
Bathy04g00480	
Bathy04g00500	
Bathy04g00510	
Bathy04g00530	
Bathy04g00540	
Bathy04g00560	
Bathy04g00570	
Bathy04g00580	
Bathy04g00590	
Bathy04g00620	
Bathy04g00640	
Bathy04g00650	
Bathy04g00670	
Bathy04g00680	
Bathy04g00690	
Bathy04g00710	
Bathy04g00720	
Bathy04g00730	
Bathy04g00740	
Bathy04g00750	
Bathy04g00760	
Bathy04g00820	
Bathy04g00830	
Bathy04g00850	
Bathy04g00860	
Bathy04g00870	
Bathy04g00880	
Bathy04g00900	
Bathy04g00920	
Bathy04g00950	
Bathy04g00970	
Bathy04g00980	
Bathy04g01010	
Bathy04g01030	
Bathy04g01070	
Bathy04g01080	
Bathy04g01110	
Bathy04g01120	
Bathy04g01130	
Bathy04g01140	
Bathy04g01160	
Bathy04g01180	
Bathy04g01310	
Bathy04g01380	
Bathy04g01400	
Bathy04g01430	
Bathy04g01440	
Bathy04g01460	
Bathy04g01500	
Bathy04g01530	
Bathy04g01540	
Bathy04g01550	
Bathy04g01560	
Bathy04g01600	
Bathy04g01620	
Bathy04g01640	
Bathy04g01650	
Bathy04g01660	
Bathy04g01680	
Bathy04g01690	
Bathy04g01700	
Bathy04g01710	
Bathy04g01720	
Bathy04g01750	
Bathy04g01770	
Bathy04g01780	
Bathy04g01820	
Bathy04g01830	
Bathy04g01840	
Bathy04g01850	
Bathy04g01860	
Bathy04g01880	
Bathy04g01890	
Bathy04g01910	
Bathy04g01920	
Bathy04g01950	
Bathy04g01960	
Bathy04g01970	
Bathy04g02000	
Bathy04g02020	
Bathy04g02040	
Bathy04g02050	
Bathy04g02060	
Bathy04g02070	
Bathy04g02080	
Bathy04g02100	
Bathy04g02110	
Bathy04g02150	
Bathy04g02160	
Bathy04g02170	
Bathy04g02180	
Bathy04g02190	
Bathy04g02200	
Bathy04g02210	
Bathy04g02230	
Bathy04g02240	
Bathy04g02250	
Bathy04g02270	
Bathy04g02280	
Bathy04g02300	
Bathy04g02320	
Bathy04g02330	
Bathy04g02340	
Bathy04g02360	
Bathy04g02380	
Bathy04g02400	
Bathy04g02410	
Bathy04g02420	
Bathy04g02490	
Bathy04g02520	
Bathy04g02590	
Bathy04g02600	
Bathy04g02610	
Bathy04g02620	
Bathy04g02640	
Bathy04g02670	
Bathy04g02690	
Bathy04g02710	
Bathy04g02720	
Bathy04g02740	
Bathy04g02750	
Bathy04g02760	
Bathy04g02770	
Bathy04g02790	
Bathy04g02795	
Bathy04g02830	
Bathy04g02850	
Bathy04g02860	
Bathy04g02880	
Bathy04g02890	
Bathy04g02910	
Bathy04g02930	
Bathy04g02940	
Bathy04g02950	
Bathy04g02960	
Bathy04g02970	
Bathy04g02980	
Bathy04g03000	
Bathy04g03020	
Bathy04g03030	
Bathy04g03040	
Bathy04g03070	
Bathy04g03080	
Bathy04g03090	
Bathy04g03120	
Bathy04g03130	
Bathy04g03140	
Bathy04g03150	
Bathy04g03170	
Bathy04g03190	
Bathy04g03200	
Bathy04g03260	
Bathy04g03270	
Bathy04g03280	
Bathy04g03290	
Bathy04g03300	
Bathy04g03320	
Bathy04g03330	
Bathy04g03350	
Bathy04g03360	
Bathy04g03380	
Bathy04g03400	
Bathy04g03410	
Bathy04g03450	
Bathy04g03460	
Bathy04g03470	
Bathy04g03500	
Bathy04g03510	
Bathy04g03530	
Bathy04g03550	
Bathy04g03570	
Bathy04g03590	
Bathy04g03630	
Bathy04g03650	
Bathy04g03660	
Bathy04g03670	
Bathy04g03690	
Bathy04g03700	
Bathy04g03740	
Bathy04g03770	
Bathy04g03780	
Bathy04g03790	
Bathy04g03810	
Bathy04g03820	
Bathy04g03830	
Bathy04g03840	
Bathy04g03860	
Bathy04g03890	
Bathy04g03900	
Bathy04g03910	
Bathy04g03930	
Bathy04g03940	
Bathy04g03950	
Bathy04g03970	
Bathy04g03980	
Bathy04g04010	
Bathy06g01980	
Bathy06g02010	
Bathy06g02020	
Bathy06g02040	
Bathy06g02060	
Bathy06g02080	
Bathy06g02090	
Bathy06g02120	
Bathy06g02130	
Bathy06g02160	
Bathy06g02170	
Bathy06g02190	
Bathy06g02230	
Bathy06g02270	
Bathy06g02300	
Bathy06g02320	
Bathy06g02330	
Bathy06g02340	
Bathy06g02390	
Bathy06g02400	
Bathy06g02430	
Bathy06g02450	
Bathy06g02470	
Bathy06g02480	
Bathy06g02520	
Bathy06g02530	
Bathy06g02540	
Bathy06g02550	
Bathy06g02570	
Bathy06g02600	
Bathy06g02620	
Bathy06g02630	
Bathy06g02680	
Bathy06g02700	
Bathy06g02730	
Bathy06g02740	
Bathy06g02760	
Bathy06g02770	
Bathy06g02790	
Bathy06g02820	
Bathy06g02830	
Bathy06g02850	
Bathy06g02870	
Bathy06g02890	
Bathy06g02920	
Bathy06g02930	
Bathy06g02950	
Bathy06g02960	
Bathy06g02990	
Bathy06g03010	
Bathy06g03020	
Bathy06g03030	
Bathy06g03040	
Bathy06g03050	
Bathy06g03060	
Bathy06g03100	
Bathy06g03140	
Bathy06g03160	
Bathy06g03200	
Bathy06g03210	
Bathy06g03220	
Bathy06g03230	
Bathy06g03240	
Bathy06g03270	
Bathy06g03310	
Bathy06g03325	
Bathy06g03360	
Bathy06g03370	
Bathy06g03410	
Bathy06g03440	
Bathy06g03450	
Bathy06g03460	
Bathy06g03480	
Bathy06g03490	
Bathy06g03550	
Bathy06g03580	
Bathy06g03590	
Bathy06g03600	
Bathy06g03610	
Bathy06g03620	
Bathy06g03630	
Bathy06g03640	
Bathy06g03650	
Bathy06g03670	
Bathy06g03690	
Bathy06g03700	
Bathy06g03710	
Bathy06g03730	
Bathy06g03740	
Bathy06g03750	
Bathy06g03790	
Bathy06g03810	
Bathy06g03850	
Bathy06g03870	
Bathy06g03880	
Bathy06g03900	
Bathy06g03920	
Bathy06g03930	
Bathy06g03940	
Bathy06g03950	
Bathy06g03960	
Bathy06g03980	
Bathy06g03990	
Bathy06g04000	
Bathy06g04010	
Bathy06g04020	
Bathy06g04030	
Bathy06g04070	
Bathy06g04080	
Bathy06g04090	
Bathy06g04100	
Bathy06g04140	
Bathy06g04150	
Bathy06g04180	
Bathy06g04190	
Bathy06g04200	
Bathy06g04220	
Bathy06g04250	
Bathy06g04260	
Bathy06g04300	
Bathy06g04310	
Bathy06g04340	
Bathy07g01380	
Bathy07g01390	
Bathy07g01410	
Bathy07g01420	
Bathy07g01430	
Bathy07g01440	
Bathy07g01460	
Bathy07g01490	
Bathy07g01530	
Bathy07g01540	
Bathy07g01580	
Bathy07g01590	
Bathy07g01610	
Bathy07g01620	
Bathy07g01660	
Bathy07g01670	
Bathy07g01680	
Bathy07g01690	
Bathy07g01700	
Bathy07g01720	
Bathy07g01730	
Bathy07g01740	
Bathy07g01790	
Bathy07g01820	
Bathy07g01830	
Bathy07g01840	
Bathy07g01850	
Bathy07g01860	
Bathy07g01870	
Bathy07g01880	
Bathy07g01890	
Bathy07g01980	
Bathy07g02000	
Bathy07g02010	
Bathy07g02020	
Bathy07g02050	
Bathy07g02060	
Bathy07g02070	
Bathy07g02080	
Bathy07g02090	
Bathy07g02100	
Bathy07g02120	
Bathy07g02130	
Bathy07g02150	
Bathy07g02160	
Bathy07g02180	
Bathy07g02190	
Bathy07g02200	
Bathy07g02210	
Bathy07g02260	
Bathy07g02270	
Bathy07g02290	
Bathy07g02340	
Bathy07g02350	
Bathy07g02360	
Bathy07g02370	
Bathy07g02380	
Bathy07g02390	
Bathy07g02400	
Bathy07g02420	
Bathy07g02430	
Bathy07g02440	
Bathy07g02450	
Bathy07g02470	
Bathy07g02540	
Bathy07g02560	
Bathy07g02610	
Bathy07g02620	
Bathy07g02630	
Bathy07g02640	
Bathy07g02650	
Bathy07g02660	
Bathy07g02670	
Bathy07g02690	
Bathy07g02700	
Bathy07g02710	
Bathy07g02720	
Bathy07g02730	
Bathy07g02740	
Bathy07g02750	
Bathy07g02760	
Bathy07g02770	
Bathy07g02800	
Bathy07g02810	
Bathy07g02820	
Bathy07g02850	
Bathy07g02860	
Bathy07g02880	
Bathy07g02890	
Bathy07g02940	
Bathy07g02960	
Bathy07g02970	
Bathy07g02980	
Bathy07g02990	
Bathy07g03020	
Bathy07g03040	
Bathy07g03050	
Bathy07g03060	
Bathy07g03090	
Bathy07g03100	
Bathy07g03110	
Bathy07g03130	
Bathy07g03140	
Bathy07g03160	
Bathy07g03170	
Bathy07g03180	
Bathy07g03190	
Bathy07g03200	
Bathy07g03210	
Bathy07g03220	
Bathy07g03230	
Bathy07g03240	
Bathy07g03250	
Bathy07g03270	
Bathy07g03290	
Bathy07g03300	
Bathy07g03310	
Bathy07g03320	
Bathy07g03330	
Bathy07g03350	
Bathy07g03360	
Bathy07g03370	
Bathy07g03390	
Bathy07g03440	
Bathy07g03460	
Bathy07g03510	
Bathy07g03530	
Bathy07g03550	
Bathy07g03570	
Bathy07g03580	
Bathy07g03590	
Bathy07g03600	
Bathy07g03670	
Bathy07g03690	
Bathy07g03710	
Bathy07g03720	
Bathy07g03750	
Bathy07g03760	
Bathy07g03770	
Bathy07g03800	
Bathy07g03850	
Bathy07g03860	
Bathy07g03870	
Bathy07g03880	
Bathy07g03890	
Bathy07g03900	
Bathy07g03930	
Bathy07g03950	
Bathy07g03980	
Bathy07g04000	
Bathy07g04010	
Bathy07g04020	
Bathy07g04050	
Bathy07g04070	
Bathy07g04080	
Bathy07g04090	
Bathy07g04110	
Bathy07g04130	
Bathy07g04140	
Bathy07g04160	
Bathy07g04180	
Bathy07g04190	
Bathy07g04210	
Bathy07g04230	
Bathy07g04240	
Bathy07g04250	
Bathy07g04280	
Bathy07g04290	
Bathy07g04310	
Bathy07g04320	
Bathy07g04360	
Bathy07g04370	
Bathy07g04430	
Bathy07g04460	
Bathy07g04480	
Bathy07g04490	
Bathy07g04500	
Bathy07g04520	
Bathy07g04540	
Bathy07g04550	
Bathy07g04560	
Bathy07g04570	
Bathy07g04600	
Bathy07g04610	
Bathy07g04620	
Bathy07g04630	
Bathy07g04670	
Bathy07g04680	
Bathy07g04700	
Bathy07g04710	
Bathy07g04750	
Bathy07g04760	
Bathy07g04770	
Bathy07g04790	
Bathy07g04800	
Bathy07g04810	
Bathy07g04860	
Bathy07g04880	
Bathy07g04900	
Bathy08g00010	
Bathy08g00020	
Bathy08g00040	
Bathy08g00080	
Bathy08g00090	
Bathy08g00110	
Bathy08g00150	
Bathy08g00160	
Bathy08g00170	
Bathy08g00200	
Bathy08g00230	
Bathy08g00280	
Bathy08g00300	
Bathy08g00310	
Bathy08g00320	
Bathy08g00330	
Bathy08g00370	
Bathy08g00400	
Bathy08g00420	
Bathy08g00440	
Bathy08g00450	
Bathy08g00460	
Bathy08g00490	
Bathy08g00500	
Bathy08g00570	
Bathy08g00580	
Bathy08g00590	
Bathy08g00600	
Bathy08g00610	
Bathy08g00620	
Bathy08g00640	
Bathy08g00670	
Bathy08g00680	
Bathy08g00700	
Bathy08g00710	
Bathy08g00720	
Bathy08g00730	
Bathy08g00770	
Bathy08g00780	
Bathy08g00800	
Bathy08g00810	
Bathy09g00160	
Bathy09g00180	
Bathy09g00190	
Bathy09g00210	
Bathy09g00220	
Bathy09g00230	
Bathy09g00250	
Bathy09g00320	
Bathy09g00330	
Bathy09g00350	
Bathy09g00360	
Bathy09g00370	
Bathy09g00380	
Bathy09g00400	
Bathy09g00410	
Bathy09g00420	
Bathy09g00430	
Bathy09g00440	
Bathy09g00450	
Bathy09g00460	
Bathy09g00520	
Bathy09g00540	
Bathy09g00570	
Bathy09g00600	
Bathy09g00610	
Bathy09g00620	
Bathy09g00630	
Bathy09g00640	
Bathy09g00650	
Bathy09g00670	
Bathy09g00690	
Bathy09g00700	
Bathy09g00730	
Bathy09g00740	
Bathy09g00760	
Bathy09g00780	
Bathy09g00790	
Bathy09g00820	
Bathy09g00830	
Bathy09g00840	
Bathy09g00860	
Bathy09g00870	
Bathy09g00910	
Bathy09g00920	
Bathy09g00930	
Bathy10g02330	
Bathy10g02340	
Bathy10g02370	
Bathy10g02380	
Bathy10g02390	
Bathy10g02410	
Bathy10g02420	
Bathy10g02440	
Bathy10g02450	
Bathy10g02470	
Bathy10g02480	
Bathy10g02490	
Bathy10g02500	
Bathy10g02520	
Bathy10g02530	
Bathy10g02540	
Bathy10g02550	
Bathy10g02560	
Bathy10g02570	
Bathy10g02580	
Bathy10g02590	
Bathy10g02600	
Bathy10g02610	
Bathy10g02620	
Bathy10g02630	
Bathy10g02640	
Bathy10g02660	
Bathy10g02680	
Bathy10g02690	
Bathy10g02730	
Bathy10g02740	
Bathy10g02750	
Bathy10g02760	
Bathy10g02770	
Bathy10g02780	
Bathy10g02790	
Bathy10g02830	
Bathy10g02840	
Bathy10g02880	
Bathy10g02890	
Bathy10g02920	
Bathy10g02950	
Bathy10g02970	
Bathy10g02980	
Bathy10g02990	
Bathy10g03000	
Bathy10g03020	
Bathy10g03030	
Bathy10g03050	
Bathy10g03060	
Bathy10g03080	
Bathy10g03090	
Bathy10g03110	
Bathy10g03130	
Bathy10g03180	
Bathy10g03190	
Bathy10g03210	
Bathy10g03220	
Bathy10g03230	
Bathy10g03240	
Bathy10g03260	
Bathy10g03270	
Bathy10g03280	
Bathy10g03300	
Bathy10g03310	
Bathy10g03320	
Bathy10g03350	
Bathy10g03370	
Bathy10g03390	
Bathy10g03420	
Bathy10g03450	
Bathy10g03470	
Bathy10g03510	
Bathy10g03520	
Bathy10g03530	
Bathy10g03540	
Bathy10g03560	
Bathy10g03590	
Bathy10g03600	
Bathy10g03610	
Bathy10g03640	
Bathy10g03650	
Bathy10g03680	
Bathy10g03710	
Bathy10g03720	
Bathy10g03730	
Bathy10g03740	
Bathy10g03750	
Bathy10g03760	
Bathy10g03770	
Bathy10g03790	
Bathy10g03810	
Bathy10g03840	
Bathy10g03850	
Bathy10g03870	
Bathy10g03890	
Bathy10g03900	
Bathy10g03940	
Bathy10g03950	
Bathy10g03960	
Bathy10g03970	
Bathy10g03980	
Bathy10g03990	
Bathy10g04000	
Bathy10g04030	
Bathy10g04040	
Bathy10g04045	
Bathy10g04070	
Bathy10g04080	
Bathy10g04090	
Bathy10g04100	
Bathy10g04110	
Bathy10g04180	
Bathy10g04190	
Bathy10g04200	
Bathy10g04260	
Bathy10g04270	
Bathy10g04280	
Bathy10g04290	
Bathy11g00010	
Bathy11g00020	
Bathy11g00040	
Bathy11g00050	
Bathy11g00070	
Bathy11g00080	
Bathy11g00090	
Bathy11g00120	
Bathy11g00150	
Bathy11g00170	
Bathy11g00260	
Bathy11g00280	
Bathy11g00300	
Bathy11g00310	
Bathy11g00320	
Bathy11g00340	
Bathy11g00360	
Bathy11g00380	
Bathy11g00390	
Bathy11g00400	
Bathy11g00440	
Bathy11g00470	
Bathy11g00490	
Bathy11g00500	
Bathy11g00540	
Bathy11g00550	
Bathy11g00560	
Bathy11g00570	
Bathy11g00580	
Bathy11g00620	
Bathy11g00660	
Bathy11g00670	
Bathy11g00680	
Bathy11g00770	
Bathy11g00800	
Bathy11g00810	
Bathy11g00820	
Bathy11g00830	
Bathy11g00850	
Bathy11g00890	
Bathy11g00900	
Bathy11g00910	
Bathy11g00920	
Bathy11g00950	
Bathy11g00960	
Bathy11g00990	
Bathy11g01030	
Bathy11g01060	
Bathy11g01070	
Bathy11g01090	
Bathy11g01100	
Bathy11g01110	
Bathy11g01120	
Bathy11g01140	
Bathy11g01160	
Bathy11g01220	
Bathy11g01240	
Bathy11g01250	
Bathy11g01280	
Bathy11g01300	
Bathy11g01330	
Bathy11g01340	
Bathy11g01350	
Bathy11g01360	
Bathy11g01380	
Bathy11g01390	
Bathy11g01400	
Bathy11g01410	
Bathy11g01430	
Bathy11g01460	
Bathy11g01470	
Bathy11g01480	
Bathy11g01500	
Bathy11g01510	
Bathy11g01520	
Bathy11g01530	
Bathy11g01540	
Bathy11g01550	
Bathy11g01560	
Bathy11g01600	
Bathy11g01610	
Bathy11g01620	
Bathy11g01630	
Bathy11g01670	
Bathy11g01680	
Bathy11g01690	
Bathy11g01710	
Bathy11g01720	
Bathy11g01740	
Bathy11g01760	
Bathy11g01770	
Bathy11g01790	
Bathy11g01820	
Bathy11g01830	
Bathy11g01840	
Bathy11g01890	
Bathy11g01920	
Bathy11g01940	
Bathy11g01950	
Bathy11g01960	
Bathy11g01980	
Bathy11g02010	
Bathy11g02020	
Bathy11g02050	
Bathy11g02060	
Bathy11g02070	
Bathy11g02080	
Bathy11g02090	
Bathy11g02120	
Bathy11g02130	
Bathy11g02140	
Bathy11g02150	
Bathy11g02170	
Bathy11g02190	
Bathy11g02200	
Bathy11g02240	
Bathy11g02270	
Bathy11g02280	
Bathy11g02290	
Bathy11g02310	
Bathy11g02320	
Bathy11g02330	
Bathy11g02350	
Bathy11g02370	
Bathy11g02390	
Bathy11g02420	
Bathy11g02440	
Bathy11g02460	
Bathy11g02470	
Bathy11g02480	
Bathy11g02510	
Bathy11g02520	
Bathy11g02530	
Bathy11g02560	
Bathy11g02580	
Bathy11g02590	
Bathy11g02620	
Bathy11g02630	
Bathy11g02650	
Bathy11g02680	
Bathy11g02700	
Bathy11g02720	
Bathy11g02730	
Bathy11g02740	
Bathy11g02770	
Bathy11g02780	
Bathy11g02790	
Bathy11g02800	
Bathy11g02820	
Bathy11g02830	
Bathy11g02840	
Bathy11g02850	
Bathy11g02860	
Bathy11g02880	
Bathy11g02890	
Bathy11g02900	
Bathy11g02950	
Bathy11g02980	
Bathy11g03020	
Bathy11g03040	
Bathy11g03050	
Bathy11g03060	
Bathy11g03080	
Bathy11g03100	
Bathy11g03110	
Bathy11g03130	
Bathy11g03140	
Bathy11g03150	
Bathy11g03170	
Bathy11g03190	
Bathy11g03220	
Bathy11g03230	
Bathy11g03260	
Bathy11g03270	
Bathy11g03280	
Bathy11g03300	
Bathy11g03310	
Bathy11g03320	
Bathy11g03360	
Bathy11g03380	
Bathy11g03390	
Bathy11g03420	
Bathy11g03430	
Bathy11g03450	
Bathy11g03480	
Bathy11g03490	
Bathy11g03540	
Bathy11g03570	
Bathy11g03610	
Bathy11g03630	
Bathy11g03640	
Bathy11g03650	
Bathy11g03690	
Bathy11g03700	
Bathy11g03730	
Bathy11g03740	
Bathy11g03770	
Bathy11g03780	
Bathy11g03800	
Bathy11g03820	
Bathy11g03830	
Bathy11g03870	
Bathy12g01260	
Bathy12g01270	
Bathy12g01300	
Bathy12g01320	
Bathy12g01340	
Bathy12g01350	
Bathy12g01360	
Bathy12g01380	
Bathy12g01400	
Bathy12g01420	
Bathy12g01430	
Bathy12g01450	
Bathy12g01460	
Bathy12g01480	
Bathy12g01490	
Bathy12g01500	
Bathy12g01510	
Bathy12g01540	
Bathy12g01560	
Bathy12g01580	
Bathy12g01590	
Bathy12g01610	
Bathy12g01660	
Bathy12g01670	
Bathy12g01690	
Bathy12g01700	
Bathy12g01720	
Bathy12g01730	
Bathy12g01740	
Bathy12g01750	
Bathy12g01780	
Bathy12g01790	
Bathy12g01800	
Bathy12g01820	
Bathy12g01830	
Bathy12g01840	
Bathy12g01860	
Bathy12g01870	
Bathy12g01890	
Bathy12g01900	
Bathy12g01910	
Bathy12g01930	
Bathy12g01940	
Bathy12g01950	
Bathy12g01960	
Bathy12g01970	
Bathy12g01980	
Bathy12g01990	
Bathy12g02020	
Bathy12g02030	
Bathy12g02050	
Bathy12g02080	
Bathy12g02130	
Bathy12g02160	
Bathy12g02170	
Bathy12g02180	
Bathy12g02190	
Bathy12g02200	
Bathy12g02220	
Bathy12g02230	
Bathy12g02240	
Bathy12g02250	
Bathy12g02280	
Bathy12g02300	
Bathy12g02310	
Bathy12g02320	
Bathy12g02330	
Bathy12g02340	
Bathy12g02350	
Bathy12g02370	
Bathy12g02380	
Bathy12g02390	
Bathy12g02400	
Bathy12g02440	
Bathy12g02450	
Bathy12g02470	
Bathy12g02530	
Bathy12g02540	
Bathy12g02550	
Bathy12g02570	
Bathy12g02590	
Bathy12g02600	
Bathy12g02630	
Bathy12g02680	
Bathy12g02710	
Bathy12g02730	
Bathy12g02740	
