Gene ID	GO	KOG	ENZYME
Naga_100665g1	GO:0008641 GO:0006464 GO:0003824	KOG2012	
Naga_100665g2	GO:0006779 GO:0004109	KOG1518	1.3.3.3
Naga_101207g2	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0032	
Naga_101207g1	GO:0016651 GO:0005743	KOG3365	
Naga_100721g4	GO:0006098 GO:0004616 GO:0016491 GO:0008679	KOG0409	1.1.1.60
Naga_100695g1	GO:0008168 GO:0008152 GO:0006779 GO:0004851	KOG1527	2.1.1.107
Naga_100469g4	GO:0051082 GO:0016272 GO:0006457	KOG3478	
Naga_100469g1	GO:0016772 GO:0016310 GO:0003824 GO:0050242		2.7.9.1
Naga_100134g1	GO:0016310 GO:0016301 GO:0005524 GO:0050242		2.7.9.1
Naga_100134g2	GO:0008152 GO:0008080		
Naga_100134g5	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0574	
Naga_100134g7	GO:0051536 GO:0016491		
Naga_100134g9	GO:0016787 GO:0008152		
Naga_100134g13	GO:0005975 GO:0004553		
Naga_100134g14	GO:0016747		
Naga_100134g16	GO:0016787		
Naga_100134g17	GO:0006084 GO:0003824 GO:0003986	KOG2828	3.1.2.1
Naga_100048g4	GO:0046873 GO:0030001 GO:0016020	KOG1558	
Naga_100048g5	GO:0003676		
Naga_100048g7	GO:0016491 GO:0008152 GO:0004029	KOG2450	1.2.1.3
Naga_100048g8	GO:0008152 GO:0051539 GO:0016836 GO:0008652	KOG0454	
Naga_100048g9	GO:0005381		
Naga_100048g10	GO:0006508 GO:0004222 GO:0008270 GO:0046872 GO:0003824	KOG0959	3.4.24.56
Naga_100048g14	GO:0050236	KOG1575	1.1.1.65
Naga_100048g15	GO:0031072	KOG0713	
Naga_100048g18	GO:0051246 GO:0043687 GO:0019787 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0896	6.3.2.19
Naga_100048g20	GO:0006796 GO:0005737 GO:0004427 GO:0000287	KOG1626	3.6.1.1
Naga_100048g21	GO:0016021 GO:0006810 GO:0005215	KOG0236	
Naga_100048g27	GO:0005634 GO:0008270 GO:0005515 GO:0003677	KOG4443	
Naga_100048g33	GO:0050662 GO:0044237 GO:0003824	KOG1431	
Naga_100054g3	GO:0030117 GO:0016192 GO:0006886 GO:0005515 GO:0030131 GO:0008565 GO:0005488	KOG1062	
Naga_100054g4	GO:0006006 GO:0004345	KOG0563	1.1.1.49
Naga_100054g8	GO:0008026 GO:0005524 GO:0003676 GO:0004386	KOG0335	
Naga_100054g10	GO:0008270 GO:0006508 GO:0004222 GO:0046872 GO:0003824 GO:0017087	KOG0960	3.4.24.64
Naga_100054g11	GO:0006396 GO:0005622	KOG0495	
Naga_100054g12	GO:0006464 GO:0043161 GO:0006289 GO:0003684	KOG0011	
Naga_100054g19	GO:0030117 GO:0016192 GO:0006886 GO:0005515 GO:0008565 GO:0030131 GO:0005488	KOG1061	
Naga_100054g21	GO:0009055 GO:0005506	KOG0716	
Naga_100054g24			
Naga_100054g25	GO:0051287 GO:0016620 GO:0006520 GO:0005737 GO:0006526 GO:0003942 GO:0046983 GO:0008652	KOG4354	1.2.1.38
Naga_100054g27	GO:0005634 GO:0043733 GO:0019104 GO:0017065 GO:0004844 GO:0000701	KOG0653	3.2.2.-
Naga_100054g28	GO:0006810 GO:0005743 GO:0005488	KOG0768	
Naga_100054g29	GO:0017111 GO:0000166 GO:0005524	KOG0742	
Naga_100054g30	GO:0005975 GO:0004553 GO:0003824 GO:0008810		3.2.1.4
Naga_100054g31	GO:0016787 GO:0003993	KOG2679	3.1.3.2
Naga_100054g35	GO:0006464	KOG3493	
Naga_100054g37	GO:0008152 GO:0008080 GO:0046941 GO:0043849 GO:0043806 GO:0043764 GO:0043741 GO:0032216 GO:0019707 GO:0019706 GO:0019705 GO:0019186 GO:0019107 GO:0019105 GO:0018713 GO:0018712 GO:0018711 GO:0018031 GO:0018030 GO:0016753 GO:0016752 GO:0016751 GO:0016750 GO:0016749 GO:0016748 GO:0016454 GO:0016420 GO:0016419 GO:0016418 GO:0016417 GO:0016416 GO:0016415 GO:0016414 GO:0016413 GO:0016412 GO:0016411 GO:0016410 GO:0016409 GO:0016408 GO:0016407 GO:0016406 GO:0008951 GO:0008374 GO:0004147	KOG2036	2.3.1.-
Naga_100021g2	GO:0046914 GO:0020037 GO:0004128	KOG0536	1.6.2.2
Naga_100021g3	GO:0030791		2.1.1.137
Naga_100021g8	GO:0007031 GO:0005779	KOG4444	
Naga_100021g9	GO:0006418 GO:0006412 GO:0005737 GO:0005524 GO:0004812 GO:0000166 GO:0006434 GO:0004828	KOG2509	6.1.1.11
Naga_100021g11	GO:0008168 GO:0008152	KOG4300	
Naga_100021g12	GO:0050660 GO:0017150 GO:0008033 GO:0051341 GO:0043883 GO:0043826 GO:0043738	KOG2335	1.-.-.-
Naga_100021g14	GO:0005975 GO:0004553 GO:0003824		
Naga_100021g17	GO:0051246 GO:0043687 GO:0019787 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0417	6.3.2.19
Naga_100021g20	GO:0003676	KOG0131	
Naga_100021g21	GO:0051258	KOG2530	
Naga_100021g25	GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0288	6.3.2.19
Naga_100021g26	GO:0004727 GO:0004725	KOG2220	3.1.3.48
Naga_100021g27	GO:0016021 GO:0006486 GO:0005783 GO:0004579	KOG2291	
Naga_100021g28	GO:0046872 GO:0016491 GO:0008152	KOG3857	
Naga_100021g30	GO:0005515 GO:0006508 GO:0004252 GO:0003824	KOG1421	
Naga_100021g31	GO:0005488		
Naga_100021g32	GO:0006464 GO:0005622 GO:0004842 GO:0051444 GO:0051443 GO:0051438	KOG0942	6.3.2.19
Naga_100021g33	GO:0016887 GO:0005524 GO:0017111 GO:0000166	KOG0062	
Naga_100021g38	GO:0019538 GO:0016706 GO:0019798 GO:0016222 GO:0004656	KOG1591	1.14.11.2
Naga_100021g40	GO:0009311 GO:0004573 GO:0003824	KOG2161	3.2.1.106
Naga_100021g41	GO:0008152 GO:0003824 GO:0043762 GO:0043759 GO:0018857 GO:0018856 GO:0018855 GO:0018854 GO:0015645 GO:0004774 GO:0003996	KOG1176	6.2.1.-
Naga_100021g43	GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG1272	6.3.2.19
Naga_100021g45	GO:0005622 GO:0008270		
Naga_100021g46	GO:0009396 GO:0005524 GO:0004326 GO:0016874 GO:0009058	KOG2525	6.3.2.17
Naga_100021g47	GO:0008121 GO:0016020	KOG1671	1.10.2.2
Naga_100021g49	GO:0005488	KOG2011	
Naga_100021g51	GO:0046872 GO:0030001		
Naga_100021g53	GO:0017111 GO:0000166 GO:0005524 GO:0016887 GO:0009376 GO:0005737 GO:0005515	KOG0745	
Naga_100021g54	GO:0005488	KOG2062	
Naga_100021g55	GO:0016791 GO:0043813 GO:0043812 GO:0043726 GO:0030352 GO:0030351 GO:0019198 GO:0019178 GO:0017161 GO:0017017 GO:0016312 GO:0008579 GO:0008330 GO:0008138	KOG1605	3.1.3.-
Naga_100021g57	GO:0008270 GO:0005515	KOG0383	
Naga_100021g59	GO:0032040 GO:0006364	KOG4547	
Naga_100021g64	GO:0016491 GO:0043734 GO:0019798 GO:0018602 GO:0000907		1.14.11.-
Naga_100021g65	GO:0005488	KOG1525	
Naga_100021g66	GO:0008270 GO:0005515 GO:0005488	KOG0803	
Naga_100021g68	GO:0016740 GO:0008152 GO:0004604	KOG0189	
Naga_100021g70	GO:0007017 GO:0005874 GO:0005525 GO:0007018 GO:0005198 GO:0051258 GO:0003924	KOG1376	
Naga_100021g72	GO:0016597 GO:0008152		
Naga_100021g73	GO:0003963 GO:0016886 GO:0006396 GO:0003824	KOG3980	6.5.1.4
Naga_100176g13	GO:0016020	KOG1134	
Naga_100176g10	GO:0008270 GO:0003676	KOG4400	
Naga_100176g6	GO:0016020 GO:0008643 GO:0005351 GO:0016021 GO:0006810 GO:0005215	KOG0254	
Naga_100176g4	GO:0016773 GO:0004430	KOG0903	2.7.1.67
Naga_100176g3	GO:0008270	KOG0706	
Naga_100168g11	GO:0005737 GO:0005525 GO:0051258 GO:0003924		
Naga_100168g10	GO:0005634 GO:0004402	KOG2747	2.3.1.48
Naga_100168g8	GO:0015934 GO:0006412 GO:0003735 GO:0005840 GO:0005622		
Naga_100168g6	GO:0009341 GO:0005975 GO:0004565 GO:0004553 GO:0030246 GO:0003824	KOG2024	3.2.1.23
Naga_100168g4	GO:0030131 GO:0016192 GO:0006886 GO:0005515 GO:0008565 GO:0006810	KOG0938	
Naga_100168g3	GO:0006810 GO:0005743 GO:0005488	KOG0762	
Naga_100168g2	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG2815	
Naga_100162g1	GO:0006796 GO:0005737 GO:0004427 GO:0000287	KOG1626	3.6.1.1
Naga_100162g4	GO:0016021	KOG3072	
Naga_100162g5	GO:0016021	KOG3072	
Naga_100162g8	GO:0008171	KOG1663	
Naga_100162g9	GO:0016868 GO:0005975 GO:0004615	KOG1220	5.4.2.8
Naga_100162g10	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG0387	3.6.4.-
Naga_100162g12	GO:0050660 GO:0017150 GO:0008033	KOG2334	
Naga_100162g14	GO:0005634	KOG1337	
Naga_100087g24	GO:0005524 GO:0001906		
Naga_100087g23	GO:0016787 GO:0046872 GO:0003993 GO:0004035	KOG1378	3.1.3.1
Naga_100087g20	GO:0008152 GO:0003824		
Naga_100087g18	GO:0008270 GO:0005515		
Naga_100087g16	GO:0003993	KOG3720	3.1.3.2
Naga_100087g13	GO:0031119 GO:0003723 GO:0004730 GO:0001522	KOG2339	
Naga_100087g12	GO:0031072	KOG0431	
Naga_100087g11	GO:0050660 GO:0016491 GO:0016020 GO:0003885 GO:0003824 GO:0016633	KOG4730	1.3.2.3
Naga_100087g10	GO:0016887 GO:0005524 GO:0017111 GO:0000166	KOG0061	
Naga_100087g8	GO:0008318	KOG0529	
Naga_100087g7	GO:0005524 GO:0004386 GO:0003676 GO:0008026 GO:0016818	KOG0948	
Naga_100087g4	GO:0003723 GO:0006412 GO:0005850 GO:0003743	KOG2916	
Naga_100087g2	GO:0046983 GO:0043565 GO:0006355 GO:0005634 GO:0003700		
Naga_100154g1	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0667	
Naga_100154g3	GO:0008152	KOG1505	
Naga_100154g4	GO:0008825 GO:0008610		2.1.1.79
Naga_100154g7	GO:0006096 GO:0004332	KOG1557	4.1.2.13
Naga_100154g9	GO:0006468 GO:0005524 GO:0004672 GO:0004713 GO:0004674 GO:0005543	KOG0192	
Naga_100154g11	GO:0016787	KOG3084	
Naga_100154g12	GO:0016020	KOG2765	
Naga_100154g13	GO:0016491 GO:0008152	KOG2453	
Naga_100154g15	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0581	
Naga_100333g1	GO:0004364		2.5.1.18
Naga_100333g2	GO:0006334 GO:0005634	KOG1507	
Naga_100222g1	GO:0016021 GO:0006465 GO:0005787 GO:0008234	KOG4072	3.4.-.-
Naga_100222g2	GO:0016020 GO:0015662 GO:0006810 GO:0005524 GO:0006812 GO:0005388	KOG0202	3.6.3.8
Naga_100222g3	GO:0016021		
Naga_100222g4	GO:0016020 GO:0008324 GO:0006812	KOG1485	
Naga_100222g5	GO:0030170 GO:0006520 GO:0003962	KOG0053	
Naga_100222g6	GO:0003677 GO:0031072	KOG0724	
Naga_100222g7	GO:0005524 GO:0017111 GO:0000166		
Naga_100279g4	GO:0003676 GO:0006413 GO:0003743 GO:0003723	KOG2314	
Naga_100279g7	GO:0006810 GO:0005743 GO:0005488	KOG0768	
Naga_100735g1	GO:0004526 GO:0001682	KOG3322	
Naga_100327g1	GO:0006468 GO:0005524 GO:0004672 GO:0004674		
Naga_101640g1	GO:0006413 GO:0005852 GO:0003743		
Naga_100387g5	GO:0006413 GO:0005852 GO:0003743	KOG1076	
Naga_103405g1	GO:0006750 GO:0004357		
Naga_101185g2	GO:0051536 GO:0009055 GO:0051537	KOG3309	
Naga_100355g6	GO:0046923 GO:0016021 GO:0006621	KOG3106	
Naga_100355g5	GO:0003677	KOG0724	
Naga_100546g1	GO:0008270	KOG1609	
Naga_100546g4	GO:0046872 GO:0016702 GO:0004051		1.13.11.34
Naga_100500g4	GO:0006355 GO:0005634	KOG4204	
Naga_100500g2	GO:0005515	KOG3427	
Naga_100037g1	GO:0008104 GO:0008270	KOG1809	
Naga_100037g2	GO:0016972	KOG3355	1.8.3.2
Naga_100037g3	GO:0006355 GO:0003711		
Naga_100037g4	GO:0003676		
Naga_100037g8	GO:0016773 GO:0005488	KOG0889	
Naga_100037g9	GO:0005634 GO:0003676	KOG0304	
Naga_100037g10	GO:0030127 GO:0008270 GO:0006888 GO:0006886 GO:0005515	KOG1985	
Naga_100037g12	GO:0016491 GO:0008152 GO:0004316	KOG1200	1.1.1.100
Naga_100037g13	GO:0003676	KOG0114	
Naga_100037g14	GO:0006457 GO:0003755	KOG0865	5.2.1.8
Naga_100037g16	GO:0016773	KOG0892	
Naga_100037g17	GO:0016020 GO:0006810 GO:0005337	KOG1479	
Naga_100037g22	GO:0050662 GO:0044237 GO:0003824 GO:0017000 GO:0016491 GO:0005737		
Naga_100037g23	GO:0016020 GO:0008643 GO:0005351 GO:0016021 GO:0006810 GO:0005215	KOG0254	
Naga_100834g1	GO:0050662 GO:0044237 GO:0003824		
Naga_101449g1	GO:0015074 GO:0003677 GO:0003676	KOG0017	
Naga_100251g9	GO:0016020 GO:0003824		
Naga_100251g8	GO:0003846	KOG0831	2.3.1.22
Naga_100251g6	GO:0016787		
Naga_100251g5	GO:0016021 GO:0006810 GO:0005215		
Naga_100251g1	GO:0006629 GO:0008152	KOG4231	
Naga_100811g4	GO:0005524	KOG1514	
Naga_101047g1	GO:0016021		
Naga_101047g2	GO:0005634 GO:0030785	KOG1337	2.1.1.127
Naga_101767g1	GO:0051536 GO:0009055		
Naga_100936g1	GO:0008270	KOG1081	
Naga_100813g5	GO:0005634 GO:0003676	KOG1897	
Naga_100813g4	GO:0016021 GO:0004659		
Naga_100614g3	GO:0016021	KOG1397	
Naga_100614g1	GO:0008146	KOG3704	
Naga_100463g2	GO:0031072	KOG0713	
Naga_100463g6	GO:0003954	KOG2865	1.6.99.3
Naga_100359g3	GO:0016787 GO:0005966 GO:0004120 GO:0004119 GO:0004118 GO:0004117 GO:0004115 GO:0004112	KOG3770	3.1.4.-
Naga_100799g1	GO:0006413 GO:0005737 GO:0003743 GO:0003723	KOG1670	
Naga_101420g2	GO:0008113 GO:0033743	KOG0856	
Naga_100130g13	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0015412	KOG0061	3.6.3.29
Naga_100130g11	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0800	6.3.2.19
Naga_100130g6	GO:0016624 GO:0008152 GO:0003824	KOG0225	
Naga_100130g5	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG3872	6.3.2.19
Naga_100130g3	GO:0016888	KOG3020	3.1.21.-
Naga_100130g1	GO:0004519 GO:0003676	KOG1000	
Naga_100232g10	GO:0005524 GO:0003677	KOG1000	
Naga_100232g8	GO:0003824 GO:0047710	KOG3379	3.6.1.29
Naga_100232g6	GO:0046907		
Naga_100232g4	GO:0008270 GO:0005515	KOG0800	
Naga_100232g3	GO:0005525 GO:0003924	KOG1145	
Naga_100032g3	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG1628	
Naga_100032g4	GO:0006468 GO:0005524 GO:0004672	KOG0601	
Naga_100032g11	GO:0006464		
Naga_100032g12	GO:0008270 GO:0005634 GO:0003676	KOG0227	
Naga_100032g17	GO:0008152 GO:0008080		
Naga_100032g18	GO:0008270 GO:0005515 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG4265	6.3.2.19
Naga_100032g26	GO:0016787 GO:0008806	KOG3043	3.1.1.45
Naga_100032g30	GO:0030117 GO:0016192 GO:0008565 GO:0006886 GO:0005515 GO:0005198	KOG0276	
Naga_100032g31	GO:0009058 GO:0003824		
Naga_100032g33	GO:0008152 GO:0005515 GO:0043754	KOG0558	
Naga_100032g37	GO:0008270 GO:0005515	KOG4628	
Naga_100032g39	GO:0004146	KOG2551	1.5.1.3
Naga_100032g40	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG1475	
Naga_100032g41	GO:0031625 GO:0031461 GO:0006511	KOG2167	
Naga_100032g42	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0585	
Naga_100032g44	GO:0016787	KOG1135	
Naga_100032g45	GO:0050660 GO:0003824 GO:0016491	KOG1232	
Naga_100032g46	GO:0006526 GO:0004358	KOG2786	
Naga_100032g47	GO:0016021	KOG1944	
Naga_100032g49	GO:0016192 GO:0016021 GO:0008270	KOG1818	
Naga_100236g1	GO:0005515		
Naga_100236g4	GO:0003676 GO:0006396 GO:0005634 GO:0003723	KOG0118	
Naga_100236g6	GO:0008270 GO:0006508 GO:0005773 GO:0004177	KOG2596	3.4.11.21
Naga_100236g7	GO:0005524 GO:0003677 GO:0008270 GO:0005634 GO:0004386 GO:0003676 GO:0005515	KOG1002	
Naga_100236g8	GO:0003677	KOG0048	
Naga_100583g1	GO:0005634	KOG1946	
Naga_100207g10	GO:0031072	KOG0722	
Naga_100207g9	GO:0005488	KOG1943	
Naga_100207g8	GO:0009236 GO:0008939		2.4.2.21
Naga_100207g7	GO:0009236 GO:0008818		
Naga_100207g6	GO:0006725 GO:0004497 GO:0016491 GO:0008152 GO:0045550 GO:0015995 GO:0015979		
Naga_100207g4	GO:0003972	KOG3833	6.5.1.3
Naga_100207g3	GO:0051246 GO:0043687 GO:0019787	KOG0417	
Naga_100005g3	GO:0006886 GO:0006605 GO:0005524 GO:0017038 GO:0016020 GO:0005515		
Naga_100005g5	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG3464	
Naga_100005g6	GO:0043852 GO:0043851 GO:0043834 GO:0043833 GO:0043827 GO:0043803 GO:0043791 GO:0043782 GO:0043780 GO:0043777 GO:0043776 GO:0043770 GO:0030792 GO:0019702 GO:0018707 GO:0018423 GO:0016436 GO:0016435 GO:0016434 GO:0016433 GO:0016427 GO:0016426 GO:0016423 GO:0016300 GO:0016279 GO:0016278 GO:0016274 GO:0016273 GO:0016205 GO:0009383 GO:0009008 GO:0008650 GO:0008649 GO:0008425 GO:0008276 GO:0008175 GO:0008174 GO:0008173 GO:0008172 GO:0008171 GO:0008170 GO:0008169 GO:0003880 GO:0000179	KOG1499	2.1.1.-
Naga_100005g10	GO:0020037 GO:0006979 GO:0004601 GO:0016688		1.11.1.11
Naga_100005g11	GO:0006265 GO:0006259 GO:0005694 GO:0005524 GO:0003918 GO:0003677	KOG2795	
Naga_100005g12	GO:0003824	KOG1379	
Naga_100005g13	GO:0006508 GO:0004185	KOG1282	3.4.16.5
Naga_100005g14			
Naga_100005g16	GO:0006457 GO:0003755	KOG0865	5.2.1.8
Naga_100005g17	GO:0030145 GO:0016787 GO:0016462 GO:0005737 GO:0004309	KOG4129	3.6.1.11
Naga_100005g18	GO:0003676	KOG0118	
Naga_100005g19	GO:0006413 GO:0003743 GO:0003723		
Naga_100005g23	GO:0008152 GO:0016491 GO:0015930 GO:0006537 GO:0006807 GO:0016041	KOG0399	1.4.7.1
Naga_100005g24	GO:0008270 GO:0005622	KOG1552	
Naga_100005g26	GO:0020037 GO:0005506 GO:0004497 GO:0016491 GO:0010181	KOG1158	
Naga_100005g27	GO:0008152 GO:0003824 GO:0004425	KOG4201	4.1.1.48
Naga_100005g28	GO:0042578 GO:0005975 GO:0042132	KOG1458	3.1.3.11
Naga_100005g30	GO:0016021	KOG1277	
Naga_100005g31	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0658	
Naga_100005g32	GO:0008152 GO:0003824 GO:0009072 GO:0005737 GO:0004334	KOG2843	3.7.1.2
Naga_100005g33	GO:0030170 GO:0006520 GO:0008152 GO:0003824 GO:0009088 GO:0004795	KOG2616	
Naga_100005g34	GO:0015031 GO:0008565 GO:0005743	KOG3324	
Naga_100005g35	GO:0006355 GO:0000160 GO:0000156 GO:0009058 GO:0008152 GO:0004049 GO:0016833 GO:0000162	KOG1223	
Naga_100005g36	GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0268	6.3.2.19
Naga_100005g43	GO:0016491 GO:0008152 GO:0016705 GO:0016117	KOG3272	
Naga_100012g57	GO:0006334 GO:0005634 GO:0003677 GO:0000786	KOG1744	
Naga_100005g47	GO:0016887 GO:0005524 GO:0017111 GO:0000166 GO:0008559	KOG0065	3.6.3.44
Naga_100005g50	GO:0019898 GO:0015979 GO:0009654 GO:0005509		
Naga_100005g52	GO:0006810 GO:0005743 GO:0005488 GO:0005215	KOG0749	
Naga_100005g53	GO:0016020		
Naga_100005g54	GO:0000225	KOG3332	
Naga_100005g56	GO:0006511 GO:0005515	KOG1724	
Naga_100005g57	GO:0016773 GO:0008270 GO:0004430	KOG0903	2.7.1.67
Naga_100005g58	GO:0015937 GO:0005524 GO:0004594	KOG2201	2.7.1.33
Naga_100005g59	GO:0006412 GO:0005840 GO:0005622 GO:0003735	KOG4708	
Naga_100005g62	GO:0008270 GO:0005515 GO:0019538 GO:0016706	KOG1591	
Naga_100005g65	GO:0005515	KOG0307	
Naga_100005g68	GO:0016491 GO:0008152	KOG1014	
Naga_100005g74	GO:0006468 GO:0005524 GO:0004672 GO:0004713 GO:0004674	KOG0192	
Naga_100005g75	GO:0005634	KOG3073	
Naga_100005g77	GO:0008234 GO:0006508	KOG1543	3.4.18.1
Naga_100005g80	GO:0031072	KOG0719	
Naga_100005g81	GO:0006508 GO:0004197 GO:0008234	KOG1543	3.4.22.15
Naga_100005g82	GO:0008253	KOG3128	3.1.3.5
Naga_100005g83	GO:0006508	KOG0840	3.4.21.92
Naga_100005g85	GO:0006979 GO:0004602	KOG1651	1.11.1.9
Naga_100005g89	GO:0008270 GO:0005515 GO:0007031 GO:0005778	KOG2879	
Naga_100005g90	GO:0006508 GO:0004222	KOG2090	3.4.24.59
Naga_100005g92	GO:0004104	KOG4389	3.1.1.8
Naga_100005g94	GO:0006006 GO:0004345	KOG0563	
Naga_100005g95	GO:0003756	KOG0714	5.3.4.1
Naga_100005g97	GO:0043565 GO:0005622 GO:0003677	KOG1657	
Naga_100005g98	GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG0266	6.3.2.19
Naga_100005g101	GO:0016020 GO:0006810 GO:0005215	KOG0223	
Naga_100005g102	GO:0008168 GO:0008152 GO:0050342	KOG1269	2.1.1.95
Naga_100005g108	GO:0005634 GO:0003950		
Naga_100005g112	GO:0016791 GO:0008152 GO:0016787	KOG2882	
Naga_100005g114	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004693	KOG0594	
Naga_100005g115	GO:0005524 GO:0004386 GO:0003676 GO:0008026 GO:0006310	KOG0352	
Naga_100005g118	GO:0006457 GO:0003755		
Naga_100005g119	GO:0006281 GO:0003824	KOG1921	
Naga_100005g125	GO:0016020 GO:0015662 GO:0006810 GO:0005524 GO:0016887 GO:0016021 GO:0006812	KOG0209	3.6.3.-
Naga_100005g128	GO:0006014 GO:0004747	KOG2855	2.7.1.15
Naga_100005g129	GO:0006508 GO:0005622 GO:0004177 GO:0030145 GO:0019538 GO:0005737	KOG2597	3.4.11.-
Naga_100005g132	GO:0045454 GO:0015035 GO:0009055 GO:0050220	KOG3029	5.3.99.3
Naga_100005g133	GO:0016780 GO:0016020 GO:0008654 GO:0004307	KOG2877	2.7.8.1
Naga_100005g135	GO:0005525	KOG0410	
Naga_100005g136	GO:0016491 GO:0008152 GO:0004316	KOG1200	1.1.1.100
Naga_100005g137	GO:0006810 GO:0005743 GO:0005488	KOG0768	
Naga_100196g2	GO:0050265	KOG2277	2.7.7.52
Naga_100196g3	GO:0016021	KOG4474	
Naga_100196g5	GO:0016624 GO:0008152 GO:0017086 GO:0003863	KOG1182	1.2.4.4
Naga_100196g7	GO:0008152 GO:0003824 GO:0004300	KOG1680	4.2.1.17
Naga_100196g14	GO:0004462	KOG2943	4.4.1.5
Naga_100281g7	GO:0007264 GO:0005525 GO:0007165 GO:0006913 GO:0006886 GO:0005515 GO:0003924 GO:0005622 GO:0015031	KOG0092	
Naga_100281g2	GO:0008270	KOG1841	
Naga_100135g16	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG0386	
Naga_100135g14	GO:0044237 GO:0046523	KOG1466	5.3.1.23
Naga_100135g12	GO:0016491 GO:0008152	KOG1610	
Naga_100135g11	GO:0047419 GO:0043864 GO:0043748 GO:0043747 GO:0018749 GO:0018748 GO:0008759 GO:0008418 GO:0004407		3.5.1.-
Naga_100135g10	GO:0008270 GO:0006355 GO:0006352 GO:0005667 GO:0005634 GO:0006413 GO:0005515 GO:0003743	KOG1598	
Naga_100135g9	GO:0005525 GO:0003924	KOG0462	
Naga_100135g6	GO:0016021 GO:0006810 GO:0005215	KOG0236	
Naga_100135g5	GO:0006355 GO:0005634 GO:0003700 GO:0003677		
Naga_100135g4	GO:0016868 GO:0005975 GO:0004614	KOG0625	5.4.2.2
Naga_100135g2	GO:0016567 GO:0004842 GO:0000151	KOG0167	
Naga_100964g1	GO:0016491	KOG2741	
Naga_100964g2	GO:0005622		
Naga_100593g3	GO:0006310 GO:0006281 GO:0006260 GO:0003910 GO:0003677	KOG0966	
Naga_100240g2	GO:0008270 GO:0005634 GO:0003676	KOG2636	
Naga_100240g3	GO:0005524 GO:0003677 GO:0004386 GO:0003676	KOG0384	
Naga_100240g5	GO:0016020 GO:0008236 GO:0006508	KOG0171	3.4.21.89
Naga_100240g6	GO:0006468 GO:0005524 GO:0004672 GO:0004674 GO:0004683	KOG0032	
Naga_101215g1	GO:0016491 GO:0008152	KOG1610	
Naga_100403g3	GO:0020037 GO:0005506 GO:0004497 GO:0008398	KOG0684	
Naga_100403g5	GO:0006457 GO:0003755	KOG0552	5.2.1.8
Naga_100677g1	GO:0006629 GO:0008152	KOG2214	
Naga_101117g1	GO:0008270 GO:0005515	KOG2703	
Naga_100473g5	GO:0030272 GO:0009396 GO:0005524 GO:0016882	KOG3093	6.3.3.2
Naga_102953g1	GO:0007018 GO:0005874 GO:0005525 GO:0005198 GO:0051258 GO:0003924	KOG1375	
Naga_100571g1	GO:0006457 GO:0003755	KOG0865	5.2.1.8
Naga_101074g2	GO:0006457 GO:0003755	KOG0543	5.2.1.8
Naga_100089g1			
Naga_100089g7	GO:0007205 GO:0004143 GO:0008152 GO:0003951	KOG1169	2.7.1.107
Naga_100089g9	GO:0008124	KOG4073	4.2.1.96
Naga_100089g12	GO:0005525 GO:0003924	KOG2037	
Naga_100418g3	GO:0008641 GO:0006464 GO:0003824 GO:0051444 GO:0051443 GO:0051438 GO:0004842	KOG2013	6.3.2.19
Naga_100790g1	GO:0020037 GO:0005506 GO:0004497		
Naga_102406g1	GO:0016887 GO:0005524	KOG0054	
Naga_101631g1	GO:0042626 GO:0016021 GO:0006810 GO:0005524	KOG0054	
Naga_100311g2	GO:0016020 GO:0006810 GO:0005215	KOG2348	
Naga_100311g1	GO:0006284 GO:0006281 GO:0003824	KOG2875	
Naga_100722g1	GO:0006334 GO:0005634 GO:0003677 GO:0000786	KOG1745	
Naga_100659g1	GO:0006468 GO:0005524 GO:0004672 GO:0004674	KOG0659	
Naga_100146g2	GO:0008270 GO:0006355 GO:0005634 GO:0003700		
Naga_100146g3	GO:0008270 GO:0006355 GO:0005634 GO:0003700		
Naga_100146g7	GO:0008270 GO:0006355 GO:0005634 GO:0003700		
Naga_100146g11	GO:0016020 GO:0015662 GO:0006812	KOG0202	
