Gene ID	GO	KO	PFAM
ME000313S05260	GO:0005524 GO:0034551	K08900	PF00004 PF08740
ME000313S05262	GO:0005515	K10295	PF12937 PF00646
ME000313S05263	GO:0016787	K04382	PF00149
ME000202S02754	GO:0003676 GO:0008270 GO:0016818		PF08797
ME000202S02755	GO:0016787	K15889	PF07859 PF00135
ME000202S02756	GO:0008080 GO:0016747	K17972	PF00583 PF13673 PF13508 PF08445
ME000202S02760	GO:0016616 GO:0055114		PF00180
ME000202S02761	GO:0005524 GO:0009378 GO:0006281 GO:0006310	K14571	PF00004 PF17862 PF16725 PF05496
ME000202S02764	GO:0004601 GO:0020037 GO:0006979 GO:0055114	K00434	PF00141
ME000202S02766	GO:0003676	K13101	PF12656 PF01585 PF18131
ME000202S02767	GO:0000160 GO:0000155 GO:0007165 GO:0016021		PF00072 PF02518 PF00512 PF00672
ME000202S02768	GO:0016788 GO:0009058		PF12697 PF00561 PF00975 PF12146
ME000202S02769	GO:0000160 GO:0000155 GO:0007165		PF00072 PF02518 PF00512
ME000202S02772	GO:0016020	K20891	PF02485
ME000202S02775	GO:0003676		PF00076 PF13893
ME000202S02777	GO:0042254 GO:0005634	K14799	PF04950 PF08142
ME000202S02780	GO:0016787		PF00149
ME000202S02783	GO:0004014 GO:0006597 GO:0008295 GO:0003824	K01581	PF01536 PF02784 PF00278
ME000202S02784	GO:0008324 GO:0006812 GO:0055085 GO:0016021		PF01545
ME000202S02786	GO:0003824		PF00481
ME000202S02787	GO:0005515	K10268	PF13516
ME000202S02790	GO:0022857 GO:0055085 GO:0016021	K08202	PF00083 PF07690
ME000202S02791	GO:0003774 GO:0005524 GO:0016459 GO:0005515		PF00063 PF01843 PF00612
ME000202S02792	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
ME000202S02794	GO:0005524 GO:0009378 GO:0006281 GO:0006310	K10755	PF08542 PF00004 PF05496
ME000202S02799	GO:0030638		PF12680 PF07366 PF02136
ME000202S02803	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114		PF05368 PF13460 PF01370 PF01073
ME000202S02804	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005
ME000202S02806	GO:0003735 GO:0006412 GO:0003723	K02985	PF00189 PF07650
ME000202S02807	GO:0000287 GO:0008253 GO:0005737	K24242	PF05822
ME000202S02808	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01869	PF00133 PF09334 PF01406
ME000202S02809	GO:0006396		PF09429
ME000202S02811	GO:0004512 GO:0006021 GO:0008654	K01858	PF07994 PF01658
ME000202S02813	GO:0016301		PF00781
ME000202S02815	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF06293
ME000202S02816	GO:0055114		PF00107 PF16912 PF08240
ME000229S03512	GO:0006623		PF03164
ME000229S03514	GO:0004553 GO:0005975		PF00232
ME001917S02350	GO:0005525		PF03144
ME1145007C09524	GO:0046034 GO:1902600		PF02874
ME1128917C07573	GO:0005524 GO:0042626 GO:0055085 GO:0016021		PF06472
ME000036S06254	GO:0004553 GO:0005975		PF01055 PF13802
ME000036S06256	GO:0022857 GO:0055085 GO:0016021		PF07690 PF00083
ME000036S06261	GO:0004553 GO:0005975		PF01055 PF13802
ME000036S06262	GO:0050661 GO:0003857 GO:0016491 GO:0006631 GO:0055114		PF03446 PF03807 PF02737
ME000036S06263	GO:0008270 GO:0016832 GO:0005975		PF01116 PF17042
ME000036S06264	GO:0050661 GO:0003857 GO:0016491 GO:0006631 GO:0055114		PF03446 PF02737 PF03807
ME000036S06265	GO:0003697 GO:0005524 GO:0006281		PF00154
ME000036S06266	GO:0051287		PF14833
ME000036S06267	GO:0004553 GO:0005975		PF00150
ME000036S06268	GO:0003824 GO:0016740 GO:0030170 GO:0009058 GO:0019346 GO:0016829 GO:0006520		PF01276 PF03711 PF05889 PF00155 PF01053 PF01212 PF01041
ME000036S06269	GO:0003735 GO:0008097 GO:0006412 GO:0005840	K02897	PF14693 PF01386
ME000036S06270	GO:0003676 GO:0005524	K12614	PF00271 PF00270
ME000036S06271	GO:0003824 GO:0005975	K01176	PF00128 PF18637
ME000036S06272	GO:0003735	K02902	PF00830
ME000098S10398	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005 PF14510
ME000098S10399	GO:0016020 GO:0005524 GO:0016887		PF01061 PF00005 PF08370
ME000098S10400	GO:0005525	K06944	PF16897 PF02824 PF01926 PF02421
ME000098S10402	GO:0003682		PF01426 PF00628
ME000098S10404	GO:0031124		PF14304
ME000098S10405	GO:0016758 GO:0005789	K03848	PF03155
ME000098S10406	GO:0003676	K14407	PF00076 PF14327
ME000098S10408	GO:0006629	K20416	PF00487
ME000098S10409	GO:0006364 GO:0030688	K14849	PF05997
ME000098S10411	GO:0003682		PF01426
ME000098S10412	GO:0003712 GO:0006357 GO:0016592		PF09497
ME000098S10413	GO:0000045 GO:0005737	K08341	PF02991 PF04110
ME000098S10415	GO:0017025	K06634	PF16899 PF00134 PF00382
ME000098S10417	GO:0003676 GO:0005524	K13116	PF00270 PF00271
ME000098S10418	GO:0008270		PF02891
ME000098S10424	GO:0055085 GO:0016021		PF03547
ME000098S10425	GO:0008270		PF02891
ME000098S10426	GO:0005515	K00799	PF02798 PF13417 PF13409
ME000098S10427	GO:0005515 GO:0003735 GO:0006412 GO:0005840	K02977	PF00240 PF01599 PF11976 PF14560
ME000098S10433	GO:0000166 GO:0003677	K02327	PF00136 PF03104 PF14260
ME000722S09288	GO:0016409	K18932	PF01529
ME000722S09289	GO:0030150 GO:0005744	K17796	PF08294
ME000722S09290	GO:0015078 GO:0015986 GO:0045263	K02109	PF00430
ME000722S09292	GO:0005634		PF08159
ME000722S09293	GO:0046872		PF00097
ME000722S09296	GO:0046855	K01082	PF00459
ME000722S09298	GO:0003824		PF00857
ME000722S09299	GO:0004852 GO:0033014	K01719	PF02602
ME000722S09300	GO:0003824		PF00857
ME000627S08834	GO:0007034	K12194	PF03357
ME000627S08835	GO:0005515		PF13637 PF00023 PF13606 PF12796
ME000627S08836	GO:0005515	K03247	PF01398
ME000627S08837	GO:0008184 GO:0005975		PF00343
ME000627S08840	GO:0016021	K12385	PF02460 PF12349 PF16414
ME000627S08844	GO:0048487 GO:0007021 GO:0007023	K17292	PF02970
ME000627S08846	GO:0016746	K09699	PF00198 PF00364 PF02817
ME000627S08848	GO:0003677 GO:0003678 GO:0005524 GO:0003676 GO:0004386 GO:0016818 GO:0006139 GO:0016787	K10844	PF06733 PF13307 PF06777 PF04851
ME000627S08849	GO:0005525	K14539	PF01926 PF02421
ME000169S01906	GO:0051287 GO:0055114 GO:0016616		PF02826 PF00389
ME000169S01907	GO:0006260 GO:0000808 GO:0005634	K02607	PF14630 PF13191
ME000169S01909	GO:0046872		PF13920 PF13923 PF13445 PF00097
ME000169S01910	GO:0004602 GO:0006979 GO:0055114 GO:0016209 GO:0016491	K00432	PF00255 PF00578 PF08534
ME000169S01911	GO:0016491 GO:0055114 GO:0016616	K00026	PF00056 PF02866
ME000169S01915	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000169S01916	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000169S01917	GO:0030234 GO:0019348 GO:0030176	K09658	PF07297
ME000169S01919	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01867	PF00579
ME000169S01921	GO:0004555 GO:0005991	K01194	PF01204
ME000129S00312	GO:0004672 GO:0006468 GO:0005524		PF11721 PF12819 PF07714 PF00069
ME000129S00316	GO:0003824 GO:0030976 GO:0000287	K12261	PF00501 PF02776 PF00205 PF02775 PF13193
ME000129S00317	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225 PF16796
ME000129S00322	GO:0006629	K21737	PF00487 PF00173
ME000129S00327	GO:0003980 GO:0006486 GO:0016757	K11718	PF18404 PF06427 PF01501
ME000129S00329	GO:0016763 GO:0006400	K15407	PF01702
ME000129S00331	GO:0022857 GO:0055085 GO:0005886 GO:0015743		PF04632 PF13515 PF11744
ME000129S00335	GO:0051082 GO:0006457 GO:0016272	K09548	PF01920
ME000129S00337	GO:0043015	K16569	PF17681 PF04130
ME000129S00339	GO:0000818		PF03980
ME000129S00341	GO:0000062	K08762	PF00887
ME000129S00342	GO:0004869		PF16845 PF00031
ME000129S00343	GO:0008234 GO:0006508		PF00112
ME000129S00344	GO:0003676 GO:0005524	K14779	PF00270 PF00271
ME000129S00349	GO:0004652 GO:0043631 GO:0003723 GO:0016779	K14376	PF04928 PF04926 PF01909
ME000129S00352	GO:0016746	K13513	PF01553 PF16076
ME000129S00356	GO:0004672 GO:0005524 GO:0006468		PF12819 PF11721 PF00069 PF07714
ME000129S00364	GO:0004672 GO:0006468		PF07714
ME000131S00500	GO:0003824		PF00668 PF00501 PF00550 PF13193
ME000695S09037	GO:0003755	K01802	PF00254
ME000695S09038	GO:0008686 GO:0009231	K14652	PF00926
ME000695S09046	GO:0003824 GO:0050662 GO:0003854 GO:0016616 GO:0006694 GO:0055114		PF04321 PF01370 PF16363 PF07993 PF01073
ME000695S09048	GO:0003676	K11135	PF01585 PF12656
ME000695S09049	GO:0050307 GO:0005986	K07024	PF05116 PF08472 PF08282
ME000695S09051	GO:0055085 GO:0016021	K07300	PF01699
ME000695S09056	GO:0004252 GO:0070008 GO:0008236 GO:0006508	K01322	PF02897 PF00326
ME000695S09061	GO:0006367 GO:0006352	K03131	PF07571 PF02969
ME000147S01051	GO:0005515	K19199	PF09273 PF00856
ME000147S01059	GO:0008146		PF13469 PF00685
ME000147S01064	GO:0003723 GO:0003676	K11090	PF05383 PF08777 PF00076
ME000147S01067	GO:0003824 GO:0050662		PF13460 PF01370
ME000147S01069	GO:0022857 GO:0055085 GO:0016021	K08193	PF07690 PF00083
ME000147S01077	GO:0008168		PF08241 PF13649 PF13489 PF13847 PF01209 PF08242
ME000147S01078	GO:0008173 GO:0006396 GO:0008168		PF05958 PF13847 PF13649 PF05175
ME000147S01081	GO:0004672 GO:0005524 GO:0006468	K20604	PF00069 PF07714
ME000147S01085	GO:0006511 GO:0031464		PF12463
ME000147S01088	GO:0008312 GO:0006614 GO:0048500	K03108	PF08492 PF17004
ME000147S01093	GO:0003677		PF00505 PF01388 PF09011
ME000147S01094	GO:0055085		PF03151 PF08449
ME000147S01095	GO:0005515	K22184	PF00439
ME000147S01097	GO:0016491 GO:0046872 GO:0055114	K04035	PF02915
ME000147S01099	GO:0000287 GO:0004427 GO:0006796 GO:0005737		PF00719
ME000147S01102	GO:0004672 GO:0005524 GO:0006468	K08864	PF00069 PF07714
ME000135S00609	GO:0003735 GO:0006412 GO:0005840	K02958	PF00203
ME000135S00610	GO:0003676 GO:0005524		PF00270 PF00271
ME000135S00612	GO:0031072 GO:0051082	K03686	PF01556 PF00226 PF00684
ME000135S00615	GO:0008417 GO:0006486 GO:0016020	K09669	PF00852
ME000135S00617	GO:0003676	K12898	PF00076
ME000135S00618	GO:0003924 GO:0005525	K02355	PF00009 PF00679 PF03144
ME000135S00620	GO:0008374 GO:0006629		PF02450
ME000135S00621	GO:0007165		PF00620
ME000135S00623	GO:0003677		PF00628 PF13831 PF01342
ME000135S00624	GO:0016020 GO:0016021 GO:0022857 GO:0055085	K15289	PF00892 PF06027
ME000135S00626	GO:0046872	K10695	PF13923 PF00097 PF13639
ME000135S00627	GO:0005515		PF00514 PF12937 PF00646
ME000135S00629	GO:0030674 GO:0051015 GO:0004553 GO:0005975		PF06268 PF00150
ME000135S00636	GO:0004672 GO:0005524 GO:0006468	K04368	PF00069 PF07714 PF14531
ME000135S00639	GO:0030599 GO:0042545		PF01095
ME000135S00640	GO:0004866		PF17973 PF00207 PF07974
ME000135S00641	GO:0004857		PF04043
ME000135S00643	GO:0004672 GO:0005524 GO:0006468	K20607	PF00069 PF07714
ME000135S00644	GO:0009001 GO:0006535 GO:0005737	K00640	PF06426 PF00132
ME000135S00646	GO:0004421 GO:0008299	K01641	PF01154 PF08540
ME000135S00648	GO:0005524 GO:0003676 GO:0004519		PF00176 PF00271 PF01844
ME000135S00650	GO:0106073 GO:0006488	K03850	PF04922
ME000135S00652	GO:0005515		PF06203
ME000135S00656	GO:0016491 GO:0055114		PF14226 PF03171
ME000135S00657	GO:0016614 GO:0050660 GO:0055114	K17756	PF00732 PF05199 PF13450 PF00890
ME000135S00658	GO:0003824		PF02784 PF00278
ME000135S00660	GO:0005524 GO:0016301	K00876	PF14681 PF00485 PF06414
ME000336S05784	GO:0016020		PF03647
ME000336S05786	GO:0008757 GO:0008168	K21552	PF05724 PF13847 PF08241
ME000336S05788	GO:0016831 GO:0030170 GO:0019752	K01590	PF00282
ME000336S05794	GO:0005524 GO:0016887		PF00005
ME000336S05796	GO:0003700 GO:0006352 GO:0006355	K03093	PF04542 PF04545
ME000336S05797	GO:0016787		PF01738
ME000336S05799	GO:0046872 GO:0005515		PF00642 PF00023
ME000336S05800	GO:0005525 GO:0003723	K03595	PF01926 PF07650 PF02421
ME000336S05802	GO:0008080 GO:0016747		PF13508 PF00583 PF08445
ME000336S05803	GO:0005524 GO:0016887 GO:0042626 GO:0055085 GO:0016021	K05665	PF00005 PF00664
ME000336S05804	GO:0002161 GO:0006418 GO:0000166 GO:0004812 GO:0005524	K01869	PF13603 PF00133 PF08264
ME000069S09097	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF11721 PF12819
ME000069S09098	GO:0016491 GO:0030151 GO:0055114	K10534	PF00174 PF03404 PF00970 PF00175 PF00173
ME000069S09100	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714 PF01636
ME000069S09104	GO:0043190		PF02405
ME000069S09106	GO:0046873 GO:0030001 GO:0016020	K21398	PF01566
ME000069S09107	GO:0003712 GO:0006357 GO:0016592	K15128	PF04934
ME000069S09111	GO:0004672 GO:0005524 GO:0006468 GO:0005515		PF00069 PF07714 PF13855 PF00560
ME000247S04224	GO:0004672 GO:0005524 GO:0006468	K08838	PF00069 PF07714
ME000247S04227	GO:0016491 GO:0055114	K00231	PF01593 PF13450 PF01266 PF00890 PF01946 PF03486
ME000247S04235	GO:0005634	K13109	PF07808 PF07807
ME1147133C09444	GO:0047746 GO:0015996	K08099	PF12740 PF07224
ME000351S05950	GO:0005525	K14538	PF08701 PF01926 PF02421
ME000351S05952	GO:0004664 GO:0009094	K05359	PF00800
ME000351S05955	GO:0008168		PF03141 PF08241
ME000351S05957	GO:0009055 GO:0015035 GO:0045454	K07390	PF00462
ME000351S05959	GO:0003824		PF00501
ME000351S05963	GO:0055085 GO:0016020 GO:0022857 GO:0006811		PF00324 PF03522 PF13520
ME000351S05966	GO:0003723 GO:0004540	K12585	PF00773 PF17849 PF17216 PF13638 PF17215
ME000351S05969	GO:0016491 GO:0055114	K00130	PF00171
ME000351S05970	GO:0003677 GO:0003918 GO:0005524 GO:0006265		PF00521 PF16898 PF00204 PF02518
ME000351S05971	GO:0003677 GO:0003918 GO:0005524 GO:0006265	K03164	PF16898 PF00204 PF00521 PF02518 PF01751
ME000351S05975	GO:0005515		PF01476 PF00307
ME000351S05977	GO:0005515	K10752	PF00400 PF12265
ME000351S05983	GO:0004672 GO:0005524 GO:0006468 GO:0005509		PF00069 PF07714 PF00036 PF13499 PF13405
ME000351S05985	GO:0006886	K18466	PF03643
ME1126509C07690	GO:0005515		PF00400
ME000065S08995	GO:0003700 GO:0043565 GO:0006355		PF03106
ME000065S08996	GO:0004222 GO:0006508 GO:0007155 GO:0016020	K13539	PF01457
ME000065S08997	GO:0015299 GO:0006812 GO:0055085 GO:0016021		PF00999
ME000065S08998	GO:0016192 GO:0016021	K08511	PF00957 PF13774
ME000065S09000	GO:0006904 GO:0000145	K06111	PF04048
ME000065S09001	GO:0008234 GO:0006508		PF00112 PF01476
ME000065S09004	GO:0008234 GO:0006508		PF00112 PF01476
ME1139121C07589	GO:0008137 GO:0055114 GO:0051536	K05582	PF00329 PF01058 PF00507
ME000403S06864	GO:0003676	K14573	PF00076
ME001118S10979	GO:0003723 GO:0003735 GO:0006412 GO:0005840		PF00333 PF03719
ME001118S10980	GO:0003735 GO:0006412 GO:0005840		PF00573 PF00297
ME001118S10981	GO:0003735 GO:0006412 GO:0005840 GO:0019843		PF00673 PF00861 PF00410 PF00347
ME001118S10982	GO:0003735 GO:0006412 GO:0003723	K02982	PF00189 PF07650
ME001118S10983	GO:0003735 GO:0006412 GO:0005840	K02878	PF00252 PF00831
ME000519S08086	GO:0016788		PF13472 PF00657
ME000044S07444	GO:0003690 GO:0006355	K15032	PF02536
ME000044S07449	GO:0008033	K00791	PF01715
ME000044S07455	GO:0006629		PF04083
ME000044S07459	GO:0003690 GO:0006355		PF02536
ME000044S07461	GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662	K23558	PF01073 PF01370 PF02453 PF16363 PF13460 PF07993 PF04321 PF02719 PF05368
ME000044S07462	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME1125023C07669	GO:0030246		PF00139
ME000852S09899	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000852S09900	GO:0005524	K10877	PF00176 PF00271
ME001865S02418	GO:0009512		PF08041
ME001865S02419	GO:0008168	K05931	PF13649 PF06325 PF08241 PF05175 PF05185 PF02475
ME001865S02420	GO:0004672 GO:0005524 GO:0006468	K17541	PF00069
ME001918S02316	GO:0016787		PF01112
ME001918S02318	GO:0003677 GO:0003918 GO:0005524 GO:0006265 GO:0003916	K02469	PF00521 PF03989
ME001918S02319	GO:0016866 GO:0031419		PF01642
ME001918S02320	GO:0005524		PF00118
ME001918S02321	GO:0042558		PF00809
ME001918S02322	GO:0004347 GO:0006094 GO:0006096		PF00342
ME001918S02324	GO:0016491 GO:0055114		PF07992 PF13738 PF00070
ME001918S02325	GO:0005524 GO:0016887		PF00005
ME001918S02326	GO:0016829 GO:0006520		PF01212
ME001918S02327	GO:0030170 GO:0009058	K15849	PF00155
ME001918S02328	GO:0000287 GO:0004743 GO:0030955 GO:0006096		PF00224 PF02887
ME001918S02329	GO:0005525	K19788	PF06071 PF01926 PF02421
ME001918S02330	GO:0005524 GO:0008134 GO:0006355 GO:0043565 GO:0016887		PF00158 PF14532 PF02954 PF07728 PF07724
ME001918S02331	GO:0016627 GO:0055114 GO:0050660	K11538	PF00441 PF08028 PF02770 PF02771
ME001918S02332	GO:0004807 GO:0003924 GO:0005525	K21594	PF00121 PF06421 PF00009 PF00679 PF03144
ME001918S02334	GO:0006807		PF00795 PF02585
ME001918S02335	GO:0022857 GO:0055085 GO:0016020 GO:0046873 GO:0030001 GO:0016616 GO:0055114 GO:0008236 GO:0006508	K00031	PF00873 PF01566 PF00180 PF00582 PF00326
ME000361S06119	GO:0003676		PF12752 PF01424
ME000361S06120	GO:0003824 GO:0050662	K22419	PF01370
ME000361S06123	GO:0003700 GO:0006355		PF00170 PF07716
ME000361S06124	GO:0042393 GO:0006355		PF12165 PF00628
ME001490S01005	GO:0003857 GO:0016491 GO:0006631 GO:0055114	K00074	PF02737 PF00725
ME000148S01114	GO:0016624 GO:0003824 GO:0030976	K00161	PF00676 PF02775
ME000148S01115	GO:0005515		PF13855 PF13516
ME000148S01116	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05658	PF00664 PF00005
ME000148S01117	GO:0005515	K19600	PF01167 PF00646 PF12937
ME000148S01118	GO:0008641	K08337	PF16420 PF00899
ME000148S01119	GO:0016020		PF12430 PF12537
ME000148S01122	GO:0006813 GO:0016020	K04936	PF07885 PF03493
ME000148S01124	GO:0005515 GO:0004252 GO:0006508		PF13365 PF13180 PF00089
ME000148S01128	GO:0016491 GO:0055114 GO:0004672 GO:0005524 GO:0006468	K07198	PF00171 PF00069 PF07714 PF02149 PF16579
ME000148S01132	GO:0003677 GO:0006355		PF02365
ME000148S01136	GO:0004842	K10615	PF00415 PF00632 PF13540
ME000269S04546	GO:0000155 GO:0007165		PF00512
ME000269S04548	GO:0003676		PF00076
ME000269S04551	GO:0005524 GO:0003677 GO:0016787		PF00176 PF04851
ME000269S04555	GO:0005515		PF13855
ME000221S03488	GO:0003743 GO:0006413	K24272	PF01253
ME000221S03490	GO:0004672 GO:0006468 GO:0005524	K13418	PF07714 PF00069
ME000221S03491	GO:0003723 GO:0009982 GO:0001522 GO:0009451	K06180	PF00849 PF01479
ME000221S03492	GO:0005515		PF13855 PF12799 PF00560
ME000221S03493	GO:0005515		PF13418 PF13854 PF01344 PF13415 PF07646 PF13964
ME000221S03496	GO:0005515 GO:0004672 GO:0006468 GO:0005524		PF13855 PF07714 PF00069 PF00560 PF08263
ME000117S00076	GO:0005743 GO:0061617	K17784	PF04418
ME000117S00077	GO:0016746	K13510	PF01553
ME000117S00078	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05665	PF00664 PF00005
ME000117S00081	GO:0003735 GO:0006412 GO:0005840	K02871	PF00572
ME000117S00083	GO:0003824	K17499	PF00481
ME000117S00084	GO:0004553 GO:0005975		PF00232
ME000117S00085	GO:0003676 GO:0005634	K14401	PF03178 PF10433
ME001422S00749	GO:0003924 GO:0005525		PF11987 PF00009 PF04760 PF01926
ME000291S04926	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME000478S07958	GO:0003677 GO:0003824		PF02739 PF01367
ME000478S07959	GO:0005524 GO:0005515		PF00004 PF12796 PF00023
ME000478S07961	GO:0003755		PF00254
ME000478S07963	GO:0003755 GO:0000413	K03768	PF00160
ME000478S07969	GO:0005515	K14298	PF00400
ME000476S07993	GO:0004298 GO:0051603 GO:0005839	K02737	PF00227
ME000476S07995	GO:0003676	K12831	PF00929 PF00076
ME000476S07996	GO:0003854 GO:0016616 GO:0006694 GO:0055114 GO:0003824 GO:0050662		PF01073 PF01370 PF07993 PF16363 PF02719 PF08659 PF04321
ME000476S07997	GO:0006511 GO:0007275 GO:0042025		PF03145
ME000476S07998	GO:0016491 GO:0055114	K00472	PF13640 PF03171
ME000476S07999	GO:0016491 GO:0055114		PF13640
ME000476S08000	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069
ME1156363C09447	GO:0004129 GO:0020037 GO:0009060 GO:0055114 GO:0016021 GO:0016765 GO:0015002 GO:0016020	K02256	PF00115 PF01040 PF00510 PF05512
ME1156363C09448	GO:0022900 GO:0016021 GO:0004129 GO:0005507 GO:0016020		PF12838 PF02790 PF13247 PF00116
ME000194S02582	GO:0016787	K17816	PF00293
ME000194S02584	GO:0005515	K22748	PF00856
ME000194S02586	GO:0005515		PF00439
ME000194S02587	GO:0004751 GO:0009052		PF06026
ME000194S02590	GO:0003677		PF00216
ME000194S02594	GO:0019239	K01490	PF00962
ME000194S02596	GO:0008124 GO:0006729	K01724	PF01329
ME000194S02601	GO:0006807	K01950	PF00795 PF02540
ME000194S02605	GO:0016788		PF00657
ME000194S02607	GO:0071949		PF01494
ME000194S02610	GO:0071949		PF01494 PF13450 PF00890
ME000321S05302	GO:0022857 GO:0055085 GO:0016021		PF00083 PF07690
ME000388S06609	GO:0003735	K02902	PF00830
ME000388S06610	GO:0005524 GO:0003677 GO:0016787	K14439	PF00176 PF00271 PF04851
ME000388S06611	GO:0003700 GO:0043565 GO:0006355		PF03106
ME000388S06616	GO:0050307 GO:0005986	K07024	PF05116 PF08472 PF08282
ME000388S06618	GO:0030599 GO:0042545		PF01095
ME000388S06619	GO:0036459 GO:0016579 GO:0005515		PF00443 PF13423 PF00240
ME000388S06620	GO:0016779 GO:0009058	K00975	PF00483
ME000388S06621	GO:0003676 GO:0005524 GO:0003677 GO:0016787	K12823	PF00270 PF00271 PF04851
ME000388S06622	GO:0005515	K03364	PF00400
ME000388S06628	GO:0016787		PF00149
ME000388S06629	GO:0003968	K11699	PF05183
ME000388S06630	GO:0003968		PF05183
ME000388S06635	GO:0003677 GO:0000786	K11251	PF16211 PF00125 PF00808
ME000388S06636	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000388S06638	GO:0008299	K00787	PF00348
ME000388S06640	GO:0005515 GO:0046872		PF00400 PF18345 PF00642
ME000388S06641	GO:0008299		PF00348
ME000388S06644	GO:0022857 GO:0055085 GO:0016021	K24193	PF00083 PF07690
ME000388S06650	GO:0022857 GO:0055085 GO:0016021	K24193	PF00083 PF07690
ME000493S07920	GO:0003924 GO:0005525	K14416	PF00009
ME000633S08858	GO:0005524	K18677	PF08544 PF00288
ME000633S08859	GO:0009055 GO:0051536		PF13085 PF13534 PF13183 PF13237
ME000633S08860	GO:0030599 GO:0042545	K01051	PF01095
ME000328S05610	GO:0003676 GO:0003700 GO:0008270 GO:0006355 GO:0005634	K12236	PF01424 PF01422
ME000328S05612	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF17667
ME000328S05615	GO:0008168		PF13649 PF08241 PF08242 PF13847 PF13489 PF01209
ME000328S05616	GO:0004672 GO:0005524 GO:0006468	K04371	PF00069 PF08423
ME000328S05621	GO:0005515		PF01344 PF13964
ME000328S05623	GO:0003700 GO:0006355		PF00170
ME000328S05626	GO:0016491		PF00264
ME000328S05627	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
ME000328S05629	GO:0016491 GO:0050660 GO:0055114		PF01565
ME000328S05633	GO:0005515		PF00646 PF12937
ME000328S05634	GO:0003924 GO:0005525	K03234	PF00009 PF03764 PF00679 PF14492 PF03144
ME000328S05636	GO:0004386	K12813	PF04408 PF07717 PF00271
ME000328S05646	GO:0009055 GO:0051536		PF00111
ME000328S05650	GO:0003700 GO:0006355		PF00847
ME000579S08458	GO:0004612 GO:0005524 GO:0006094		PF01293
ME000579S08459	GO:0046872 GO:0006801		PF00080
ME000195S02613	GO:0016760 GO:0030244 GO:0016020		PF03552 PF14569 PF13632
ME000195S02615	GO:0016020		PF02485
