Gene ID	GO	ENZYME	PANTHER	PFAM
Phatr3_Jdraft1135	GO:0006355 GO:0003677 GO:0005634		PTHR11850	PF05920
Phatr3_Jdraft626	GO:0019901		PTHR12800 PTHR12800:SF4	PF03234 PF08564 PF08565
Phatr3_Jdraft1559	GO:0006508 GO:0008233 GO:0016787 GO:0008236 GO:0004252		PTHR43806 PTHR43806:SF25	PF00082
Phatr3_Jdraft1554	GO:0006508 GO:0008233 GO:0016787 GO:0008236 GO:0004252		PTHR43806 PTHR43806:SF25	PF00082
Phatr3_Jdraft1553	GO:0015074 GO:0003676		PTHR44381 PTHR44381:SF3	
Phatr3_Jdraft1155	GO:0016020 GO:0016021			
Phatr3_Jdraft1566	GO:0005515			PF00856
Phatr3_Jdraft1160	GO:0016020 GO:0016021			PF08806
Phatr3_Jdraft358	GO:0006413 GO:0003743		PTHR23001 PTHR23001:SF3	PF01873
Phatr3_Jdraft1570	GO:0005509			
Phatr3_Jdraft1569	GO:0000166 GO:0005524 GO:0003676 GO:0004812 GO:0006418	6.1.1.16	PTHR10890 PTHR10890:SF21	PF02037
Phatr3_Jdraft356	GO:0055114 GO:0016491 GO:0003824 GO:0010181		PTHR22893 PTHR22893:SF14	PF00724
Phatr3_J13158	GO:0004045 GO:0008152		PTHR12649 PTHR12649:SF11	PF01981
Phatr3_J36641	GO:0005515		PTHR44420 PTHR44420:SF2	PF13417
Phatr3_J36555	GO:0005515		PTHR24176	PF00023 PF12796
Phatr3_J1196	GO:0005515		PTHR43887 PTHR43887:SF3	PF13855
Phatr3_J46460	GO:0003676 GO:0090305 GO:0004527 GO:0005515		PTHR15728	PF00929 PF13423
Phatr3_EG00726	GO:0000493		PTHR12967	PF04925
Phatr3_J46556	GO:0019835 GO:0016021 GO:0016020		PTHR20855 PTHR20855:SF3	PF03006
Phatr3_EG00718	GO:0006629		PTHR14226 PTHR14226:SF32	PF01734
Phatr3_J20857	GO:0000166 GO:0003676 GO:0003723 GO:0006397 GO:0005634		PTHR44047	PF00076
Phatr3_J5288	GO:0006529 GO:0004066 GO:0016783		PTHR43169 PTHR43169:SF2	
Phatr3_J46446	GO:0031227 GO:0008152 GO:0016758 GO:0016757 GO:0016021 GO:0016020			PF09258
Phatr3_J46580	GO:0016020 GO:0016021			
Phatr3_J46595	GO:0016021 GO:0016020		PTHR12560 PTHR12560:SF24	PF03798
Phatr3_J36301	GO:0016021 GO:0016020		PTHR16932	PF06140
Phatr3_J46392	GO:0016020 GO:0016021		PTHR33802	
Phatr3_J13073	GO:0004316 GO:0006633 GO:0055114 GO:0016491 GO:0008152 GO:0051287 GO:0102131 GO:0102132	1.1.1.100	PTHR42760 PTHR42760:SF16	PF13561
Phatr3_J46551	GO:0016020 GO:0016021			
Phatr3_J3061	GO:0006508 GO:0008236 GO:0005515		PTHR32060	PF03572 PF14684 PF17820
Phatr3_J46454	GO:0016020 GO:0016021			
Phatr3_J54599	GO:0036065 GO:0032580 GO:0008417 GO:0016020 GO:0016021 GO:0016740 GO:0006486 GO:0016757 GO:0005794		PTHR11929 PTHR11929:SF184	PF00852 PF17039
Phatr3_J46411	GO:0016020 GO:0016021 GO:0051205 GO:0032977 GO:0015031		PTHR12428 PTHR12428:SF14	PF02096
Phatr3_J54611	GO:0016021 GO:0008152 GO:0008146 GO:0005794 GO:0009247 GO:0001733		PTHR14647	PF03567
Phatr3_J46570	GO:0006629 GO:0008152 GO:0016042 GO:0016787		PTHR12406	
Phatr3_J46628	GO:0000160 GO:0016310 GO:0016772 GO:0016020 GO:0016021 GO:0005622		PTHR43719	PF00072 PF02518
Phatr3_J50964	GO:0003824 GO:0030170 GO:0006520 GO:0016765		PTHR43797	PF01053
Phatr3_J46399	GO:0055114 GO:0016491 GO:0008152		PTHR10742	PF01593 PF13450
Phatr3_J46428	GO:0016020 GO:0016021		PTHR40978	
Phatr3_J46341	GO:0016020 GO:0016021		PTHR11003	PF07885
Phatr3_J46599	GO:0030132 GO:0030130 GO:0006886 GO:0016192 GO:0005198 GO:0016020 GO:0031410 GO:0005905 GO:0030659		PTHR10639	PF01086
Phatr3_J20809	GO:0003856 GO:0005737 GO:0009073 GO:0008652 GO:0009423	4.2.3.4	PTHR43622 PTHR43622:SF4	PF01761
Phatr3_J5769	GO:0006412 GO:0003735 GO:0005840 GO:0015934		PTHR12934 PTHR12934:SF12	PF00828
Phatr3_EG02285	GO:0016020 GO:0016021		PTHR33281 PTHR33281:SF1	PF01062
Phatr3_J46487	GO:0005515		PTHR44001 PTHR44001:SF2	
Phatr3_J12981	GO:0000166 GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386 GO:0008026		PTHR24031 PTHR24031:SF25	PF00270 PF00271
Phatr3_EG00775	GO:0003676 GO:0015074 GO:0008270 GO:0046872 GO:0000943		PTHR11439 PTHR11439:SF204	PF00098 PF00665 PF14223
Phatr3_J36359	GO:0016740 GO:0008152 GO:0016765 GO:0006486		PTHR10291 PTHR10291:SF0	PF01255
Phatr3_J12985	GO:0006415 GO:0003747		PTHR11075 PTHR11075:SF54	PF00472
Phatr3_J46564	GO:0006508 GO:0004190 GO:0016787 GO:0008233		PTHR13683 PTHR13683:SF359	PF14543
Phatr3_J13076	GO:0016020 GO:0006810 GO:0005215 GO:0022857 GO:0055085 GO:0016021		PTHR30520 PTHR30520:SF6	PF01226
Phatr3_J46577	GO:0009451 GO:0001522 GO:0009982 GO:0003723		PTHR45386	PF00849 PF05005
Phatr3_J46382	GO:0016020 GO:0016021			
Phatr3_J46504	GO:0016021 GO:0055085 GO:0016020		PTHR23294 PTHR23294:SF0	PF07690
Phatr3_J20787	GO:0046872 GO:0003824 GO:0006508 GO:0004222 GO:0017087 GO:0006627		PTHR11851 PTHR11851:SF103	PF00675 PF05193
Phatr3_J36390	GO:0005515		PTHR43900 PTHR43900:SF3	PF13417 PF14497
Phatr3_J27877	GO:0016020 GO:0016021 GO:0008519 GO:0015696 GO:0072488		PTHR11730 PTHR11730:SF6	PF00909
Phatr3_J54569	GO:0005975 GO:0016020 GO:0016021		PTHR31297	
Phatr3_J12969	GO:0008152 GO:0016787		PTHR42896 PTHR42896:SF2	PF13419
Phatr3_J12989	GO:0003824 GO:0008152 GO:0030170		PTHR30244	PF01041 PF04321
Phatr3_EG00743	GO:0000145 GO:0006893		PTHR13043	PF15469
Phatr3_J20740	GO:0000166 GO:0003676 GO:0003723		PTHR44220	PF00076
Phatr3_J46360	GO:0016020 GO:0016021		PTHR33281 PTHR33281:SF1	PF01062
Phatr3_J46579	GO:0055114 GO:0016491 GO:0008152		PTHR43008	PF00106
Phatr3_EG02289	GO:0016020 GO:0000166 GO:0016021		PTHR13018 PTHR13018:SF5	PF02714 PF13967 PF14703
Phatr3_J36485	GO:0003714 GO:1903507		PTHR19424	PF06825
Phatr3_J36600	GO:0005751 GO:0004129 GO:1902600 GO:0005743 GO:0016020 GO:0016021 GO:0022900		PTHR11504 PTHR11504:SF0	PF02046
Phatr3_J46351	GO:0016020 GO:0016021		PTHR12203 PTHR12203:SF56	PF05686
Phatr3_J20755	GO:0016020 GO:0016021 GO:0006810 GO:0005215 GO:0015267 GO:0055085		PTHR43829	PF00230
Phatr3_EG00772	GO:0005249 GO:0006813 GO:0005216 GO:0006811 GO:0016020 GO:0005515 GO:0055085		PTHR10217 PTHR10217:SF514	PF00027 PF00520 PF12796 PF13857
Phatr3_J13208	GO:0008152 GO:0008080		PTHR43617	PF00583
Phatr3_EG02288	GO:0016688 GO:0020037 GO:0055114 GO:0016491 GO:0004601 GO:0006979 GO:0005515 GO:0098869		PTHR31356 PTHR31356:SF7	PF00141 PF12796
Phatr3_EG00747	GO:0016020 GO:0016021		PTHR43973 PTHR43973:SF3	PF03151
Phatr3_J28009	GO:0016020 GO:0006629 GO:0055114 GO:0016021 GO:0005737 GO:0016627		PTHR10556 PTHR10556:SF35	PF02544
Phatr3_J36531	GO:0005524 GO:0016853 GO:0003677 GO:0003824 GO:0005694 GO:0006259 GO:0000737		PTHR10848	PF04406
Phatr3_J36606	GO:0000124		PTHR21539	PF07039 PF12998
Phatr3_J46372	GO:0048188 GO:0051568 GO:0005515		PTHR10598	PF00622
Phatr3_J46568	GO:0000166 GO:0005524		PTHR23077 PTHR23077:SF9	PF00004 PF09336
Phatr3_EG02286	GO:0008942 GO:0020037 GO:0055114 GO:0016491 GO:0051536 GO:0050661 GO:0042128 GO:0050660 GO:0051537	1.8.1.2	PTHR43809	PF01077 PF03460 PF04324 PF07992 PF13806 PF18267
Phatr3_EG02287	GO:0000287 GO:0004749 GO:0009165 GO:0009116	2.7.6.1	PTHR10210 PTHR10210:SF32	PF13793 PF14572
Phatr3_J46535	GO:0003677 GO:0003682 GO:0005634		PTHR12802 PTHR12802:SF20	PF00249
Phatr3_J46522	GO:0000166 GO:0003676 GO:0005622 GO:0006810 GO:0003723		PTHR10693	PF00076 PF02136
Phatr3_J5526	GO:0000166 GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674	2.7.11.1	PTHR24348	PF00069 PF12063
Phatr3_J46607	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF70	PF00153
Phatr3_J46458	GO:0016020 GO:0016021			
Phatr3_J54598	GO:0016020 GO:0055085 GO:0015297 GO:0006855 GO:0015238 GO:0016021		PTHR42893 PTHR42893:SF9	PF01554
Phatr3_J13150	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR10566 PTHR10566:SF85	PF03109
Phatr3_J36310	GO:0016020 GO:0016021		PTHR13018 PTHR13018:SF5	PF02714 PF13967 PF14703
Phatr3_J46621	GO:0016020 GO:0016021			PF13704
Phatr3_J46593	GO:0005506 GO:0051536 GO:0016226		PTHR11178 PTHR11178:SF24	PF01106
Phatr3_J46405	GO:0005515			PF00595
Phatr3_J27976	GO:0003824 GO:0015977 GO:0006099 GO:0008964	4.1.1.31	PTHR30523	PF00311
Phatr3_J46424	GO:0005887 GO:1902600 GO:0030171 GO:0016020 GO:0016021		PTHR12305 PTHR12305:SF47	
Phatr3_J13078	GO:0016020 GO:0016021		PTHR31610	
Phatr3_J20885	GO:0004364 GO:0005515		PTHR32419	PF13409 PF13410
Phatr3_J36569	GO:0006511 GO:0031461 GO:0031625		PTHR11932 PTHR11932:SF95	PF00888
Phatr3_J54590	GO:0015031		PTHR33926	PF04278
Phatr3_J52058	GO:0000166 GO:0005524 GO:0003774 GO:0016459 GO:0004672 GO:0006468 GO:0016772 GO:0005515		PTHR13140 PTHR13140:SF668	PF00063 PF00069 PF00612 PF13637
Phatr3_J36629	GO:0016020 GO:0016021		PTHR13050	
Phatr3_J13157	GO:0000166 GO:0005622 GO:0005525 GO:0007264		PTHR11711 PTHR11711:SF301	PF00025
Phatr3_J54602	GO:0005515		PTHR19959 PTHR19959:SF204	PF13181 PF13424
Phatr3_J36420	GO:0005622 GO:0006412 GO:0003735 GO:0005840		PTHR21368 PTHR21368:SF18	PF01281
Phatr3_EG01997	GO:0000166 GO:0005524 GO:0003676 GO:0008152 GO:0016787 GO:0004386 GO:0008026		PTHR18934 PTHR18934:SF190	PF00271 PF04408 PF07717
Phatr3_J36347	GO:0042286 GO:0003824 GO:0030170 GO:0008483 GO:0033014	5.4.3.8	PTHR43713 PTHR43713:SF2	PF00202
Phatr3_J36398	GO:0009446 GO:0004668	3.5.3.12	PTHR31377 PTHR31377:SF2	PF04371
Phatr3_J1813	GO:0016020 GO:0016021 GO:0008519 GO:0015696 GO:0072488		PTHR11730 PTHR11730:SF6	PF00909
Phatr3_J36362	GO:0016853 GO:0006457 GO:0000413 GO:0003755 GO:0016020 GO:0016021		PTHR10516	PF00254
Phatr3_J20899	GO:0016021 GO:0055085 GO:0016020		PTHR23510 PTHR23510:SF4	
Phatr3_J46479	GO:0016779 GO:0009058 GO:0006413 GO:0003743 GO:0005515		PTHR22572 PTHR22572:SF7	PF00132 PF00483 PF02020
Phatr3_J46618	GO:0016020 GO:0016021		PTHR39535	
Phatr3_J13125	GO:0003824 GO:0008152 GO:0051536		PTHR43728	PF04055 PF12345
Phatr3_J20757	GO:0016829 GO:0006779 GO:0016831 GO:0004853 GO:0006782	4.1.1.37	PTHR21091 PTHR21091:SF100	PF01208
Phatr3_J20872	GO:0016887 GO:0042626 GO:0005524 GO:0055085 GO:0016021		PTHR24223	PF00005 PF00664
Phatr3_J20893	GO:0003723 GO:0001522 GO:0009451 GO:0009982 GO:0016866		PTHR21600 PTHR21600:SF33	PF00849 PF01479
Phatr3_J13034	GO:0016020 GO:0055085 GO:0006812 GO:0008324 GO:0098655 GO:0015075 GO:0006811 GO:0016021 GO:0034220		PTHR11153 PTHR11153:SF6	PF03820
Phatr3_EG00720	GO:0006629		PTHR14226 PTHR14226:SF29	PF01734
Phatr3_J46603	GO:0016020 GO:0016021			
Phatr3_J20905	GO:0006520 GO:0004067		PTHR11707 PTHR11707:SF28	PF00710 PF17763
Phatr3_J36323	GO:0016020 GO:0016021			
Phatr3_J27972	GO:0055114 GO:0009055 GO:0045454 GO:0015035 GO:0022900 GO:0005623		PTHR10293 PTHR10293:SF40	PF00085 PF00462
Phatr3_EG02430	GO:0005975 GO:0004553	3.2.1.23	PTHR10066 PTHR10066:SF72	PF00703 PF02836 PF02837
Phatr3_J13205	GO:0005515 GO:0035064 GO:0016589		PTHR22880 PTHR22880:SF203	PF00439
Phatr3_J46371	GO:0005515		PTHR14614	PF10294 PF12796
Phatr3_J46390	GO:0004843 GO:0016579		PTHR12419 PTHR12419:SF4	PF02338
Phatr3_J46444	GO:0046872 GO:0009055 GO:0051536 GO:0051537 GO:0022900			PF00111
Phatr3_J46569	GO:0016020 GO:0016021			
Phatr3_J231	GO:0006338 GO:0005524 GO:0003676 GO:0003677 GO:0008152 GO:0005634 GO:0016818		PTHR10799 PTHR10799:SF932	PF00176 PF00271 PF09011 PF09111
Phatr3_J50971	GO:0006520 GO:0055114 GO:0016491		PTHR43571	PF00208 PF02812
Phatr3_J46408	GO:0016853 GO:0003723 GO:0008033 GO:0001522 GO:0009451 GO:0009982 GO:0016020 GO:0016021		PTHR11142 PTHR11142:SF0	PF01416
Phatr3_J46537	GO:0004842 GO:0016567 GO:0016020 GO:0016021		PTHR22849	PF04564
Phatr3_EG02290	GO:0004310 GO:0004452 GO:0016021 GO:0016740 GO:0008299 GO:0016787 GO:0009058 GO:0008610 GO:0016765 GO:0006696 GO:0051996	5.3.3.2 2.5.1.21	PTHR11626	PF00293 PF00494
Phatr3_J46451	GO:0016020 GO:0016021			
Phatr3_EG00717	GO:0003676	2.7.7.7	PTHR44381	PF07727
Phatr3_J46440	GO:0006810 GO:0005643 GO:0017056 GO:0006913		PTHR13003	PF04121
Phatr3_J46493	GO:0055114 GO:0050660 GO:0016614 GO:0016020 GO:0016021		PTHR11552	PF00732 PF05199
Phatr3_J20773	GO:0003723 GO:0006396 GO:0001522 GO:0009451 GO:0009982		PTHR23127	PF01472 PF01509 PF08068 PF16198
Phatr3_J46429	GO:0005674 GO:0006367 GO:0005524 GO:0003824 GO:0006366		PTHR10445 PTHR10445:SF0	PF02270 PF17683
Phatr3_J46476	GO:0005515		PTHR24153 PTHR24153:SF8	
Phatr3_J13095	GO:0000166 GO:0003676 GO:0003723		PTHR43987 PTHR43987:SF2	PF00076
Phatr3_J13192	GO:0003677 GO:0003682		PTHR10641 PTHR10641:SF919	PF11831 PF13921
Phatr3_J36383	GO:0003676 GO:0008168 GO:0032259		PTHR39444	
Phatr3_J12984	GO:0003824 GO:0008152 GO:0050662		PTHR43574 PTHR43574:SF3	PF01370
Phatr3_J20934	GO:0003862 GO:0000287 GO:0055114 GO:0005737 GO:0046872 GO:0016491 GO:0051287 GO:0016616 GO:0009082 GO:0009098	1.1.1.85	PTHR42979 PTHR42979:SF3	PF00180
Phatr3_J46402	GO:0006376 GO:0005685 GO:0003729		PTHR12375 PTHR12375:SF30	PF03194
Phatr3_J46346	GO:0005515 GO:0016020 GO:0016021		PTHR27000 PTHR27000:SF426	
Phatr3_J46612	GO:0016020 GO:0016021 GO:0006810 GO:0022857		PTHR24089 PTHR24089:SF112	PF00153
Phatr3_J36517	GO:0016874 GO:0004842 GO:0016567		PTHR22849	PF04564
Phatr3_J13096	GO:0016020 GO:0016021 GO:0015078 GO:0006810 GO:0006811 GO:0015991 GO:0033177 GO:0033179 GO:0005773 GO:0005774		PTHR10263 PTHR10263:SF5	PF00137
Phatr3_J46602	GO:0016020 GO:0016021			
Phatr3_J13088	GO:0005737 GO:0005852 GO:0006413 GO:0003743		PTHR12399	PF05091
Phatr3_J36270	GO:0009190 GO:0016849 GO:0004114 GO:0035556 GO:0007165 GO:0005515		PTHR11920	PF00211 PF00233
Phatr3_J46395	GO:0016020 GO:0016021			PF06549
Phatr3_J36386	GO:0016020 GO:0016021			
Phatr3_J46431	GO:0016020 GO:0016021			
Phatr3_J46491	GO:0016020 GO:0016021			
Phatr3_J46373	GO:0016020 GO:0016021			
Phatr3_J46433	GO:0016020 GO:0016021			
Phatr3_J54591	GO:0043547 GO:0032012 GO:0005086		PTHR10663 PTHR10663:SF311	PF01369 PF09324 PF12783 PF16213
Phatr3_J46453	GO:0008152 GO:0016772		PTHR22603	PF01633
Phatr3_J12990	GO:0005524 GO:0003676 GO:0008270 GO:0008152 GO:0016787 GO:0004386		PTHR24031 PTHR24031:SF20	PF00270 PF00271
Phatr3_J28056	GO:0003871 GO:0008270 GO:0032259 GO:0008652 GO:0009086	2.1.1.14	PTHR30519 PTHR30519:SF0	PF01717 PF08267
Phatr3_EG00764	GO:0008236 GO:0006508		PTHR43056 PTHR43056:SF5	PF00326
Phatr3_EG00731	GO:0004672 GO:0006468 GO:0005524		PTHR24058 PTHR24058:SF23	PF00069
Phatr3_J20833	GO:0008168 GO:0032259	2.1.1.163	PTHR43591 PTHR43591:SF24	PF01209
Phatr3_J46381	GO:0016020 GO:0016021		PTHR38894	
Phatr3_J54560	GO:0016021 GO:0055085 GO:0016020		PTHR23515 PTHR23515:SF2	PF07690
Phatr3_J36425	GO:0016020 GO:0016021			
Phatr3_J36284	GO:0000796 GO:0007076		PTHR13108	PF05786
Phatr3_J50961	GO:0016310 GO:0016772 GO:0004672 GO:0006468		PTHR11947	PF02518 PF10436
Phatr3_J54586	GO:0043531 GO:0005515		PTHR19959	PF00931 PF13176
Phatr3_J36586	GO:0016020 GO:0016021			
Phatr3_J13175	GO:0016714 GO:0009072 GO:0005506 GO:0055114 GO:0008152 GO:0004497 GO:0016597		PTHR11473	PF00351
Phatr3_J13123	GO:0016310 GO:0016772 GO:0004672 GO:0006468		PTHR11947	PF02518 PF10436
Phatr3_J46573	GO:0005515		PTHR19959	PF13176 PF13181 PF13424
Phatr3_J46526	GO:0016021 GO:0043085 GO:0016485 GO:0016020		PTHR12889 PTHR12889:SF0	PF06105
Phatr3_J27923	GO:0005524 GO:0006810 GO:0006811 GO:0015991 GO:0046961 GO:0033178 GO:0046034 GO:0033180 GO:1902600		PTHR43607	PF00006 PF02874 PF16886
Phatr3_J13167	GO:0016020 GO:0016021 GO:0055085		PTHR10778 PTHR10778:SF18	PF08449
Phatr3_J46490	GO:0016787 GO:0006470 GO:0016311 GO:0035335 GO:0004725 GO:0008138 GO:0016791		PTHR10159	PF00782
Phatr3_J36423	GO:0016020 GO:0016021		PTHR30336 PTHR30336:SF7	PF02698
Phatr3_J46492	GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004650 GO:0005576 GO:0071555 GO:0016020 GO:0016021		PTHR31339 PTHR31339:SF0	PF00295
Phatr3_J36608	GO:0055114 GO:0016491		PTHR43821	PF00881
Phatr3_J13107	GO:0055114 GO:0006979 GO:0030091 GO:0016671 GO:0008113		PTHR42799 PTHR42799:SF4	PF01625
Phatr3_J36534	GO:0008152 GO:0008080		PTHR21392 PTHR21392:SF1	PF03942 PF13673
Phatr3_J46383	GO:0006629		PTHR12879 PTHR12879:SF8	PF00487
Phatr3_J36501	GO:0030638		PTHR38436	PF07366
Phatr3_J46613	GO:0046110 GO:0043101 GO:0016763 GO:0016740 GO:0009116	2.4.2.22	PTHR43864 PTHR43864:SF1	PF00156
Phatr3_J36309	GO:0006508 GO:0008237 GO:0016020 GO:0016021			
Phatr3_J46610	GO:0003677			
Phatr3_J54574	GO:0005515			PF13424
Phatr3_J13047	GO:0000902 GO:0007010 GO:0003779 GO:0007015		PTHR10652 PTHR10652:SF0	PF01213 PF08603
Phatr3_J46423	GO:0016020 GO:0016021		PTHR10383 PTHR10383:SF9	PF03348
Phatr3_J36293	GO:0005634 GO:0006281 GO:0030915		PTHR16140	PF08743
Phatr3_J46464	GO:0008270 GO:0046872 GO:0016020 GO:0016021		PTHR14155 PTHR14155:SF410	PF13639
Phatr3_J46486	GO:0016702 GO:0055114 GO:0046872 GO:0016020 GO:0016021			
Phatr3_J13057	GO:0003714 GO:0006355		PTHR12346 PTHR12346:SF0	PF02671 PF08295
Phatr3_J36322	GO:0005524 GO:0004672 GO:0006468 GO:0016772		PTHR23257	PF00069
Phatr3_EG00779	GO:0016567 GO:0004842 GO:0005515		PTHR11685 PTHR11685:SF13	PF01485 PF13637 PF13857
Phatr3_EG00777	GO:0008234 GO:0006508		PTHR12411 PTHR12411:SF14	PF00112
Phatr3_J13001	GO:0055114 GO:0016491 GO:0008152 GO:0016630	1.3.1.33	PTHR44419 PTHR44419:SF1	PF00106
Phatr3_J36635	GO:0016020 GO:0016021			
Phatr3_J46361	GO:0016020 GO:0016021		PTHR16172	PF12832
Phatr3_J36597	GO:0000166 GO:0005524		PTHR23077 PTHR23077:SF63	PF00004 PF02359 PF17862
Phatr3_J13005	GO:0055114 GO:0016491 GO:0004601 GO:0006979 GO:0004602 GO:0098869		PTHR11592 PTHR11592:SF78	PF00255 PF01549
Phatr3_EG02292	GO:0006546 GO:0004047 GO:0055114 GO:0005737 GO:0016491 GO:0032259 GO:0005515	2.1.2.10	PTHR13847 PTHR13847:SF200	PF01062 PF01266 PF01571 PF08669 PF16350
Phatr3_J13093	GO:0004003 GO:0006338 GO:0006281 GO:0005524		PTHR10799 PTHR10799:SF813	PF00176 PF00385
Phatr3_J46548	GO:0070008 GO:0006508 GO:0008236 GO:0004252		PTHR43548	PF00326 PF02897
Phatr3_J54612	GO:0003677 GO:0090305 GO:0004518 GO:0006259		PTHR13451 PTHR13451:SF0	PF02732
Phatr3_J54588	GO:0016021 GO:0005789 GO:0016746 GO:0006506 GO:0016020		PTHR20661	PF06423
Phatr3_J54589	GO:0005784 GO:0006886		PTHR13509	PF03911
Phatr3_J1859	GO:0005524 GO:0004672 GO:0006468 GO:0016772 GO:0004674		PTHR24347 PTHR24347:SF362	PF00069
Phatr3_J46626	GO:0003824 GO:0008152		PTHR11080 PTHR11080:SF19	PF00857
Phatr3_J46438	GO:0005506 GO:0020037 GO:0055114 GO:0046872 GO:0016491 GO:0004497 GO:0016705 GO:0016020 GO:0016021		PTHR24305 PTHR24305:SF116	PF00067
Phatr3_J46632	GO:0000166 GO:0003676			
Phatr3_J36628	GO:0016020 GO:0016021			PF13704
Phatr3_J46387	GO:0004591 GO:0030976 GO:0055114 GO:0008152 GO:0006099 GO:0016624 GO:0016020 GO:0016021	1.2.4.2	PTHR23152	PF00676 PF15993
Phatr3_J27956	GO:0000166 GO:0005737 GO:0003924 GO:0005525 GO:0016149 GO:0006415		PTHR43556 PTHR43556:SF2	PF00009 PF16658
Phatr3_EG01999	GO:0003676 GO:0005524		PTHR18934 PTHR18934:SF190	PF00270
Phatr3_J46452	GO:0003677		PTHR34199 PTHR34199:SF2	PF07460
Phatr3_J36397	GO:0005509		PTHR11911 PTHR11911:SF111	PF00571 PF13499
Phatr3_J46588	GO:0006886 GO:0016192 GO:0005198 GO:0030126		PTHR12894 PTHR12894:SF10	PF08752
Phatr3_J36289	GO:0008152 GO:0016757		PTHR20961	PF04577
Phatr3_J36508	GO:0016021 GO:0008152 GO:0008146			PF03567
Phatr3_J13169	GO:0007018 GO:0003777 GO:0008017 GO:0005524		PTHR24115 PTHR24115:SF457	PF00225
Phatr3_J36620	GO:0016020 GO:0016021		PTHR31204 PTHR31204:SF1	PF10914
Phatr3_J46561	GO:0006508 GO:0004190 GO:0016787 GO:0008233		PTHR13683 PTHR13683:SF359	PF14543
Phatr3_J13053	GO:0006396 GO:0005515		PTHR11246 PTHR11246:SF5	
Phatr3_J46359	GO:0055114 GO:0045454 GO:0015035 GO:0006662 GO:0005623		PTHR43601	PF00085
Phatr3_J46518	GO:0005515		PTHR38909	PF00595
Phatr3_J20779	GO:0003824 GO:0005975	2.2.1.2	PTHR10683 PTHR10683:SF2	PF00923
Phatr3_J46461	GO:0006566 GO:0004413 GO:0016740 GO:0000166 GO:0005524 GO:0016301 GO:0016310	2.7.1.39	PTHR20861 PTHR20861:SF1	PF00288 PF08544
Phatr3_J46400	GO:0003824 GO:0008152			
Phatr3_J36611	GO:0016020 GO:0016021			
Phatr3_J36634	GO:0032784 GO:0006357 GO:0003676 GO:0008270 GO:0003677 GO:0006351 GO:0005634 GO:0046872		PTHR11477 PTHR11477:SF0	PF01096 PF07500 PF08711
Phatr3_J36337	GO:0003677 GO:0003682		PTHR10641 PTHR10641:SF893	PF00249 PF13921
Phatr3_J46508	GO:0016020 GO:0016021			
Phatr3_J46500	GO:0016020 GO:0016021		PTHR19444 PTHR19444:SF14	PF05978
Phatr3_J36276	GO:0016020 GO:0016021			
Phatr3_EG02432	GO:0009341 GO:0004565 GO:0003824 GO:0005975 GO:0004553 GO:0030246	3.2.1.23	PTHR10066 PTHR10066:SF72	PF02836 PF02929
Phatr3_J46608	GO:0010265		PTHR12696 PTHR12696:SF0	PF08623
Phatr3_J46509	GO:0055114 GO:0015035		PTHR13887 PTHR13887:SF38	PF01323
Phatr3_J46516	GO:0008152 GO:0008080 GO:0034470 GO:0016072 GO:0005524 GO:0016740 GO:0016746 GO:0000166 GO:0008033 GO:0005634 GO:0005730 GO:0006364 GO:0000154 GO:0042274 GO:0051391		PTHR10925 PTHR10925:SF5	PF05127 PF08351 PF13718 PF13725
Phatr3_J46455	GO:0016020 GO:0016021			
Phatr3_J46389	GO:0004190 GO:0006508		PTHR13683 PTHR13683:SF543	PF14543
Phatr3_J46562	GO:0006508 GO:0008236 GO:0005515 GO:0016020 GO:0016021		PTHR43253	PF03572 PF14684 PF17820
Phatr3_J46565	GO:0006508 GO:0008236 GO:0005515 GO:0016020 GO:0016021		PTHR43253	PF03572 PF14684 PF17820
Phatr3_J3131	GO:0005525 GO:0005515		PTHR23305 PTHR23305:SF1	PF01926 PF03959 PF05773
Phatr3_J46616	GO:0016688 GO:0020037 GO:0055114 GO:0016491 GO:0004601 GO:0006979 GO:0098869		PTHR31356 PTHR31356:SF4	PF00141
Phatr3_J46394	GO:0016020 GO:0016021			
Phatr3_J46434	GO:0016579 GO:0036459		PTHR44033 PTHR44033:SF1	PF00443
Phatr3_J46600	GO:0016593 GO:0016570 GO:0006368		PTHR12466	PF05179
Phatr3_J36847	GO:0006355 GO:0000439 GO:0006289		PTHR28580	PF06331
Phatr3_J46884	GO:0005515		PTHR44215	
Phatr3_J46764	GO:0006397 GO:0003723		PTHR13384 PTHR13384:SF19	PF07713
Phatr3_J37018	GO:0005622 GO:0006412 GO:0003735 GO:0005840 GO:0005761		PTHR21183	PF06984
Phatr3_J46707	GO:0055114 GO:0016491 GO:0008152		PTHR44169 PTHR44169:SF2	PF00106
Phatr3_J46668	GO:0008152 GO:0016787 GO:0016798 GO:0005975 GO:0004650 GO:0005576 GO:0071555		PTHR31339	PF00295
Phatr3_J52139	GO:0005484 GO:0005794 GO:0016192 GO:0016020 GO:0016021 GO:0061025		PTHR21230 PTHR21230:SF1	PF12352
