Gene ID	GO	KO
GFH08196	GO:0005840 GO:0006412 GO:0003735	
GFH08211	GO:0006352	K03133
GFH08215	GO:0009538 GO:0009522 GO:0015979	K02693
GFH08225	GO:0019752 GO:0004451	
GFH08232	GO:0005515	K13124
GFH08235	GO:0006468 GO:0005524 GO:0004672	
GFH08236	GO:0005524	
GFH08241	GO:0006508 GO:0004222	
GFH08242	GO:0005515	
GFH08250	GO:0035556 GO:0009190	
GFH08257	GO:0006464	K16603
GFH08258	GO:0004488 GO:0055114	
GFH08266	GO:0016021	
GFH08270	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01867
GFH08273	GO:0006468 GO:0004672	
GFH08277	GO:0035556 GO:0009190	
GFH08285	GO:0005515	K10143
GFH08292	GO:0016020 GO:0055085 GO:0022857	
GFH08305	GO:0016021 GO:0004252	
GFH08306	GO:0005525 GO:0003924	K07953
GFH08307	GO:0005840 GO:0006412 GO:0003735	
GFH08309	GO:0016021 GO:0055085 GO:0022857	
GFH08310	GO:0016021 GO:0055085 GO:0022857	K08150
GFH08311	GO:0005515	
GFH08318	GO:2001070	
GFH08322	GO:0005515	
GFH08330	GO:0055114 GO:0016616 GO:0016491	
GFH08333	GO:0035556 GO:0009190	
GFH08343	GO:0051287	
GFH08345	GO:0006526 GO:0005524 GO:0004055	K01940
GFH08353	GO:0055114 GO:0016702	
GFH08362	GO:0005515	
GFH08373	GO:0008168	K00574
GFH08376	GO:0016021 GO:0006862 GO:0005471	K03301
GFH08379	GO:0005515	
GFH08388	GO:0003968	
GFH08389	GO:0005509	
GFH08399	GO:0016020	K22943
GFH08403	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH08408	GO:0005975 GO:0004553	K05546
GFH08409	GO:0005975 GO:0004553	
GFH08414	GO:0003755	
GFH08429	GO:0005524	
GFH08434	GO:0005839 GO:0051603 GO:0004298	K02737
GFH08439	GO:0045454	
GFH08443	GO:0035556 GO:0009190	
GFH08449	GO:0005525	
GFH08453	GO:0016787	
GFH08454	GO:0006468 GO:0005524 GO:0004672	
GFH08457	GO:0005515	K12271
GFH08473	GO:0018822	
GFH08486	GO:0005515	
GFH08491	GO:0005515	K19760
GFH08497	GO:0005524 GO:0016787 GO:0003677	
GFH08504	GO:0006468 GO:0005524 GO:0004672	
GFH08510	GO:0055114 GO:0046872 GO:0016491	
GFH08515	GO:0005524 GO:0016887	
GFH08518	GO:0005975 GO:0016857	
GFH08521	GO:0008017 GO:0007018 GO:0005524 GO:0003777	
GFH08522	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10405
GFH08523	GO:0005975 GO:0016857	K01783
GFH08527	GO:0006508 GO:0004252	
GFH08531	GO:0006310 GO:0006281 GO:0003910 GO:0003677	
GFH08533	GO:0006310 GO:0006281 GO:0005524 GO:0003910	K10747
GFH08536	GO:0006325	
GFH08538	GO:0008080	K11303
GFH08541	GO:0006508 GO:0008236 GO:0016787	
GFH08542	GO:0000786 GO:0003677	K11253
GFH08547	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01876
GFH08548	GO:0016021	
GFH08551	GO:0006468 GO:0004672	
GFH08571	GO:0006468 GO:0005524 GO:0004672	
GFH08573	GO:0006468 GO:0004672 GO:0005524	
GFH08580	GO:0006508 GO:0008236	K03797
GFH08581	GO:0006468 GO:0005524 GO:0004672	
GFH08582	GO:0005515	
GFH08594	GO:0042025	
GFH08605	GO:0005509	
GFH08611	GO:0005515	
GFH08620	GO:0006629 GO:0008081	K01126
GFH08621	GO:0006298 GO:0005524	
GFH08622	GO:0006741 GO:0003951	K00858
GFH08625	GO:0008017	K10436
GFH08628	GO:0030286 GO:0007018 GO:0003777	
GFH08632	GO:0016887 GO:0005524	
GFH08633	GO:0005524	
GFH08636	GO:0006486	
GFH08637	GO:0003676	K11135
GFH08638	GO:0005634 GO:0080009	K22824
GFH08655	GO:0007165 GO:0004114	
GFH08663	GO:0045454	K03671
GFH08666	GO:0016020 GO:0055085 GO:0006811 GO:0005216	K04908
GFH08667	GO:0006468 GO:0004672 GO:0005524	
GFH08677	GO:0016887 GO:0005524	
GFH08688	GO:0006629 GO:0055114 GO:0016717	
GFH08689	GO:0016020 GO:0055085 GO:0006821 GO:0005247	K05016
GFH08697	GO:0005840 GO:0006412 GO:0003735	K02991
GFH08704	GO:0005524	
GFH08705	GO:0005524	
GFH08706	GO:0005524	
GFH08709	GO:0005524 GO:0015986 GO:0016757	
GFH08715	GO:0016020 GO:0006811 GO:0005216	
GFH08717	GO:0000160 GO:0035556 GO:0009190	
GFH08724	GO:0005975 GO:0004553 GO:0003824	K00700
GFH08727	GO:0006468 GO:0004672	
GFH08739	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH08741	GO:0005525 GO:0003924	K07942
GFH08748	GO:0008654 GO:0006021 GO:0004512	K01858
GFH08765	GO:0005515	
GFH08766	GO:0005515	
GFH08767	GO:0005515	
GFH08768	GO:0005515	
GFH08774	GO:0046938 GO:0010038 GO:0046872 GO:0016756	K05941
GFH08775	GO:0005840 GO:0006412 GO:0003735	K02884
GFH08777	GO:0005515	
GFH08788	GO:0046872	
GFH08790	GO:0046983	
GFH08791	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH08792	GO:0016887 GO:0005524 GO:0016021 GO:0055085 GO:0042626	
GFH08808	GO:0005694 GO:0006259 GO:0005524 GO:0003824 GO:0003677	
GFH08814	GO:0006468 GO:0005524 GO:0004672	
GFH08821	GO:0003676	K12741
GFH08824	GO:0016021 GO:0016485 GO:0004190	
GFH08826	GO:0016021 GO:0016485 GO:0004190	K04505
GFH08836	GO:0016787	
GFH08863	GO:0005840 GO:0006412 GO:0003735	K02923
GFH08865	GO:0016765	K00800
GFH08867	GO:0005737 GO:0034227	K12161
GFH08868	GO:0016021	K06225
GFH08869	GO:0016021 GO:0016020	
GFH08872	GO:0005524	K09494
GFH08873	GO:0016020 GO:0015276	
GFH08878	GO:0005840 GO:0006412 GO:0003735	
GFH08884	GO:0019239	K01490
GFH08885	GO:0019239	K01490
GFH08889	GO:0006629	K10226
GFH08892	GO:0005524	K10756
GFH08893	GO:0004518 GO:0006281	K15338
GFH08899	GO:0006468 GO:0005524 GO:0004672	
GFH08900	GO:0055114 GO:0016491	K00383
GFH08905	GO:0055114 GO:0020037 GO:0016705 GO:0005506	
GFH08911	GO:0009058 GO:0030170 GO:0019346	
GFH08920	GO:0003824	
GFH08923	GO:0016887 GO:0005524	
GFH08924	GO:0055114 GO:0016491	
GFH08925	GO:0006355 GO:0003700 GO:0005634 GO:0003677	
GFH08931	GO:0006629 GO:0008081	
GFH08933	GO:0006629 GO:0008081	K01126
GFH08936	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH08942	GO:0009058 GO:0030170	K10206
GFH08951	GO:0007165 GO:0004114	K13293
GFH08957	GO:0005975 GO:0004553	
GFH08960	GO:0006281 GO:0000723 GO:0003678	K15255
GFH08966	GO:0005975 GO:0004553	
GFH08967	GO:0005975 GO:0004553	
GFH08968	GO:0005975 GO:0004553	
GFH08973	GO:0005515	
GFH08974	GO:0046983 GO:0003677	
GFH08986	GO:0042765 GO:0016021 GO:0016255	
GFH08989	GO:0006629	K01052
GFH08990	GO:0005509	K11583
GFH08998	GO:0055114 GO:0016491	K00384
GFH08999	GO:0055114 GO:0016491	
GFH09001	GO:0006468 GO:0005524 GO:0004674	
GFH09007	GO:0006468 GO:0005524 GO:0004674	
GFH09011	GO:0005515	K04508
GFH09012	GO:0005515	
GFH09013	GO:0006468 GO:0005524 GO:0004672	
GFH09014	GO:0006568 GO:0004834	K01695
GFH09021	GO:0055085 GO:0022857	K08193
GFH09043	GO:0046537 GO:0003824	
GFH09044	GO:0046872 GO:0003824	
GFH09054	GO:0016746	K13506
GFH09060	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH09070	GO:0005515	K22686
GFH09075	GO:0008168	
GFH09076	GO:0006468 GO:0005524 GO:0004672	
GFH09091	GO:0006468 GO:0004672	
GFH09094	GO:0016851	K03403
GFH09095	GO:0009058	
GFH09096	GO:0009058	K03403
GFH09103	GO:0055114 GO:0006631 GO:0045300	
GFH09136	GO:0035556 GO:0009190	
GFH09149	GO:0005515	
GFH09151	GO:0005515	
GFH09152	GO:0005515	
GFH09153	GO:0005515	
GFH09154	GO:0005515	
GFH09155	GO:0005515	
GFH09174	GO:0005634	K13109
GFH09175	GO:0005634	
GFH09188	GO:0016887 GO:0005524	
GFH09189	GO:0046872	
GFH09194	GO:0005515	K06666
GFH09195	GO:0005515	
GFH09204	GO:0005515	
GFH09205	GO:0005515	
GFH09211	GO:0006355	
GFH09216	GO:0055114 GO:0000105 GO:0051287 GO:0046872 GO:0004399	K00013
GFH09222	GO:0046872	K15731
GFH09228	GO:0007165 GO:0005515	
GFH09234	GO:0006511 GO:0031625	K03349
GFH09236	GO:0016020 GO:0030001 GO:0046873	K21398
GFH09246	GO:0055114 GO:0051287 GO:0048038 GO:0016651	K03935
GFH09247	GO:0055114 GO:0051287 GO:0048038 GO:0016651	
GFH09266	GO:0006281 GO:0004518	K04799
GFH09277	GO:0016757	
GFH09278	GO:0007165 GO:0004114	
GFH09279	GO:0007165 GO:0004114	
GFH09283	GO:0016021	K17086
GFH09284	GO:0016021 GO:0016020	
GFH09286	GO:0016747	K07513
GFH09295	GO:0008080 GO:0016747	
GFH09297	GO:0005852 GO:0005737 GO:0003743	K15029
GFH09302	GO:0005524	
GFH09303	GO:0006468 GO:0005524 GO:0004672	
GFH09304	GO:0005515	
GFH09305	GO:0007165 GO:0004114	
GFH09307	GO:0005515	
GFH09310	GO:0007018 GO:0008017 GO:0005524 GO:0003777	
GFH09318	GO:0005515	K04459
GFH09320	GO:0009058 GO:0030170	K14272
GFH09327	GO:0005975 GO:0016857	
GFH09329	GO:0003824 GO:0003860	
GFH09330	GO:0005515	
GFH09336	GO:0004620	
GFH09337	GO:0005515	
GFH09343	GO:0006281 GO:0003684	K03515
GFH09346	GO:0005515	
GFH09349	GO:0009451 GO:0001522 GO:0009982 GO:0003723	
GFH09351	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH09353	GO:0003824	
GFH09355	GO:0004386	
GFH09356	GO:0055114 GO:0016616	
GFH09357	GO:0055114 GO:0016616	
GFH09364	GO:0005524	K03062
GFH09365	GO:0044238	
GFH09366	GO:0005515	
GFH09375	GO:0005840 GO:0006412 GO:0003735	K02880
GFH09383	GO:0006468 GO:0005524 GO:0004672	K08830
GFH09392	GO:0003676	
GFH09400	GO:0019915	
GFH09403	GO:0008716	
GFH09408	GO:0006351 GO:0003899 GO:0003677	K03018
GFH09419	GO:0005509	K16465
GFH09423	GO:0003676	K12840
GFH09435	GO:0035556 GO:0009190	
GFH09441	GO:0035556 GO:0009190	
GFH09446	GO:0006415 GO:0003747	K02835
GFH09450	GO:0005515	
GFH09451	GO:0005991 GO:0004555	
GFH09453	GO:0003333	
GFH09458	GO:0016020	
GFH09471	GO:0003824	
GFH09472	GO:0051536 GO:0003824	
GFH09475	GO:0003824	
GFH09476	GO:0003824	
GFH09477	GO:0006468 GO:0005524 GO:0004672	
GFH09480	GO:0005515	
GFH09482	GO:0045454 GO:0016491	
GFH09484	GO:0016787	
GFH09486	GO:0005509	
GFH09495	GO:0005515	
GFH09496	GO:0006614 GO:0005525	K13431
GFH09497	GO:0006614 GO:0005525	
GFH09498	GO:0005785 GO:0006886 GO:0005525 GO:0005047 GO:0003924	
GFH09500	GO:0016787	
GFH09501	GO:0005515	K23314
GFH09510	GO:0016021 GO:0055085 GO:0006812 GO:0015299	
GFH09517	GO:0006952 GO:0006355 GO:0003697	
GFH09526	GO:0005525 GO:0003924 GO:0003724 GO:0003723	K07936
GFH09530	GO:0016020 GO:0006486 GO:0004576	K07151
GFH09543	GO:0007165 GO:0004114	
GFH09546	GO:0055114 GO:0016491	
GFH09548	GO:0016021	
GFH09561	GO:0045454	K03671
GFH09562	GO:0005840 GO:0006412 GO:0019843 GO:0003735	
GFH09574	GO:0006508 GO:0005524 GO:0004222	
GFH09576	GO:0046983	
GFH09578	GO:0006351 GO:0003676	K03015
GFH09582	GO:0005634 GO:0042254	K14852
GFH09604	GO:0008641	K03178
GFH09607	GO:0005634 GO:0042254	K14569
GFH09610	GO:0003676	
GFH09612	GO:0035556 GO:0009190	
GFH09618	GO:0005524 GO:0003676 GO:0005515	K12823
GFH09619	GO:0006188 GO:0004018	
GFH09620	GO:0006520 GO:0016829 GO:0019346 GO:0030170	
GFH09625	GO:0055114	
GFH09626	GO:0005524	
GFH09627	GO:0005524	K09494
GFH09632	GO:0016491 GO:0055114 GO:0016209 GO:0045454	
GFH09633	GO:0005840 GO:0006412 GO:0003735	
GFH09635	GO:0005524 GO:0003678	K04499
GFH09644	GO:0005515	
GFH09652	GO:0007165 GO:0004114	K13293
GFH09662	GO:0006886 GO:0008536	K20223
GFH09672	GO:0016887 GO:0005524	K06174
GFH09675	GO:0016020 GO:0055085 GO:0022857	
GFH09676	GO:0016020 GO:0055085 GO:0022857	
GFH09677	GO:0055114	
GFH09682	GO:0033177 GO:1902600 GO:0015078	K02128
GFH09688	GO:0006629	K09836
GFH09695	GO:0008289	
GFH09702	GO:0006364 GO:0008168 GO:0003723	K14563
GFH09716	GO:0005815 GO:0034453	K16546
GFH09720	GO:0006468 GO:0005516 GO:0004683	K10706
GFH09742	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01875
GFH09745	GO:0006351 GO:0003899 GO:0003677	K03010
GFH09746	GO:0006260 GO:0003887	
GFH09747	GO:0003677 GO:0000166	
GFH09756	GO:0016226	
GFH09758	GO:0005840 GO:0006412 GO:0003735	K02906
GFH09761	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10396
GFH09765	GO:2001070	
GFH09766	GO:0003676	K12872
GFH09772	GO:0009058 GO:0030170	K00814
GFH09776	GO:0020037	K12319
GFH09777	GO:0006468 GO:0005524 GO:0004672 GO:0006182 GO:0004383	
GFH09782	GO:0016020 GO:0055085 GO:0006821 GO:0005247	
GFH09783	GO:0006468 GO:0004672 GO:0005524	
GFH09785	GO:0005515	
GFH09786	GO:0006468 GO:0004672 GO:0005524	
GFH09788	GO:0055114 GO:0006801 GO:0046872 GO:0004784	
GFH09789	GO:0005515	
GFH09790	GO:0005515	
GFH09792	GO:0005515	
GFH09796	GO:0003676	
GFH09805	GO:0055114 GO:0050661 GO:0050660 GO:0004499 GO:0016491	K22324
GFH09811	GO:0006468 GO:0005524 GO:0004672	
GFH09812	GO:0016021 GO:0006506 GO:0017176	K03859
GFH09816	GO:0003676 GO:0003723	K13126
GFH09818	GO:0005515	
GFH09822	GO:0007165 GO:0004114	
GFH09823	GO:0007165 GO:0004114	
GFH09832	GO:0055114 GO:0009073 GO:0016491 GO:0003856 GO:0005839 GO:0051603 GO:0004298	
GFH09837	GO:0035556 GO:0009190	
GFH09841	GO:0016021 GO:1901642 GO:0005337	K15014
GFH09844	GO:0016787 GO:0005524	
GFH09847	GO:0016787 GO:0005524	
GFH09849	GO:0006508 GO:0004252 GO:0004176	K08675
GFH09854	GO:0005839 GO:0051603 GO:0004298	K02738
GFH09856	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K22503
GFH09857	GO:0005515	
GFH09866	GO:0032958 GO:0016301	K00915
GFH09870	GO:0003755 GO:0005515	K09578
GFH09875	GO:0016811	
GFH09876	GO:0016811	K01455
GFH09877	GO:0005509	K02183
GFH09880	GO:0006508 GO:0004252	
GFH09881	GO:0005515	
GFH09884	GO:0016021 GO:0006862 GO:0005471	
GFH09885	GO:0016021 GO:0006862 GO:0005471	
GFH09890	GO:0006397	K12861
GFH09906	GO:0016020 GO:0055085 GO:0022857	K03294
GFH09910	GO:0006468 GO:0005524 GO:0004672	
GFH09912	GO:0016021 GO:0015693 GO:0015095	
GFH09937	GO:0003676	
GFH09954	GO:0006508 GO:0004252	
GFH09980	GO:0009972 GO:0008270 GO:0004126	K01489
GFH09983	GO:0006351 GO:0003899 GO:0003677	K03007
GFH09985	GO:0003723 GO:0019843	K14560
GFH09986	GO:0008299	K13789
GFH09990	GO:0005525 GO:0003924	K07904
GFH09993	GO:0033573 GO:0016020 GO:0034755 GO:0005381	K07243
GFH09995	GO:0050662 GO:0003824	
GFH10000	GO:0006468 GO:0005524 GO:0004672	
GFH10001	GO:0016811	
GFH10003	GO:0005525 GO:0003924	
GFH10005	GO:0055114 GO:0010277	
GFH10010	GO:0005694 GO:0051276 GO:0005524 GO:0005515	
GFH10012	GO:0005524	K06669
GFH10014	GO:0016624 GO:0030976 GO:0003824	K00161
GFH10017	GO:0008080	
GFH10020	GO:0016020 GO:0055114 GO:0003885	K00103
GFH10021	GO:0005515	K11274
GFH10029	GO:0035556 GO:0009190	K12323
GFH10042	GO:0016020 GO:0000148 GO:0006075 GO:0003843	
GFH10047	GO:0055114 GO:0006555 GO:0004489	K00297
GFH10051	GO:0005975 GO:0008270 GO:0004476	K01809
GFH10059	GO:0005515	
GFH10063	GO:0016114 GO:0008685	K01770
GFH10065	GO:0016020	
GFH10068	GO:0015986 GO:0046933	K02113
GFH10086	GO:0016788	
GFH10096	GO:0035556 GO:0009190	
GFH10108	GO:0042025 GO:0000786 GO:0006334 GO:0003677	K11275
GFH10109	GO:0006281 GO:0003684	
GFH10112	GO:0016787	K22390
GFH10118	GO:0006464	
GFH10122	GO:0016020 GO:0006817 GO:0005315	
GFH10123	GO:0016020 GO:0006817 GO:0005315	
GFH10125	GO:0005840 GO:0006412 GO:0003735	K19032
GFH10131	GO:0006468 GO:0005524 GO:0004672	
GFH10138	GO:0008168	K21971
GFH10152	GO:0006468 GO:0005524 GO:0004672	
GFH10153	GO:0006468 GO:0004672	
GFH10157	GO:0055114 GO:0016702	
GFH10158	GO:0055114 GO:0016702	K00465
GFH10161	GO:0003723	
GFH10166	GO:0016787	K22390
GFH10168	GO:0055114 GO:0046872 GO:0016491	
GFH10173	GO:0015940 GO:0003864	
GFH10175	GO:0006486 GO:0016757	K05535
GFH10184	GO:0016192 GO:0006904	
GFH10185	GO:0016192 GO:0006904	K19998
GFH10187	GO:0005524 GO:0004674	
GFH10188	GO:0006468 GO:0005524 GO:0004672	
GFH10189	GO:0006468 GO:0004672	
GFH10190	GO:0030286 GO:0007018 GO:0003777	
GFH10191	GO:0005524 GO:0016887	K10408
GFH10202	GO:0016021 GO:0035434 GO:0005375	
GFH10208	GO:0006468 GO:0005524 GO:0004672	
GFH10212	GO:0005525 GO:0003924	K07943
GFH10216	GO:0005840 GO:0006412 GO:0003735	K02912
GFH10217	GO:0016787	K06269
GFH10218	GO:0016787	
GFH10220	GO:0000413 GO:0003755	
GFH10221	GO:0006468 GO:0005524 GO:0004672	
GFH10230	GO:0005509 GO:0005515	K22614
GFH10231	GO:0006418 GO:0005524 GO:0004812 GO:0000166	K01867
GFH10238	GO:0005515 GO:0003723	K03260
GFH10239	GO:0005515	K03130
GFH10242	GO:0008168	K21971
GFH10245	GO:0035556 GO:0009190	
GFH10248	GO:0033179 GO:1902600 GO:0015078	
GFH10249	GO:0033179 GO:1902600 GO:0015078	
GFH10260	GO:0006468 GO:0004672 GO:0005524	
GFH10261	GO:0003676	
GFH10262	GO:0005525 GO:0003924	
GFH10263	GO:0055114 GO:0000105 GO:0051287 GO:0046872 GO:0004399	
GFH10279	GO:0005852 GO:0006413 GO:0031369 GO:0003743	
GFH10280	GO:0005852 GO:0006413 GO:0031369 GO:0003743	K03252
GFH10287	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH10292	GO:0005975 GO:0004553 GO:0009341 GO:0004565	
GFH10305	GO:0006508 GO:0008234	
GFH10306	GO:0016020 GO:0008654 GO:0016780	K00995
GFH10313	GO:0005525 GO:0003924	K19372
GFH10325	GO:0005515 GO:0006606 GO:0061608	K15042
GFH10328	GO:0006468 GO:0005524 GO:0004672	
GFH10332	GO:0055085	
GFH10345	GO:0055114 GO:0051287 GO:0016616	
GFH10346	GO:0055114 GO:0051287	K00058
GFH10363	GO:0009058 GO:0016874 GO:0005524	
GFH10366	GO:0016020 GO:0008654 GO:0016780	K08744
GFH10371	GO:0061617 GO:0005743	K17784
GFH10372	GO:0005634 GO:0005524 GO:0003724 GO:0003723	
GFH10376	GO:0016020 GO:0006486 GO:0008417	
GFH10377	GO:0005515	
GFH10379	GO:0002100 GO:0008251	K01493
GFH10380	GO:0005777 GO:0007031 GO:0005524	
GFH10381	GO:0005524	
GFH10392	GO:0006298 GO:0030983 GO:0005524	K07456
GFH10394	GO:0006468 GO:0005524 GO:0004672	
GFH10402	GO:0055114 GO:0020037 GO:0016705 GO:0005506	
GFH10421	GO:0030286 GO:0007018 GO:0003777	
GFH10426	GO:0005524	
GFH10434	GO:0016757	
GFH10436	GO:0005975 GO:0004553	
GFH10441	GO:0005049	
GFH10463	GO:0005515	
GFH10478	GO:0016021 GO:0016020	
GFH10480	GO:0055114 GO:0006694 GO:0016616 GO:0003854 GO:0050662 GO:0003824	
GFH10490	GO:0006164 GO:0005525 GO:0004019	K01939
GFH10491	GO:0016887 GO:0005524	K12608
GFH10492	GO:0006164 GO:0005525 GO:0004019	K01939
GFH10497	GO:0055114 GO:0016972	K17783
GFH10502	GO:0008270	
GFH10506	GO:0005515	
GFH10509	GO:0006468 GO:0005524 GO:0004672	
GFH10511	GO:0016021 GO:0032977	K03217
GFH10514	GO:0006468 GO:0005524 GO:0004672	
GFH10522	GO:0003333	
GFH10530	GO:0005515	K11426
GFH10531	GO:0042578	
GFH10536	GO:0005515	
GFH10541	GO:0005694 GO:0006259 GO:0005524 GO:0003824 GO:0003677	K10878
GFH10548	GO:0006418 GO:0005524 GO:0004812 GO:0000166	
GFH10553	GO:0016788	K01855
GFH10558	GO:0055114 GO:0016491	K00472
GFH10560	GO:0006468 GO:0005524 GO:0004672	
GFH10561	GO:0006468 GO:0004672	
GFH10568	GO:0035556 GO:0009190	
GFH10572	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0043039	K01868
GFH10589	GO:0030117 GO:0016192 GO:0006886	K11824
GFH10590	GO:0030131 GO:0016192 GO:0006886	
GFH10594	GO:0005992 GO:0003824	K16055
GFH10595	GO:0005992 GO:0003824	
GFH10597	GO:0003860	K05605
GFH10608	GO:0005634 GO:0000808 GO:0006260	
GFH10610	GO:0035556 GO:0009190	
GFH10617	GO:0005515	K12662
GFH10621	GO:0050662 GO:0003824	K06118
GFH10624	GO:0006468 GO:0005524 GO:0004672	
GFH10632	GO:0000413 GO:0003755	K12736
GFH10633	GO:0005515	K12736
GFH10635	GO:0005515	K03797
GFH10637	GO:0030117 GO:0016192 GO:0006886 GO:0030126 GO:0005198	K17267
GFH10646	GO:0006281 GO:0005524 GO:0003697	K04482
GFH10647	GO:0033014 GO:0046872 GO:0004655	
GFH10653	GO:0006355 GO:0003700	K09286
GFH10679	GO:0016020	K22940
GFH10682	GO:0016021 GO:0055085 GO:0042626 GO:0005524	
GFH10688	GO:0016226	K09015
GFH10692	GO:0015995 GO:0046406 GO:0008168	K03428
GFH10696	GO:0005975 GO:0043169 GO:0003824 GO:0004553	K00700
GFH10699	GO:0006457 GO:0051082 GO:0005524	
GFH10706	GO:0016787	K08657
GFH10721	GO:0035556 GO:0009190	
GFH10722	GO:0035556 GO:0009190	
GFH10725	GO:0003824 GO:0009072 GO:0004334	K01555
GFH10736	GO:0000413 GO:0003755	
GFH10740	GO:0005975 GO:0004553	
GFH10748	GO:0006468 GO:0005524 GO:0004672	
GFH10749	GO:0009451 GO:0001522 GO:0009982 GO:0003723	
GFH10751	GO:0006468 GO:0005524 GO:0004672	
GFH10753	GO:0035556 GO:0009190	
GFH10759	GO:0019441 GO:0004061	
GFH10763	GO:0005515	K19656
GFH10773	GO:0003824	
GFH10777	GO:0003676	K12900
GFH10778	GO:0016020 GO:0005507 GO:0004129	K02261
GFH10788	GO:0016021 GO:0055085 GO:0042626 GO:0005524 GO:0016887	K05656
GFH10792	GO:0005975 GO:0008184	
GFH10800	GO:0005515	
GFH10807	GO:0005515	
GFH10810	GO:0016020 GO:0055085 GO:0006811 GO:0005216	
GFH10813	GO:0005524	
GFH10825	GO:0006508 GO:0004252 GO:0005525	
GFH10832	GO:0016887 GO:0005524	
GFH10833	GO:0016887 GO:0005524	
GFH10840	GO:0016021	
GFH10849	GO:0016021	K17087
GFH10851	GO:0006468 GO:0005524 GO:0004672	K17545
GFH10859	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH10863	GO:0006468 GO:0005524 GO:0004672	
GFH10864	GO:0019346 GO:0030170 GO:0009058	K01739
GFH10867	GO:0016579 GO:0036459	K11841
GFH10868	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH10869	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH10871	GO:0006096 GO:0030955 GO:0004743 GO:0000287	
GFH10872	GO:0005634 GO:0006334	
GFH10883	GO:0006468 GO:0005524 GO:0004672	
GFH10885	GO:0006457 GO:0051087 GO:0042803 GO:0000774	K03687
GFH10886	GO:0016020	
GFH10888	GO:0006260 GO:0003887 GO:0003677	
GFH10891	GO:0009058 GO:0030170	K14455
GFH10895	GO:0005839 GO:0051603 GO:0004298	
GFH10896	GO:0006418 GO:0005524 GO:0004812 GO:0000166 GO:0003676	K22503
GFH10897	GO:0005515	
GFH10898	GO:0005524 GO:0016887	
GFH10905	GO:0005525	K17065
GFH10917	GO:0055114 GO:0020037 GO:0016705 GO:0005506	
GFH10918	GO:0055114 GO:0020037 GO:0016705 GO:0005506	
GFH10921	GO:0006508 GO:0004198	K08576
GFH10923	GO:0009058 GO:0005524 GO:0016874	
GFH10926	GO:0016020 GO:0008654 GO:0016780	K08744
GFH10928	GO:0061617 GO:0005743	K17784
GFH10929	GO:0005524 GO:0003676 GO:0005634 GO:0003724 GO:0003723	K14808
GFH10932	GO:0007030	
GFH10937	GO:0045454	K03671
GFH10944	GO:0009231 GO:0008531	K00861
GFH10950	GO:0055114 GO:0016491 GO:0005515	K11450
GFH10954	GO:0003676	K12741
GFH10960	GO:0009094 GO:0004664	
GFH10965	GO:0005515	K02977
GFH10968	GO:0005779 GO:0016559	
GFH10975	GO:0035556 GO:0009190	
GFH10982	GO:0019898 GO:0009654 GO:0009523 GO:0015979 GO:0005509	K08901
GFH10984	GO:0006468 GO:0005524 GO:0004672	K07760
GFH10996	GO:0016021	K12385
GFH11000	GO:0019898 GO:0009654 GO:0009523 GO:0015979 GO:0005509	
GFH11011	GO:0005515	
GFH11014	GO:0004842	K10588
GFH11020	GO:0006468 GO:0005524 GO:0004672	
GFH11027	GO:0005515	K03355
GFH11028	GO:0005515	
GFH11037	GO:0005515	
GFH11052	GO:0007165 GO:0004114	K13293
GFH11054	GO:0055114 GO:0050660 GO:0016491	
GFH11057	GO:0003723	K18710
GFH11062	GO:0005515	
GFH11068	GO:0051082 GO:0031072	K09503
GFH11070	GO:0046983	
GFH11075	GO:0006414 GO:0003746	
GFH11077	GO:0016020	K21989
GFH11079	GO:0003824	
GFH11091	GO:0007018 GO:0008017 GO:0005524 GO:0003777	K10393
GFH11097	GO:0016746	K00627
GFH11098	GO:0000469	K14795
GFH11100	GO:0016020 GO:0071586 GO:0004197	K07052
GFH11109	GO:0006629 GO:0008081	
GFH11112	GO:0005840 GO:0006412 GO:0003735	K02955
GFH11122	GO:0005975 GO:0016773 GO:0005524	K00844
GFH11124	GO:0016491	K14171
GFH11125	GO:0005515	K19760
GFH11129	GO:0030170 GO:0008483	K00818
GFH11134	GO:0005975 GO:0016868	K00963
GFH11138	GO:0032422 GO:0000977	
GFH11171	GO:0005840 GO:0006412 GO:0003735 GO:0003723	
GFH11172	GO:0005840 GO:0006412 GO:0003735 GO:0003723	
