Gene ID	GO	KO	PFAM
SM000003S11136	GO:0000287 GO:0004743 GO:0030955 GO:0006096	K00873	PF00224 PF02887
SM000003S11137	GO:0003676	K13094	PF00076 PF17780 PF00641
SM000003S11142	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000003S11143	GO:0022857 GO:0055085 GO:0016020		PF13520 PF00324
SM000003S11144	GO:0006415 GO:0003747	K02836	PF03462 PF00472
SM000003S11145	GO:0005515	K14830	PF00400
SM000003S11147	GO:0030170 GO:0009058		PF00155
SM000003S11151	GO:0016787		PF04909
SM000003S11152	GO:0005525		PF04548
SM000003S11153	GO:0051287 GO:0004471	K00029	PF03949 PF00390
SM000003S11155	GO:0016491		PF01593 PF13450 PF01266 PF12831 PF00890
SM000003S11161	GO:0055085 GO:0016021		PF01699
SM000003S11163	GO:0048193 GO:0016020	K08500	PF09177
SM000003S11165	GO:0016021		PF00107 PF13602 PF01679 PF08240
SM000003S11166	GO:0003735 GO:0006412 GO:0005840		PF00298 PF03946
SM000003S11167	GO:0003700 GO:0006355		PF00847
SM000003S11169	GO:0004571 GO:0005509 GO:0016020	K01230	PF01532
SM000003S11174	GO:0016491 GO:0051537 GO:0010277		PF00355 PF08417
SM000003S11175	GO:0003777 GO:0005524 GO:0008017 GO:0007018	K11498	PF00225 PF16796
SM000003S11176	GO:0005506 GO:0016491 GO:0008610	K14424	PF04116
SM000003S11181	GO:0005515 GO:0008270	K11649	PF16496 PF04433 PF16495 PF00249 PF13921 PF00569
SM000003S11182	GO:0010277		PF08417
SM000003S11186	GO:0000077 GO:0030896	K10994	PF04139
SM000003S11192	GO:0006397	K13171	PF01480
SM000003S11193	GO:0015098 GO:0015689		PF16983
SM000003S11195	GO:0010181	K17759	PF03853 PF01243 PF10590 PF12766
SM000003S11196	GO:0003676	K10739	PF08784 PF01336
SM000003S11197	GO:0005216 GO:0006811 GO:0055085 GO:0016020 GO:0005515		PF13637 PF00520 PF00027 PF07885 PF00023
SM000003S11198	GO:0003849 GO:0009073	K01626	PF01474
SM000003S11202	GO:0009496 GO:0051537 GO:0042651 GO:0016491	K02636	PF08802 PF00355
SM000003S11205	GO:0016491 GO:0030976 GO:0003824 GO:0000287		PF00171 PF02776 PF02775 PF00205
SM000003S11207	GO:0016872		PF16035
SM000003S11210	GO:0003682 GO:0005524	K02603	PF01426 PF00004
SM000003S11211	GO:0005515		PF13474 PF02151
SM000003S11213	GO:0016020		PF01956
SM000003S11218	GO:0008324 GO:0006812 GO:0055085 GO:0016021		PF01545
SM000003S11219	GO:0008168 GO:0006364	K00783	PF13561 PF00106 PF02590
SM000003S11220	GO:0003860 GO:0003824		PF16113 PF00378
SM000003S11222	GO:0003755 GO:0000413	K03768	PF00160
SM000003S11223	GO:0004672 GO:0005524 GO:0006468		PF00069 PF07714
SM000003S11229	GO:0016740		PF05889
SM000003S11230	GO:0016757 GO:0016020		PF04646 PF02434
SM000003S11233	GO:0008270		PF00569
SM000003S11236	GO:0008234 GO:0006508		PF00112 PF01476
SM000003S11238	GO:0000160 GO:0000155 GO:0007165	K14489	PF02518 PF00072 PF00512 PF03924
SM000003S11239	GO:0036361 GO:0006807		PF01177
SM000003S11241	GO:0016579		PF00443 PF13423
SM000003S11242	GO:0009055 GO:0051536	K02639	PF00111
SM000003S11243	GO:0008270		PF03367
SM000003S11245	GO:0046872	K10638	PF02182 PF13445 PF00097
SM000004S14874	GO:0007034	K12197	PF03357
SM000004S14875	GO:0017150 GO:0050660 GO:0008033	K05542	PF01207
SM000004S14876	GO:0000278 GO:0000775 GO:0005634	K11578	PF06248
SM000004S14881	GO:0005515		PF13418 PF01344 PF13964 PF13415 PF13854 PF07646
SM000004S14882	GO:0004427 GO:0009678 GO:1902600 GO:0016020	K23025	PF03030
SM000004S14883	GO:0004332 GO:0006096	K01623	PF00274
SM000004S14885	GO:0003723 GO:0008173 GO:0006396		PF00588
SM000004S14889	GO:0005515		PF00400
SM000004S14890	GO:0030599 GO:0042545 GO:0006629		PF01095 PF01734
SM000004S14891	GO:0003735 GO:0006412 GO:0005840	K02973	PF00164
SM000004S14892	GO:0003690 GO:0006355 GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0004817 GO:0006423 GO:0005737	K01883	PF01406 PF02536 PF09334 PF09190
SM000004S14893	GO:0045454	K09584	PF00085 PF13848
SM000004S14896	GO:0003690 GO:0006355	K15032	PF02536
SM000004S14899	GO:0016757 GO:0016021		PF09258
SM000004S14905	GO:0003743 GO:0006413	K15027	PF01253 PF17832
SM000004S14906	GO:0006260 GO:0005634 GO:0043625	K03504	PF09507
SM000004S14907	GO:0009055		PF02298
SM000004S14910	GO:0015031 GO:0042147 GO:0030906 GO:0005524 GO:0016887	K14572	PF03635 PF07728 PF17867 PF17865 PF07726
SM000004S14913	GO:0003700 GO:0006355	K09286	PF00847
SM000004S14914	GO:0005515		PF13181
SM000004S14917	GO:0005515	K10599	PF08606 PF00400
SM000004S14919	GO:0070569	K00963	PF01704
SM000004S14922	GO:0004672 GO:0006468 GO:0005524		PF07714 PF14381 PF00069
SM000004S14925	GO:0003700 GO:0006355		PF00847
SM000004S14927	GO:0003700 GO:0006355		PF00847
SM000004S14928	GO:0003735 GO:0006412 GO:0005840		PF00886
SM000004S14930	GO:0003824		PF00501 PF00668 PF13193
SM000004S14931	GO:0003824 GO:0030976 GO:0000287	K12261	PF00501 PF02776 PF00205 PF02775 PF13193
SM000004S14933	GO:0005515	K14003	PF00400
SM000004S14934	GO:0003676 GO:0008270	K17578	PF00098 PF14392
SM000004S14935	GO:0004672 GO:0005524 GO:0006468	K02178	PF08311 PF00069
SM000004S14939	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05658	PF00664 PF00005
SM000004S14941	GO:0055085 GO:0016021 GO:0005509		PF03457 PF01699 PF00628 PF13499 PF13202
SM000004S14942	GO:0005515		PF12796 PF00023 PF13606 PF13637 PF13857 PF09762
SM000004S14944	GO:0030599 GO:0042545		PF01095
SM000004S14947	GO:0003678 GO:0005524	K11338	PF06068 PF17856
SM000004S14949	GO:0000155 GO:0007165 GO:0000160		PF02518 PF00512 PF00072
SM000004S14951	GO:0003676	K09191	PF00096
SM000004S14954	GO:0008184 GO:0005975	K00688	PF00343
SM000004S14955	GO:0003700 GO:0006355	K09286	PF00847
SM000004S14956	GO:0051087		PF02179
SM000004S14957	GO:0006352	K11254	PF15511 PF02969
SM000004S14963	GO:0022857 GO:0055085	K13783	PF07690
SM000004S14964	GO:0003735 GO:0006412 GO:0005840	K02889	PF01157
SM000004S14965	GO:0003883 GO:0006221 GO:0016787	K01937	PF06418 PF00117 PF07722
SM000004S14966	GO:0008168 GO:0006364		PF04452
SM000004S14967	GO:0003735 GO:0006412 GO:0005840	K02980	PF00253
SM000004S14969	GO:0003676 GO:0005524		PF00271 PF00270
SM000004S14970	GO:0005524	K03062	PF00004 PF17862 PF16450 PF07724
SM000004S14971	GO:0016021	K13347	PF04117
SM000004S14972	GO:0016020		PF01061 PF12698
SM000004S14973	GO:0003677 GO:0006334 GO:0000786 GO:0042025	K11275	PF00538
SM000004S14974	GO:0006486 GO:0016020		PF01762
SM000004S14975	GO:0003677 GO:0000786	K11251	PF16211 PF00125 PF00808
SM000004S14976	GO:0003777 GO:0005524 GO:0008017 GO:0007018		PF00225
SM000004S14980	GO:0003824	K01897	PF00501 PF14215
SM000004S14981	GO:0015743 GO:0022857 GO:0055085 GO:0005886		PF11744 PF13515 PF04632
SM000004S14982	GO:0003735 GO:0006412 GO:0005840		PF01667
SM000004S14983	GO:0004650 GO:0005975		PF00295
SM000004S14984	GO:0003697		PF00436
SM000004S14987	GO:0009055 GO:0051536	K22071	PF00111 PF01124
SM000004S14992	GO:0005524 GO:0046872	K15083	PF00176 PF00271 PF00097
SM000004S14994	GO:0004298 GO:0051603 GO:0005839	K02732	PF00227
SM000004S14995	GO:0044237	K03680	PF01008
SM000004S14996	GO:0005524	K09497	PF00118
SM000004S14997	GO:0005515		PF00400
SM000004S14998	GO:0006886 GO:0005801 GO:0016020 GO:0003676 GO:0003723	K20290	PF04136 PF16275 PF00076 PF00013
SM000004S15001	GO:0005096		PF01412
SM000004S15002	GO:0003735 GO:0006412 GO:0005840		PF01084
SM000004S15004	GO:0016746	K13513	PF01553 PF16076
SM000004S15005	GO:0004356 GO:0006807 GO:0016787 GO:0006542		PF00120 PF04909 PF16952
SM000004S15006	GO:0003676 GO:0005524	K14779	PF00270 PF00271
SM000004S15009	GO:0005524 GO:0035299	K10572	PF06090
SM000004S15010	GO:0004652 GO:0043631 GO:0003723 GO:0016779	K14376	PF04928 PF04926 PF01909
SM000004S15011	GO:0008080	K22450	PF00583 PF13673 PF13508
SM000004S15013	GO:0008081 GO:0006629		PF03009
SM000004S15014	GO:0005515	K11806	PF04158 PF00400
SM000004S15015	GO:0005515	K16803	PF12348 PF02985
SM000004S15017	GO:0000166 GO:0004813 GO:0005524 GO:0006419 GO:0003676 GO:0004812 GO:0043039	K01872	PF01411 PF00153 PF02272 PF07973
SM000004S15018	GO:0003735 GO:0019843 GO:0006412 GO:0005840	K02990	PF01250
SM000004S15019	GO:0008374 GO:0006629	K00679	PF02450
SM000004S15020	GO:0046872		PF00642
SM000004S15021	GO:0003980 GO:0006486	K11718	PF18404 PF18402 PF18401 PF18403 PF18400 PF06427
SM000004S15022	GO:0003729 GO:0006378 GO:0005849		PF13869
SM000004S15027	GO:0046873 GO:0030001 GO:0055085 GO:0016020	K14709	PF02535
SM000004S15028	GO:0032266 GO:0043130	K12190	PF04157 PF11605
SM000004S15032	GO:0006355	K11644	PF16879 PF02671 PF08295
SM000004S15033	GO:0006281 GO:0003684	K03509	PF00817 PF11799
SM000004S15034	GO:0008168 GO:0006412		PF09243 PF00226
SM000004S15036	GO:0004386	K20101	PF04408 PF07717 PF00271
SM000004S15037	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0004832 GO:0006438 GO:0005737 GO:0002161	K01873	PF00133 PF08264 PF09334 PF10458 PF13603
SM000004S15039	GO:0016627 GO:0005737	K00207	PF01180
SM000004S15040	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
SM000004S15041	GO:0000077 GO:0042025	K02830	PF02144
SM000004S15042	GO:0003735 GO:0006412 GO:0005840	K02926	PF00573
SM000004S15043	GO:0005515	K00799	PF13417 PF13409 PF02798 PF00043
SM000004S15047	GO:0004842 GO:0006996 GO:0016567	K15688	PF12483 PF13920 PF14447
SM000004S15048	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01892	PF13393 PF00587 PF03129
SM000004S15050	GO:0004784 GO:0046872 GO:0006801	K04564	PF02777 PF00081
SM000004S15051	GO:0004672 GO:0006468		PF07714
SM000004S15052	GO:0005524 GO:0016887		PF00005 PF12698 PF13304
SM000004S15054	GO:0003755	K09578	PF00639 PF13616 PF13145
SM000004S15055	GO:0003824 GO:0004334 GO:0009072	K01555	PF01557 PF09298
SM000004S15061	GO:0019825		PF01152
SM000004S15062	GO:0004329 GO:0005524	K01938	PF01268
SM000004S15064	GO:0005515		PF02141 PF00400 PF03456
SM000004S15066	GO:0016579 GO:0004843		PF00443 PF06337 PF13423
SM000004S15067	GO:0005524 GO:0016887		PF00005 PF12698
SM000004S15068	GO:0003735 GO:0006412 GO:0005840	K02893	PF03939 PF00276
SM000004S15070	GO:0003677 GO:0006355		PF00046 PF05920
SM000004S15071	GO:0004553 GO:0005975		PF01055 PF13802
SM000004S15072	GO:0055085 GO:0016021	K13754	PF01699
SM000004S15075	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0003676 GO:0005515	K01876	PF00152 PF01336 PF02938 PF12657 PF00400
SM000004S15076	GO:0006629		PF01764
SM000004S15077	GO:0016491		PF01593 PF13450 PF00890 PF03486
SM000004S15079	GO:0008234 GO:0006508		PF00112 PF01476
SM000004S15080	GO:0016020		PF02325
SM000004S15081	GO:0003677 GO:0005515		PF08755 PF02151
SM000004S15082	GO:0016702 GO:0046872	K00454	PF00305
SM000004S15086	GO:0003676	K14398	PF00076
SM000004S15089	GO:0009058	K13950	PF00425 PF00117 PF04715
SM000004S15090	GO:0003676		PF00076
SM000004S15094	GO:0003713		PF05030
SM000004S15096	GO:0006886 GO:0006888 GO:0030127 GO:0008270	K14006	PF04811 PF08033 PF04815 PF04810 PF00626
SM000004S15097	GO:0051287 GO:0050661		PF02826 PF03446
SM000004S15099	GO:0003677 GO:0006334 GO:0000786 GO:0042025		PF00538
SM000004S15100	GO:0016020		PF13967 PF02714 PF14703
SM000004S15101	GO:0005634	K14514	PF04873
SM000004S15103	GO:0016409		PF01529
SM000004S15105	GO:0005524 GO:0009058	K01930	PF08245
SM000004S15107	GO:0016226		PF01458
SM000004S15110	GO:0005515		PF00515 PF07719 PF13181
SM000004S15113	GO:0046873 GO:0030001 GO:0055085 GO:0016020		PF02535
SM000004S15115	GO:0005509 GO:0055085 GO:0016021		PF13499 PF13202 PF01699 PF13833
SM000004S15117	GO:0003824 GO:0051536		PF04055 PF13394
SM000004S15120	GO:0003700 GO:0006355	K09286	PF00847
SM000004S15122	GO:0008324 GO:0006812 GO:0055085 GO:0016021		PF01545 PF16916
SM000004S15124	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF02469
SM000004S15126	GO:0008641	K10685	PF00899 PF14732 PF10585
SM000004S15127	GO:0042254	K14815	PF17777 PF00466
SM000004S15128	GO:0045454		PF00085
SM000004S15131	GO:0008108 GO:0006012		PF01087 PF02744 PF16268
SM000004S15133	GO:0004672 GO:0006468 GO:0005524 GO:0005515		PF07714 PF00069 PF13855 PF08263
SM000004S15134	GO:0003677 GO:0006351	K03023	PF08221 PF02002 PF05645
SM000004S15139	GO:0005049 GO:0006886	K14290	PF08767 PF08389 PF18787 PF18784 PF18777 PF03810
SM000004S15140	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05662	PF00664 PF00005
SM000004S15147	GO:0015297 GO:0042910 GO:0055085 GO:0016020		PF01554 PF14667
SM000004S15150	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
SM000004S15151	GO:0000166 GO:0004812 GO:0005524 GO:0006418 GO:0016817	K01870	PF00133 PF08264 PF09334 PF18147 PF12513 PF00271
SM000004S15156	GO:0004671 GO:0006481 GO:0016021	K00587	PF04140 PF04191
SM000004S15157	GO:0008168	K14191	PF00398 PF13649 PF08241
SM000004S15158	GO:0005515	K14011	PF09409 PF00789
SM000004S15159	GO:0003899 GO:0006351 GO:0046983	K03027	PF01193 PF01000
SM000005S17091	GO:0005096 GO:0005515	K12489	PF01412 PF16746 PF00169 PF12796 PF13857 PF13606 PF00023 PF13637
SM000005S17100	GO:0005524	K13339	PF00004
SM000005S17101	GO:0005524 GO:0016887 GO:0042626 GO:0055085 GO:0016021		PF00005 PF00664
SM000005S17103	GO:0008641	K10685	PF00899 PF14732 PF10585
SM000005S17107	GO:0003677 GO:0006351	K03023	PF08221 PF02002 PF05645
SM000005S17108	GO:0005509 GO:0055085 GO:0016021		PF13499 PF00036 PF13202 PF13405 PF01699 PF13833
SM000005S17109	GO:0003824 GO:0051536		PF04055 PF13394
SM000005S17111	GO:0008108 GO:0006012		PF01087 PF02744 PF16268
SM000005S17115	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887	K05662	PF00664 PF00005
SM000005S17119	GO:0005049 GO:0006886	K14290	PF08767 PF08389 PF18787 PF18784 PF03810
SM000005S17120	GO:0042254		PF17777 PF00466
SM000005S17121	GO:0045454		PF00085
SM000005S17130	GO:0015297 GO:0042910 GO:0055085 GO:0016020		PF01554 PF14667
SM000005S17131	GO:0004672 GO:0006468 GO:0005524 GO:0005515		PF07714 PF00069 PF13855 PF08263 PF00560
SM000005S17132	GO:0000166 GO:0004812 GO:0005524 GO:0006418	K01870	PF00133 PF08264 PF09334 PF06827
SM000005S17133	GO:0016817	K17675	PF18147 PF12513 PF00271
SM000005S17134	GO:0005515	K15176	PF07719 PF13432 PF13181 PF13176 PF13174
SM000005S17137	GO:0008168	K14191	PF00398 PF13649 PF08241
SM000005S17139	GO:0004671 GO:0006481 GO:0016021	K00587	PF04140 PF04191
SM000005S17140	GO:0003899 GO:0006351 GO:0046983	K03027	PF01193 PF01000
SM000005S17144	GO:0008168	K05931	PF13649 PF05185 PF08241 PF06325
SM000005S17145	GO:0008138 GO:0016311	K01110	PF00782
SM000005S17146	GO:0003824	K01897	PF00501
SM000005S17153	GO:0004252 GO:0016021		PF01694
SM000005S17154	GO:0006352 GO:0005669	K03126	PF03847
SM000005S17157	GO:0005515	K07393	PF13409 PF13410 PF00043
SM000005S17160	GO:0005524 GO:0042626 GO:0055085 GO:0016021 GO:0016887 GO:1904680 GO:0015833		PF06472 PF00005 PF05992
SM000005S17161	GO:0015031		PF02416
SM000005S17162	GO:0003735 GO:0006412 GO:0005840	K02879	PF01196
SM000005S17166	GO:0003824 GO:0003854 GO:0016616 GO:0006694	K15891	PF01370 PF13460 PF01073 PF16363 PF07993 PF05368
SM000005S17169	GO:0008236 GO:0006508 GO:0005515	K03797	PF03572 PF17820 PF13180 PF00595
SM000005S17174	GO:0016846		PF04828
SM000005S17176	GO:0002098 GO:0033588	K11373	PF04762
SM000005S17180	GO:0003723 GO:0009982 GO:0001522 GO:0009451		PF00849
SM000005S17183	GO:0005506 GO:0016705 GO:0020037	K24543	PF00067
SM000005S17187	GO:0003924 GO:0005525	K07889	PF00071 PF08477 PF00025
SM000005S17190	GO:0022857 GO:0055085 GO:0016020 GO:0016021		PF00939 PF03600
SM000005S17192	GO:0008430		PF05694
SM000005S17194	GO:0003746 GO:0006414		PF00889
SM000005S17196	GO:0008080 GO:0016747		PF13673 PF00583 PF08445
SM000005S17202	GO:0005524		PF00004
SM000005S17204	GO:0004488		PF02882 PF00763 PF02423
SM000005S17206	GO:0047746 GO:0015996 GO:0016787 GO:0003847 GO:0016042	K08099	PF07224 PF12740 PF01738 PF03403
SM000005S17208	GO:0046872		PF02862
SM000005S17209	GO:0004198 GO:0006508	K08582	PF00648 PF01067
SM000005S17211	GO:0003712 GO:0006357 GO:0016592	K15164	PF18296 PF06333
SM000005S17215	GO:0016757 GO:0016021		PF09258 PF01501
SM000005S17217	GO:0004553 GO:0005975 GO:0016798		PF00331 PF02018
SM000005S17219	GO:0016746	K13523	PF16076 PF01553
SM000005S17223	GO:0005515		PF00043 PF02798 PF13409 PF13417 PF14497 PF13410
SM000005S17224	GO:0005515		PF12937 PF00646
SM000005S17225	GO:0004197 GO:0071586 GO:0016020	K07052	PF02517
SM000005S17227	GO:0005515 GO:0004672 GO:0006468		PF12819 PF13855 PF11721 PF07714
SM000005S17228	GO:0046961 GO:1902600 GO:0033178	K02150	PF01991
SM000005S17229	GO:0008312 GO:0006614 GO:0048500		PF02810 PF02978
SM000005S17230	GO:0005515		PF12819 PF11721 PF13855
SM000005S17231	GO:0016491		PF01408 PF02894
SM000005S17232	GO:0003676 GO:0005515		PF02171 PF16486 PF02170 PF08699 PF16488 PF16487
SM000005S17234	GO:0003924	K03531	PF00091 PF12327
SM000005S17235	GO:0005524 GO:0016887	K06184	PF00005
SM000005S17236	GO:0003712 GO:0006355 GO:0016592	K15153	PF05669
SM000005S17237	GO:0008685 GO:0016114		PF02542
SM000005S17238	GO:0005515 GO:0004842 GO:0016567		PF00514 PF04564
SM000005S17240	GO:0004222 GO:0006508		PF01435
SM000005S17242	GO:0045454 GO:0009055 GO:0015035		PF00085 PF00462
SM000005S17244	GO:0046983		PF00010
SM000005S17245	GO:0016021		PF03248
SM000005S17246	GO:0008081 GO:0006281 GO:0005634	K10862	PF06087
SM000005S17249	GO:0005247 GO:0006821 GO:0055085 GO:0016020		PF00654
SM000005S17254	GO:0003729 GO:0006376 GO:0005685		PF03194
SM000005S17256	GO:0070072	K23952	PF09446
SM000005S17257	GO:0016491		PF00171
SM000005S17258	GO:0004252 GO:0006508 GO:0005515		PF13365 PF00089 PF13180
SM000005S17259	GO:0015031 GO:0016020		PF00344
SM000005S17261	GO:0046872	K12836	PF00642
SM000005S17262	GO:0016491 GO:0030151	K10534	PF00174 PF03404 PF00970 PF00175 PF00173
SM000005S17263	GO:0003690 GO:0006355	K15032	PF02536
SM000005S17267	GO:0003824	K01115	PF12357 PF00614 PF00168 PF13091
SM000005S17270	GO:0003755	K01802	PF00254
SM000005S17272	GO:0016491 GO:0020037 GO:0051536	K00366	PF01077 PF03460
SM000005S17273	GO:0022857 GO:0055085 GO:0016020		PF01226
SM000005S17274	GO:0003735 GO:0006412 GO:0005840	K02962	PF00833
SM000005S17276	GO:0004556 GO:0005509 GO:0005975	K01176	PF07821
SM000005S17277	GO:0003723 GO:0003735 GO:0006412 GO:0005840	K02988	PF00333 PF03719
SM000005S17280	GO:0004143 GO:0007205 GO:0016301	K00901	PF00609 PF00781
SM000005S17283	GO:0004553 GO:0009254 GO:0019867		PF06725
SM000005S17285	GO:0046873 GO:0030001 GO:0016020	K21398	PF01566
SM000005S17286	GO:0003676	K12890	PF00076
SM000005S17287	GO:0005216 GO:0006811 GO:0055085 GO:0016020 GO:0005515	K21867	PF12796 PF00520 PF13637 PF13857 PF11834 PF13606 PF00023 PF00027 PF07885
SM000005S17288	GO:0004637 GO:0009113	K01945	PF01071 PF02844 PF02843
SM000005S17289	GO:0005509 GO:0015979 GO:0009523 GO:0009654 GO:0019898		PF01789
SM000005S17290	GO:0005216 GO:0006811 GO:0055085 GO:0016020 GO:0005515		PF00520 PF12796 PF13637 PF11834 PF00023 PF00027 PF13606 PF07885
SM000005S17292	GO:0004197 GO:0071586 GO:0016020	K07052	PF02517
SM000005S17295	GO:0008168		PF06325 PF13847 PF05175
SM000005S17299	GO:0016872		PF16035 PF16036
SM000005S17302	GO:0016020		PF03348
SM000005S17303	GO:0016747	K00626	PF00108 PF02803 PF00109
SM000005S17305	GO:0016491 GO:0010181		PF00667 PF00258 PF00175
SM000005S17307	GO:0004298 GO:0051603 GO:0005839 GO:0004175 GO:0006511 GO:0019773	K02731	PF00227 PF10584
SM000005S17309	GO:0003777 GO:0005524 GO:0008017 GO:0007018	K10393	PF00225 PF16796
SM000005S17310	GO:0055085 GO:0016020 GO:0022857 GO:0006811		PF00324 PF03522
SM000005S17311	GO:0003723 GO:0009982 GO:0001522 GO:0009451	K06176	PF01142
SM000005S17312	GO:0016787	K18447	PF00293
SM000005S17313	GO:0005515		PF13855 PF00560 PF08263
SM000005S17316	GO:0005515		PF14604 PF00018
SM000005S17317	GO:0005094 GO:0005737	K12462	PF02115
SM000005S17318	GO:0000287 GO:0004749 GO:0009165 GO:0009116	K00948	PF13793 PF14572 PF00156
SM000005S17320	GO:0003857 GO:0016491 GO:0006631		PF00725
SM000005S17322	GO:0005515 GO:0005524 GO:0051276 GO:0005694	K06674	PF02463 PF06470 PF13476
SM000005S17323	GO:0022857 GO:0055085	K08193	PF07690
SM000005S17324	GO:0016616 GO:0016491	K00051	PF02866 PF00056
SM000005S17331	GO:0035556 GO:0009055 GO:0015035 GO:0045454		PF04784 PF00610 PF00462
SM000005S17339	GO:0016491	K17871	PF07992
SM000005S17341	GO:0003676		PF13821 PF01585
SM000005S17342	GO:0005515	K15223	PF02201 PF08766
SM000005S17344	GO:0000049 GO:0004812 GO:0005524 GO:0043039	K01889	PF01409 PF03147
SM000006S19317	GO:0005759	K15414	PF02330
SM000006S19320	GO:0003676 GO:0005524	K17679	PF00270 PF00271
SM000006S19321	GO:0003735 GO:0005739		PF16053
SM000006S19323	GO:0005515		PF12796 PF13637 PF13857 PF00023 PF13606
SM000006S19324	GO:0003755 GO:0000413		PF00160
SM000006S19325	GO:0006487 GO:0034998		PF05251
SM000006S19328	GO:0032012	K13462	PF01369 PF12783 PF16213 PF09324
SM000006S19333	GO:0004869		PF16845 PF00031
SM000006S19335	GO:0016579 GO:0008270	K11844	PF00443 PF02148
SM000006S19336	GO:0003723	K17943	PF00806
SM000006S19337	GO:0003723	K03681	PF15985
SM000006S19339	GO:0030599 GO:0042545	K01051	PF01095
SM000006S19340	GO:0016491		PF01593 PF13450 PF00890 PF01266
SM000006S19341	GO:0004190 GO:0016021		PF04258
SM000006S19343	GO:0005524 GO:0016887	K06158	PF00005 PF12848
SM000006S19344	GO:0004672 GO:0006468 GO:0005524		PF07714 PF00069 PF17667
SM000006S19345	GO:0004197 GO:0071586 GO:0016020		PF02517
SM000006S19346	GO:0005634	K12829	PF04037 PF04046
SM000006S19348	GO:0005548 GO:0015914		PF02121 PF04784
SM000006S19349	GO:0003676		PF00575
SM000006S19350	GO:0003824 GO:0003852 GO:0009098	K01649	PF00682 PF08502
SM000006S19351	GO:0046556 GO:0046373	K01209	PF06964
SM000006S19352	GO:0016620	K05298	PF02800 PF00044
SM000006S19353	GO:0005515		PF00856
SM000006S19357	GO:0004683 GO:0005516 GO:0006468	K13800	PF00406 PF13207 PF08332
SM000006S19358	GO:0008236 GO:0006508 GO:0005515	K03797	PF03572 PF17820 PF00595
SM000006S19363	GO:0003824	K01711	PF16363 PF01370
SM000006S19365	GO:0003677	K11292	PF14633 PF14635 PF14639 PF14641
SM000006S19366	GO:0004488		PF02882 PF00763
SM000006S19367	GO:0003677 GO:0003899 GO:0006351	K03010	PF00562 PF04563 PF04561 PF04560 PF04565 PF04566 PF04567
SM000006S19368	GO:0022857 GO:0055085	K02575	PF07690
SM000006S19370	GO:0008168		PF08241
SM000006S19371	GO:0003735 GO:0019843 GO:0006412 GO:0005840		PF01250
SM000006S19374	GO:0008081 GO:0006281 GO:0005634		PF06087
SM000006S19377	GO:0003677		PF08755
SM000006S19378	GO:0005524 GO:0046034 GO:1902600	K02133	PF00006 PF02874
SM000006S19383	GO:0003910 GO:0005524 GO:0006281 GO:0006310 GO:0003677	K10747	PF01068 PF04675 PF07522 PF04679
