Gene ID	GO	KOG	ENZYME
ostta01g05700	GO:0000105 GO:0004399 GO:0008270 GO:0051287 GO:0008152 GO:0016491	KOG2697	1.1.1.23
ostta01g05710	GO:0031072	KOG0714	
ostta01g05750	GO:0016021	KOG1944	
ostta01g05760	GO:0006790	KOG3474	
ostta01g05770	GO:0006508 GO:0008234	KOG1543	
ostta01g05820	GO:0005576	KOG1425	
ostta01g05830	GO:0004089 GO:0008270 GO:0015976	KOG1578	4.2.1.1
ostta01g05840	GO:0003723 GO:0006396 GO:0008173		
ostta01g05850	GO:0008152 GO:0008967 GO:0008531 GO:0009231	KOG3110	2.7.1.26
ostta01g05870	GO:0004596	KOG1156	2.3.1.88
ostta01g05880	GO:0015031	KOG3232	
ostta01g05890	GO:0008152 GO:0016491	KOG1208	
ostta01g05910	GO:0008152 GO:0016491 GO:0008667 GO:0009239 GO:0004344 GO:0018446 GO:0018447 GO:0018448 GO:0018449 GO:0018450 GO:0042469 GO:0045703	KOG1208	1.1.-.-
ostta01g05920	GO:0004799 GO:0006231 GO:0004146 GO:0006545 GO:0009165 GO:0006730	KOG0673	
ostta01g05930	GO:0008152 GO:0016491 GO:0004344 GO:0018446 GO:0018447 GO:0018448 GO:0018449 GO:0018450 GO:0042469 GO:0045703	KOG1208	1.1.-.-
ostta01g05950	GO:0004344 GO:0018446 GO:0018447 GO:0018448 GO:0018449 GO:0018450 GO:0042469 GO:0045703	KOG1208	1.1.-.-
ostta01g05990	GO:0016491	KOG4254	
ostta01g06000	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG3280	
ostta01g06010	GO:0005622 GO:0005730 GO:0008283	KOG2481	
ostta01g06040	GO:0016021 GO:0008158 GO:0016020	KOG3664	
ostta01g06050	GO:0003677		
ostta01g06080	GO:0005525	KOG1487	
ostta01g06100	GO:0016020		
ostta01g06110	GO:0016020	KOG1134	
ostta01g06120	GO:0003677 GO:0003899 GO:0034062	KOG0215	2.7.7.6
ostta01g06140	GO:0003824 GO:0008152 GO:0008756	KOG1177	6.2.1.26
ostta01g06150	GO:0005634	KOG0653	
ostta01g06170	GO:0020037 GO:0046914	KOG0537	
ostta01g06210	GO:0018025	KOG2793	2.1.1.60
ostta01g06220	GO:0005643 GO:0006810	KOG1964	
ostta01g06230	GO:0016787		
ostta01g06240	GO:0003950	KOG4177	2.4.2.30
ostta01g06260	GO:0008080 GO:0008152		
ostta01g06270	GO:0016787 GO:0047429	KOG3222	3.6.1.19
ostta01g06290	GO:0008531 GO:0009231	KOG3110	2.7.1.26
ostta01g06310	GO:0000156 GO:0000160 GO:0006355		
ostta01g06330	GO:0005524 GO:0005694 GO:0006259	KOG0979	
ostta01g06340	GO:0000786 GO:0003677 GO:0005634 GO:0006334	KOG3467	
ostta01g06350	GO:0000786 GO:0003677 GO:0005634 GO:0006334	KOG3467	
ostta01g06390	GO:0003937 GO:0004643 GO:0006164 GO:0003824	KOG2555	
ostta01g06400	GO:0000245 GO:0005634		
ostta01g06430	GO:0003824 GO:0008152 GO:0008935 GO:0009234	KOG1680	4.1.3.36
ostta01g06450	GO:0004806 GO:0006629		
ostta01g06460	GO:0008152 GO:0008967 GO:0000121	KOG2914	3.1.3.21
ostta01g06470	GO:0003913 GO:0006281 GO:0003904	KOG0133	4.1.99.3
ostta01g06520	GO:0009058 GO:0016788 GO:0047381		3.1.2.21
ostta01g06540	GO:0005509	KOG0032	
ostta01g06610	GO:0008121 GO:0016020	KOG1671	
ostta01g06620	GO:0005525 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0076	6.3.2.19
ostta01g06630	GO:0016020	KOG1441	
ostta01g06640	GO:0005216 GO:0006811 GO:0016020	KOG2301	
ostta01g06660	GO:0000036 GO:0006633 GO:0004320 GO:0016295 GO:0016296 GO:0016297		3.1.2.14
ostta01g06680	GO:0000166 GO:0017111		
ostta10g00010	GO:0003723 GO:0005622 GO:0006396 GO:0005634 GO:0006397	KOG1070	
ostta10g00020	GO:0005488	KOG2081	
ostta10g00030	GO:0008152 GO:0016787 GO:0004620 GO:0016298 GO:0018731 GO:0018732 GO:0018733 GO:0018734	KOG1516	3.1.1.-
ostta10g00080	GO:0003676 GO:0004386 GO:0005524 GO:0008026 GO:0016818	KOG0947	
ostta10g00100	GO:0000166 GO:0004812 GO:0005524 GO:0005737 GO:0006412 GO:0006418 GO:0004817 GO:0006423	KOG2007	6.1.1.16
ostta10g00110	GO:0005506 GO:0016226 GO:0051536	KOG2358	
ostta10g00140	GO:0005488	KOG4524	
ostta10g00150	GO:0003676 GO:0005524 GO:0008026 GO:0004386	KOG0331	
ostta10g00160	GO:0004222 GO:0006508	KOG2090	3.4.24.59
ostta10g00170	GO:0004597	KOG2132	1.14.11.16
ostta10g00190	GO:0008270		
ostta10g00220	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG4155	6.3.2.19
ostta10g00230	GO:0006457 GO:0031072 GO:0051082 GO:0005524 GO:0009408	KOG0715	
ostta10g00250	GO:0003743 GO:0006413		
ostta10g00260	GO:0003824 GO:0005975 GO:0043169 GO:0004556 GO:0005509	KOG0471	
ostta10g00290	GO:0000103 GO:0004781 GO:0009336	KOG0636	2.7.7.4
ostta10g00300	GO:0005515 GO:0005524 GO:0044267	KOG0356	
ostta10g00310	GO:0003896 GO:0006260		
ostta10g00320	GO:0003676 GO:0005524 GO:0008026 GO:0004386	KOG0342	
ostta10g00350	GO:0005975 GO:0016758 GO:0030246 GO:0030259 GO:0004577	KOG3349	2.4.1.141
ostta10g00360	GO:0004518 GO:0006281 GO:0008853	KOG1294	3.1.11.2
ostta10g00370	GO:0008610 GO:0008825	KOG1269	2.1.1.79
ostta10g00380	GO:0005525	KOG2486	
ostta10g00390	GO:0046907		
ostta10g00420	GO:0006457 GO:0051082 GO:0005524	KOG0019	
ostta10g00430	GO:0003676 GO:0008270 GO:0003711 GO:0006357	KOG1105	
ostta10g00450	GO:0016021 GO:0005509 GO:0008158 GO:0016020	KOG3664	
ostta10g00500	GO:0003824 GO:0005975 GO:0030246		
ostta10g00520	GO:0003924 GO:0005525 GO:0000810 GO:0004787 GO:0008413 GO:0008758 GO:0008796 GO:0008828 GO:0016462 GO:0019176 GO:0019177 GO:0043141		3.6.1.-
ostta10g00540	GO:0005525 GO:0006614 GO:0008312 GO:0016020 GO:0000166 GO:0017111 GO:0048500	KOG0780	
ostta10g00550	GO:0006508 GO:0008236 GO:0008234	KOG2182	3.4.-.-
ostta10g00565	GO:0003676	KOG3152	
ostta10g00580	GO:0004076 GO:0009102 GO:0003824 GO:0051536	KOG2900	2.8.1.6
ostta10g00600	GO:0003676 GO:0008168 GO:0032259		
ostta10g00630	GO:0000166 GO:0017111 GO:0005524 GO:0008568	KOG0739	3.6.4.3
ostta10g00640	GO:0003910 GO:0005524 GO:0006260 GO:0006281 GO:0006310 GO:0003677	KOG0967	
ostta10g00650	GO:0006281 GO:0003720 GO:0003724 GO:0003887 GO:0003896 GO:0004779 GO:0008192 GO:0008193 GO:0008905 GO:0033677 GO:0043338 GO:0043814	KOG2093	2.7.7.-
ostta10g00670	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0601	
ostta10g00680	GO:0003777 GO:0005524 GO:0005875 GO:0007018	KOG0239	
ostta10g00690	GO:0050236	KOG1575	1.1.1.65
ostta10g00740	GO:0008152 GO:0005515 GO:0004742 GO:0030523	KOG0557	2.3.1.12
ostta10g00760	GO:0016787	KOG3041	
ostta10g00770	GO:0008152 GO:0016740 GO:0009058 GO:0016769 GO:0030170 GO:0008710	KOG1359	2.3.1.47
ostta10g00780	GO:0004497 GO:0006725 GO:0008152 GO:0016491 GO:0006744 GO:0016709 GO:0050660 GO:0008688 GO:0018471 GO:0018630 GO:0018631 GO:0018632 GO:0018633 GO:0018634 GO:0018635 GO:0018636 GO:0018637 GO:0018638 GO:0018639 GO:0018640 GO:0018641 GO:0018642 GO:0018643 GO:0018644 GO:0018646 GO:0018647 GO:0018648 GO:0018649 GO:0018650 GO:0018651 GO:0018652 GO:0018653 GO:0018654 GO:0018655 GO:0018656 GO:0018657 GO:0019113 GO:0043719 GO:0043731	KOG3855	1.14.13.-
ostta10g00790	GO:0005215 GO:0006810 GO:0016020	KOG0254	
ostta10g00810	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0278	6.3.2.19
ostta10g00820	GO:0003824 GO:0016020 GO:0047874	KOG3146	3.6.1.43
ostta10g00830	GO:0015078 GO:0016469 GO:0015986 GO:0046933 GO:0046961 GO:0005737 GO:0008553 GO:0015988 GO:0045259	KOG1351	3.6.3.14
ostta10g00840	GO:0006464	KOG3493	
ostta10g00850	GO:0016787		
ostta10g00860	GO:0008270	KOG0509	
ostta10g00910	GO:0005215 GO:0006810 GO:0016020		
ostta10g00920	GO:0020037 GO:0046914 GO:0016491 GO:0030151	KOG0535	
ostta10g00930	GO:0016491 GO:0020037 GO:0051536 GO:0048307	KOG0560	1.7.7.1
ostta10g00960	GO:0005215 GO:0006810 GO:0016021		
ostta10g00970	GO:0003824 GO:0046872 GO:0051539 GO:0051536 GO:0006777 GO:0019008	KOG2876	
ostta10g00990	GO:0003824	KOG2017	
ostta10g01000	GO:0020037 GO:0046914	KOG0537	
ostta10g01020	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0603	
ostta10g01030	GO:0004535	KOG0620	3.1.13.4
ostta10g01040	GO:0008146		
ostta10g01050	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0580	
ostta10g01070	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG1426	6.3.2.19
ostta10g01090	GO:0003824 GO:0008152		
ostta10g01100	GO:0003755 GO:0006457	KOG0546	5.2.1.8
ostta10g01110	GO:0005086 GO:0005622 GO:0032012 GO:0005488	KOG0928	
ostta10g01120	GO:0004222 GO:0005524 GO:0006508 GO:0000166 GO:0017111	KOG0733	3.4.24.-
ostta10g01130	GO:0008152		
ostta10g01160	GO:0004197 GO:0006508 GO:0008234	KOG1542	3.4.22.41
ostta10g01180	GO:0004175 GO:0005839 GO:0006511 GO:0004298	KOG0176	3.4.25.1
ostta10g01190	GO:0003700 GO:0005667 GO:0006355	KOG2829	
ostta10g01210	GO:0016787 GO:0004721 GO:0005506 GO:0030145 GO:0004723 GO:0004724 GO:0005963 GO:0008420 GO:0008597 GO:0017018 GO:0017020 GO:0017023	KOG0374	3.1.3.16
ostta10g01230	GO:0008270	KOG1311	
ostta10g01260	GO:0016787 GO:0050313	KOG0814	1.13.11.18
ostta10g01270			
ostta10g01280	GO:0006457 GO:0051082 GO:0005524	KOG0019	
ostta10g01290	GO:0016021 GO:0042500	KOG2736	3.4.23.-
ostta10g01310	GO:0006662 GO:0009055 GO:0015035 GO:0045454 GO:0003756	KOG0907	5.3.4.1
ostta10g01340	GO:0006511	KOG1868	3.4.19.12
ostta10g01350	GO:0006506 GO:0016021 GO:0017176	KOG3059	
ostta10g01360	GO:0003677 GO:0005665 GO:0006366 GO:0003899 GO:0034062	KOG0260	2.7.7.6
ostta10g01370	GO:0003824 GO:0004333 GO:0006106 GO:0045239	KOG1317	4.2.1.2
ostta10g01420	GO:0031072 GO:0003756	KOG0191	5.3.4.1
ostta10g01450	GO:0005515 GO:0008270	KOG0800	
ostta10g01460	GO:0005515		
ostta10g01470	GO:0004332 GO:0006096 GO:0008270	KOG4153	4.1.2.13
ostta10g01480	GO:0031072		
ostta10g01490	GO:0008152 GO:0016616 GO:0051287 GO:0048037 GO:0008720	KOG0068	1.1.1.28
ostta10g01530	GO:0004672 GO:0005524 GO:0006468 GO:0004674 GO:0004683	KOG0603	
ostta10g01550	GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0015412	KOG0061	3.6.3.29
ostta10g01570	GO:0005215 GO:0006810 GO:0016021 GO:0016020	KOG0253	
ostta10g01610	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0594	
ostta10g01620	GO:0006508 GO:0008236 GO:0016020	KOG0171	3.4.21.-
ostta10g01640	GO:0005488 GO:0005743 GO:0006810 GO:0004427	KOG0752	3.6.1.1
ostta10g01650	GO:0005737 GO:0016491 GO:0017000		
ostta10g01680	GO:0005488 GO:0005743 GO:0006810 GO:0005215	KOG0749	
ostta10g01690	GO:0003824 GO:0008152 GO:0003996 GO:0004774 GO:0015645 GO:0018854 GO:0018855 GO:0018856 GO:0018857 GO:0043759 GO:0043762	KOG1176	6.2.1.-
ostta10g01700	GO:0004222 GO:0005524 GO:0006508 GO:0000166 GO:0017111 GO:0016020 GO:0030163	KOG0731	3.4.24.-
ostta10g01720	GO:0005515 GO:0008270 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0802	6.3.2.19
ostta10g01740	GO:0003676 GO:0008270 GO:0008033 GO:0017150 GO:0050660	KOG2333	
ostta10g01760	GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0015412	KOG0061	3.6.3.29
ostta10g01800	GO:0005515 GO:0007154 GO:0035091	KOG2273	
ostta10g01810	GO:0005525 GO:0003924	KOG0462	
ostta10g01830	GO:0005509 GO:0016787 GO:0004721 GO:0004723 GO:0004724 GO:0005963 GO:0008420 GO:0008597 GO:0017018 GO:0017020 GO:0017023	KOG0377	3.1.3.16
ostta10g01850	GO:0003723 GO:0003899	KOG3298	
ostta10g01860	GO:0003676		
ostta10g01870	GO:0004653	KOG2865	2.4.1.41
ostta10g01910	GO:0006464 GO:0005634 GO:0006289 GO:0003684 GO:0043161	KOG0011	
ostta10g01920	GO:0003972	KOG3833	6.5.1.3
ostta10g01940	GO:0033728	KOG1203	
ostta10g01950	GO:0003676 GO:0005524 GO:0008026 GO:0004386	KOG0333	
ostta10g02010	GO:0008168	KOG2920	
ostta10g02015	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG0893	
ostta10g02030	GO:0004035		3.1.3.1
ostta10g02040	GO:0008152 GO:0016491 GO:0004316	KOG0725	1.1.1.100
ostta10g02050	GO:0006508 GO:0008270	KOG2649	3.4.17.22
ostta10g02060	GO:0006812 GO:0008324	KOG0518	
ostta10g02070	GO:0003677	KOG0048	
ostta10g02080	GO:0006281 GO:0008853	KOG2810	3.1.11.2
ostta10g02100	GO:0005524 GO:0006298 GO:0030983 GO:0032301 GO:0032302	KOG0219	
ostta10g02120	GO:0020037 GO:0046914		
ostta10g02130	GO:0005737	KOG2061	
ostta10g02140	GO:0005643 GO:0006913 GO:0050658	KOG1900	
ostta10g02160	GO:0046907	KOG0864	
ostta10g02190	GO:0008152 GO:0016491 GO:0008802	KOG2450	1.2.1.8
ostta10g02200	GO:0008483 GO:0030170	KOG1405	
ostta10g02210	GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0003723	KOG2646	
ostta10g02250	GO:0005488	KOG2149	
ostta10g02255	GO:0003824 GO:0008152	KOG1202	
ostta10g02270	GO:0006457 GO:0003755	KOG0552	5.2.1.8
ostta10g02290	GO:0015986 GO:0016469 GO:0046933 GO:0046961		
ostta10g02310	GO:0005634	KOG0263	
ostta10g02330	GO:0000775 GO:0005634 GO:0007049		
ostta10g02410	GO:0003777 GO:0005524 GO:0005875 GO:0007018	KOG0246	
ostta10g02420	GO:0004622	KOG2112	3.1.1.5
ostta10g02435	GO:0008318	KOG0530	
ostta10g02440	GO:0005515 GO:0008270 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0800	6.3.2.19
ostta10g02460	GO:0004049 GO:0008152 GO:0005950	KOG0026	4.1.3.27
ostta10g02490	GO:0008441	KOG1528	3.1.3.7
ostta10g02530	GO:0016020 GO:0005634	KOG2318	
ostta10g02540	GO:0006520 GO:0030170 GO:0003962	KOG0053	
ostta10g02560	GO:0005622	KOG2595	
ostta10g02570	GO:0004350 GO:0006561 GO:0008152 GO:0016491	KOG4165	
ostta10g02580	GO:0020037 GO:0046914 GO:0016491 GO:0005506 GO:0006633 GO:0016717	KOG4232	1.14.19.-
ostta10g02590	GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0006810	KOG0934	
ostta10g02610	GO:0000105 GO:0004424	KOG3143	4.2.1.19
ostta10g02630	GO:0004177 GO:0005622 GO:0006508 GO:0005737 GO:0019538 GO:0030145	KOG2597	3.4.11.-
ostta10g02660	GO:0003824 GO:0009116 GO:0008930		3.2.2.16
ostta10g02670	GO:0005778 GO:0016559	KOG4186	
ostta10g02680	GO:0003677		
ostta10g02700	GO:0005524 GO:0000155 GO:0004673 GO:0007165 GO:0018106 GO:0004740	KOG0787	
ostta10g02750	GO:0003755 GO:0006457	KOG0865	5.2.1.8
ostta10g02760	GO:0005515	KOG0619	
ostta10g02770	GO:0000166 GO:0017111	KOG1433	
ostta10g02780	GO:0004047 GO:0005737 GO:0006546	KOG2770	2.1.2.10
ostta10g02790	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0601	
ostta10g02800	GO:0020037 GO:0046914	KOG1108	
ostta10g02810	GO:0003676 GO:0005622 GO:0006139 GO:0008408	KOG2405	
ostta10g02820	GO:0005524 GO:0006298 GO:0030983 GO:0003684 GO:0045005	KOG0218	
ostta10g02850	GO:0004550 GO:0005524 GO:0006183 GO:0006228 GO:0006241		
ostta10g02860	GO:0016491	KOG0029	
ostta10g02870	GO:0004147 GO:0008080 GO:0008374 GO:0008951 GO:0016406 GO:0016407 GO:0016408 GO:0016409 GO:0016410 GO:0016411 GO:0016412 GO:0016413 GO:0016414 GO:0016415 GO:0016416 GO:0016417 GO:0016418 GO:0016419 GO:0016420 GO:0016454 GO:0016748 GO:0016749 GO:0016750 GO:0016751 GO:0016752 GO:0016753 GO:0018030 GO:0018031 GO:0018711 GO:0018712 GO:0018713 GO:0019105 GO:0019107 GO:0019186 GO:0019705 GO:0019706 GO:0019707 GO:0032216 GO:0043741 GO:0043764 GO:0043806 GO:0043849 GO:0046941	KOG3014	2.3.1.-
ostta10g02880	GO:0005525 GO:0007264 GO:0015031 GO:0005622 GO:0006886 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0072	6.3.2.19
ostta10g02890	GO:0005515 GO:0008270	KOG0800	
ostta10g02910	GO:0005515 GO:0005680 GO:0030071	KOG3437	
ostta10g02930	GO:0003676	KOG0127	
ostta10g02940	GO:0004571 GO:0005509 GO:0016020 GO:0004559	KOG2429	3.2.1.24
ostta10g02960	GO:0006810	KOG0934	
ostta10g02970	GO:0016972	KOG1731	1.8.3.2
ostta10g02990	GO:0005515 GO:0008270	KOG1039	
ostta10g03000	GO:0003677 GO:0005524 GO:0003676 GO:0004386 GO:0004519	KOG1000	
ostta10g03010	GO:0015078 GO:0016469 GO:0000166 GO:0017111 GO:0015986 GO:0046933 GO:0046961 GO:0045259	KOG1352	3.6.3.14
ostta10g03040	GO:0005509	KOG4619	
ostta10g03070	GO:0005525 GO:0005622 GO:0007264	KOG0084	
ostta10g03080	GO:0003676 GO:0005622 GO:0008270		
ostta10g03090	GO:0005622		
ostta10g03120			
ostta10g03130	GO:0004553 GO:0005975 GO:0004568 GO:0006032 GO:0008843	KOG2806	3.2.1.14
ostta10g03135	GO:0004175 GO:0005839 GO:0006511 GO:0004298	KOG0184	3.4.25.1
ostta10g03150	GO:0005515 GO:0008270 GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0800	6.3.2.19
ostta10g03200	GO:0004375 GO:0006544	KOG2040	1.4.4.2
ostta10g03220	GO:0016071		
ostta10g03240	GO:0004222 GO:0005524 GO:0006508 GO:0000166 GO:0017111 GO:0016020 GO:0030163	KOG0734	3.4.24.-
ostta10g03290	GO:0003676 GO:0004386 GO:0005524 GO:0008026	KOG0331	
ostta10g03360	GO:0003676 GO:0005634	KOG1897	
ostta10g03370	GO:0008033 GO:0017150 GO:0050660 GO:0043738 GO:0043826 GO:0043883 GO:0051341	KOG2335	1.-.-.-
ostta10g03390	GO:0004001 GO:0006166	KOG2854	2.7.1.20
ostta10g03400	GO:0003676	KOG1995	
ostta10g03410	GO:0000156 GO:0000160 GO:0006355	KOG1601	
ostta10g03420	GO:0006006 GO:0051287 GO:0047100	KOG0657	1.2.1.13
ostta10g03430	GO:0003824 GO:0044237 GO:0050662 GO:0046507	KOG1371	
ostta10g03435	GO:0016787 GO:0000810 GO:0004787 GO:0008413 GO:0008758 GO:0008796 GO:0008828 GO:0016462 GO:0019176 GO:0019177 GO:0043141		3.6.1.-
ostta10g03440	GO:0003755 GO:0006457	KOG0880	5.2.1.8
ostta10g03450	GO:0016874 GO:0009374 GO:0003824 GO:0005524 GO:0008152	KOG0368	
ostta10g03470	GO:0006506 GO:0016021 GO:0017176	KOG1183	
ostta10g03480	GO:0016706 GO:0019538	KOG3710	
ostta10g03490	GO:0004672 GO:0005524 GO:0006468 GO:0004674	KOG0667	
ostta10g03500	GO:0005198		
ostta10g03560	GO:0016020		
ostta11g00020	GO:0006511	KOG1865	3.4.19.12
ostta11g00040	GO:0004789 GO:0009228 GO:0005525	KOG0448	
ostta11g00050	GO:0008685 GO:0016114		4.6.1.12
ostta11g00080	GO:0000105 GO:0005737 GO:0016763 GO:0003824 GO:0008152	KOG0623	
ostta11g00100	GO:0001522 GO:0003723 GO:0009982 GO:0042299 GO:0042300	KOG1919	5.4.99.-
ostta11g00110	GO:0003824 GO:0004663	KOG0366	
ostta11g00130	GO:0005488	KOG2021	
ostta11g00160	GO:0003723 GO:0005488	KOG2050	
ostta11g00170	GO:0016787 GO:0042781		
ostta11g00180	GO:0003824 GO:0005975 GO:0030246		
ostta11g00210	GO:0004045	KOG3282	3.1.1.29
ostta11g00220	GO:0003676 GO:0000398 GO:0005681	KOG1795	
ostta11g00260	GO:0004645 GO:0005975 GO:0008184	KOG2099	2.4.1.1
ostta11g00280	GO:0005622 GO:0008270 GO:0003676 GO:0003723	KOG0119	
ostta11g00290	GO:0016787	KOG1361	
ostta11g00340	GO:0005622 GO:0043565 GO:0003677	KOG1657	
ostta11g00380	GO:0003899	KOG3497	
ostta11g00400	GO:0003824 GO:0006281 GO:0000701 GO:0004844 GO:0017065 GO:0019104 GO:0043733	KOG4161	3.2.2.-
ostta11g00410	GO:0005856 GO:0003777 GO:0005524 GO:0005875 GO:0007018	KOG0239	
ostta11g00420	GO:0005515 GO:0008270	KOG1940	
ostta11g00430	GO:0000166 GO:0017111	KOG1803	
ostta11g00460	GO:0003677 GO:0005524 GO:0003676 GO:0004386 GO:0005488	KOG0392	3.6.4.-
ostta11g00530	GO:0004540 GO:0008033 GO:0003824 GO:0004526	KOG2363	3.1.26.5
ostta11g00540	GO:0008152 GO:0016597 GO:0003984 GO:0009082	KOG2663	
ostta11g00550	GO:0016491 GO:0003884	KOG3923	1.4.3.3
ostta11g00570	GO:0005634	KOG2084	
ostta11g00580	GO:0003824		
ostta11g00590	GO:0000049 GO:0001522 GO:0008033 GO:0009982	KOG4393	5.4.99.12
ostta11g00610	GO:0003723 GO:0004000 GO:0006396	KOG2777	
ostta11g00630	GO:0000724 GO:0003697 GO:0005515 GO:0005634 GO:0006310	KOG4751	
ostta11g00640	GO:0010181		
ostta11g00660	GO:0008152 GO:0016491		
ostta11g00680	GO:0019867		
ostta11g00690	GO:0008883 GO:0033014 GO:0050661 GO:0004764 GO:0005737		
ostta11g00700	GO:0004222 GO:0006508		
ostta11g00730	GO:0006511 GO:0031461 GO:0031625	KOG2165	
ostta11g00770	GO:0009924		4.1.99.5
ostta11g00780	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1708	
ostta11g00800	GO:0004750 GO:0005975 GO:0003824 GO:0008152	KOG3111	
ostta11g00810	GO:0008270	KOG0297	
ostta11g00820	GO:0004842 GO:0051438 GO:0051443 GO:0051444	KOG0273	6.3.2.19
ostta11g00840	GO:0004722 GO:0006470 GO:0008287 GO:0004672 GO:0005524 GO:0006468 GO:0003824 GO:0004674 GO:0004692	KOG0698	
ostta11g00850	GO:0005249 GO:0006813 GO:0016020 GO:0005216 GO:0006811	KOG0498	
ostta11g00860	GO:0005198 GO:0016226 GO:0051536	KOG1119	
ostta11g00870	GO:0009116 GO:0003999	KOG1712	2.4.2.7
ostta11g00880	GO:0016706 GO:0019538	KOG3710	
ostta11g00890	GO:0004672 GO:0005524 GO:0006468 GO:0004713 GO:0004674	KOG0192	
ostta11g00910	GO:0003677 GO:0005524 GO:0006270 GO:0008094 GO:0005634	KOG0477	
ostta11g00930	GO:0000179 GO:0003880 GO:0008169 GO:0008170 GO:0008171 GO:0008172 GO:0008173 GO:0008174 GO:0008175 GO:0008276 GO:0008425 GO:0008649 GO:0008650 GO:0009008 GO:0009383 GO:0016205 GO:0016273 GO:0016274 GO:0016278 GO:0016279 GO:0016300 GO:0016423 GO:0016426 GO:0016427 GO:0016433 GO:0016434 GO:0016435 GO:0016436 GO:0018423 GO:0018707 GO:0019702 GO:0030792 GO:0043770 GO:0043776 GO:0043777 GO:0043780 GO:0043782 GO:0043791 GO:0043803 GO:0043827 GO:0043833 GO:0043834 GO:0043851 GO:0043852	KOG2361	2.1.1.-
ostta11g00940	GO:0003896 GO:0005658 GO:0006269 GO:0003720 GO:0003724 GO:0003887 GO:0004779 GO:0008192 GO:0008193 GO:0008905 GO:0033677 GO:0043338 GO:0043814	KOG2267	2.7.7.-
ostta11g00960	GO:0004645 GO:0005975 GO:0030170 GO:0008184	KOG2099	2.4.1.1
ostta11g00970	GO:0005622 GO:0006888 GO:0006810		
ostta11g00980	GO:0000166 GO:0004824 GO:0005524 GO:0005737 GO:0006412 GO:0006430 GO:0004812 GO:0006418 GO:0003676	KOG1885	6.1.1.6
ostta11g01000	GO:0006457 GO:0003755	KOG0543	5.2.1.8
ostta11g01030	GO:0003824 GO:0050660	KOG2118	
ostta11g01050	GO:0031072	KOG0714	
ostta11g01060	GO:0003677		
ostta11g01070	GO:0005744 GO:0006886 GO:0015450	KOG2580	
ostta11g01080	GO:0030785	KOG1337	2.1.1.127
ostta11g01100	GO:0003824 GO:0004766	KOG1562	2.5.1.16
ostta11g01110	GO:0005524 GO:0016887 GO:0000166 GO:0017111 GO:0006810 GO:0016021 GO:0042626 GO:0008559	KOG0060	3.6.3.44
ostta11g01140	GO:0005509	KOG0027	
ostta11g01150	GO:0005525	KOG1489	
ostta11g01160	GO:0006659	KOG2735	
ostta11g01180	GO:0005634 GO:0006139 GO:0008168 GO:0016422	KOG2098	2.1.1.62
ostta11g01210	GO:0003676 GO:0004386 GO:0005524 GO:0000166 GO:0017111 GO:0008026	KOG0951	
ostta11g01250	GO:0004672 GO:0005524 GO:0006468 GO:0004713	KOG0192	
ostta11g01280	GO:0000287 GO:0008897 GO:0009059 GO:0008808 GO:0018421 GO:0018422 GO:0043761	KOG0945	2.7.8.-
ostta11g01290	GO:0005634 GO:0008270	KOG1080	
ostta11g01300	GO:0003676 GO:0005622 GO:0006139 GO:0008408	KOG4373	
ostta11g01340	GO:0004497 GO:0005506 GO:0020037 GO:0008398	KOG0684	
ostta11g01350	GO:0003735 GO:0005622 GO:0005840 GO:0006412	KOG1697	
ostta11g01370	GO:0046481		
ostta11g01400	GO:0003677 GO:0003887 GO:0005634 GO:0006260	KOG1625	
ostta11g01410	GO:0008767		5.4.99.9
ostta11g01440	GO:0008270		
ostta11g01450	GO:0006511 GO:0008270	KOG2026	3.4.19.12
ostta11g01455			
ostta11g01460	GO:0006486 GO:0008417 GO:0016020	KOG2619	
ostta11g01490	GO:0005215 GO:0006857 GO:0016020	KOG1237	
ostta11g01500	GO:0005740 GO:0007585		
ostta11g01540	GO:0005515 GO:0006886 GO:0016192 GO:0030117 GO:0005488	KOG1060	
ostta11g01570	GO:0003676 GO:0008270	KOG0335	
ostta11g01580	GO:0004371 GO:0006071	KOG2426	2.7.1.29
ostta11g01590	GO:0005488		
