Gene ID	GO
BathyMg00260	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00260" target="_blank">BathyMg00260</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
BathyMg00256	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00256" target="_blank">BathyMg00256</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
BathyMg00257	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00257" target="_blank">BathyMg00257</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
BathyMg00261	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00261" target="_blank">BathyMg00261</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0019843" target="_blank">GO:0019843</a>
BathyMg00258	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00258" target="_blank">BathyMg00258</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">GO:0003723</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
BathyMg00200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00200" target="_blank">BathyMg00200</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
BathyMg00259	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00259" target="_blank">BathyMg00259</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015986" target="_blank">GO:0015986</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0045263" target="_blank">GO:0045263</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015078" target="_blank">GO:0015078</a>
BathyMg00210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00210" target="_blank">BathyMg00210</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003723" target="_blank">GO:0003723</a>
BathyMg00220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00220" target="_blank">BathyMg00220</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016651" target="_blank">GO:0016651</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042773" target="_blank">GO:0042773</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a>
BathyMg00262	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00262" target="_blank">BathyMg00262</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015986" target="_blank">GO:0015986</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000276" target="_blank">GO:0000276</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015078" target="_blank">GO:0015078</a>
BathyMg00230	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00230" target="_blank">BathyMg00230</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0015986" target="_blank">GO:0015986</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0000276" target="_blank">GO:0000276</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0015078" target="_blank">GO:0015078</a>
BathyMg00240	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00240" target="_blank">BathyMg00240</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">GO:0009055</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">GO:0020037</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005506" target="_blank">GO:0005506</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016021" target="_blank">GO:0016021</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009060" target="_blank">GO:0009060</a>
BathyMg00250	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/BathyMg00250" target="_blank">BathyMg00250</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009055" target="_blank">GO:0009055</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a>
Bathy01g00010	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00010" target="_blank">Bathy01g00010</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a>
Bathy01g00030	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00030" target="_blank">Bathy01g00030</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>
Bathy01g00040	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00040" target="_blank">Bathy01g00040</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030173" target="_blank">GO:0030173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008373" target="_blank">GO:0008373</a>
Bathy01g00100	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00100" target="_blank">Bathy01g00100</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005515" target="_blank">GO:0005515</a>
Bathy01g00110	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00110" target="_blank">Bathy01g00110</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008440" target="_blank">GO:0008440</a>
Bathy01g00120	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00120" target="_blank">Bathy01g00120</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0050660" target="_blank">GO:0050660</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a>
Bathy01g00130	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00130" target="_blank">Bathy01g00130</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006813" target="_blank">GO:0006813</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005249" target="_blank">GO:0005249</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008076" target="_blank">GO:0008076</a>
Bathy01g00140	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00140" target="_blank">Bathy01g00140</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004748" target="_blank">GO:0004748</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006260" target="_blank">GO:0006260</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005971" target="_blank">GO:0005971</a>
Bathy01g00170	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00170" target="_blank">Bathy01g00170</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy01g00190	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00190" target="_blank">Bathy01g00190</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005840" target="_blank">GO:0005840</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006412" target="_blank">GO:0006412</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005622" target="_blank">GO:0005622</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003735" target="_blank">GO:0003735</a>
Bathy01g00200	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00200" target="_blank">Bathy01g00200</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006457" target="_blank">GO:0006457</a>
Bathy01g00210	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00210" target="_blank">Bathy01g00210</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016787" target="_blank">GO:0016787</a>
Bathy01g00220	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00220" target="_blank">Bathy01g00220</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004177" target="_blank">GO:0004177</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008235" target="_blank">GO:0008235</a>
Bathy01g00270	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00270" target="_blank">Bathy01g00270</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0004177" target="_blank">GO:0004177</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008235" target="_blank">GO:0008235</a>
Bathy01g00310	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00310" target="_blank">Bathy01g00310</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0000502" target="_blank">GO:0000502</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0042176" target="_blank">GO:0042176</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030234" target="_blank">GO:0030234</a>
Bathy01g00320	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00320" target="_blank">Bathy01g00320</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006614" target="_blank">GO:0006614</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0048500" target="_blank">GO:0048500</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008312" target="_blank">GO:0008312</a>
Bathy01g00390	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00390" target="_blank">Bathy01g00390</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0016887" target="_blank">GO:0016887</a>
Bathy01g00410	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00410" target="_blank">Bathy01g00410</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a>
Bathy01g00420	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00420" target="_blank">Bathy01g00420</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016491" target="_blank">GO:0016491</a>
Bathy01g00440	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00440" target="_blank">Bathy01g00440</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005875" target="_blank">GO:0005875</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0007017" target="_blank">GO:0007017</a>
Bathy01g00480	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00480" target="_blank">Bathy01g00480</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016788" target="_blank">GO:0016788</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006629" target="_blank">GO:0006629</a>
Bathy01g00490	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00490" target="_blank">Bathy01g00490</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">GO:0020037</a>
Bathy01g00500	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00500" target="_blank">Bathy01g00500</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008976" target="_blank">GO:0008976</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009358" target="_blank">GO:0009358</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0006799" target="_blank">GO:0006799</a>
Bathy01g00520	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00520" target="_blank">Bathy01g00520</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy01g00540	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00540" target="_blank">Bathy01g00540</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy01g00570	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00570" target="_blank">Bathy01g00570</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0009098" target="_blank">GO:0009098</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003861" target="_blank">GO:0003861</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0009316" target="_blank">GO:0009316</a>
Bathy01g00590	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00590" target="_blank">Bathy01g00590</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0045454" target="_blank">GO:0045454</a>
Bathy01g00600	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00600" target="_blank">Bathy01g00600</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0005524" target="_blank">GO:0005524</a>
Bathy01g00620	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00620" target="_blank">Bathy01g00620</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a>
Bathy01g00630	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00630" target="_blank">Bathy01g00630</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0016020" target="_blank">GO:0016020</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055085" target="_blank">GO:0055085</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0046873" target="_blank">GO:0046873</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030001" target="_blank">GO:0030001</a>
Bathy01g00660	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00660" target="_blank">Bathy01g00660</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0008152" target="_blank">GO:0008152</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0003824" target="_blank">GO:0003824</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0005488" target="_blank">GO:0005488</a>
Bathy01g00670	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00670" target="_blank">Bathy01g00670</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006508" target="_blank">GO:0006508</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008236" target="_blank">GO:0008236</a>
Bathy01g00690	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00690" target="_blank">Bathy01g00690</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0006486" target="_blank">GO:0006486</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0030173" target="_blank">GO:0030173</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0008373" target="_blank">GO:0008373</a>
Bathy01g00700	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00700" target="_blank">Bathy01g00700</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0004497" target="_blank">GO:0004497</a> <a href="http://amigo.geneontology.org/amigo/term/GO:0055114" target="_blank">GO:0055114</a>
Bathy01g00710	<a href="https://bioinformatics.psb.ugent.be/orcae/annotation/Bathy/current/Bathy01g00710" target="_blank">Bathy01g00710</a>	<a href="http://amigo.geneontology.org/amigo/term/GO:0020037" target="_blank">GO:0020037</a>
