Gene ID	GO	KO	KOG	ENZYME	PANTHER	PFAM
estExt_fgenesh2_kg.C_2_t10254	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509				PTHR31407 PTHR31407:SF18	PF01789
estExt_fgenesh2_kg.C_2_t10257	GO:0005515 GO:0006457	K01802		5.2.1.8	PTHR10516 PTHR10516:SF319	PF00595 PF00254
MicpuC2.e_gw1.1.1011.1	GO:0006281 GO:0004518 GO:0006289 GO:0005634 GO:0004519 GO:0003697	K10846		3.1.16.1	PTHR11081 PTHR11081:SF1	PF00752
estExt_fgenesh2_kg.C_2_t10370	GO:0019887 GO:0005956	K03115	KOG3092		PTHR11740 PTHR11740:SF4	PF01214
estExt_fgenesh2_kg.C_2_t10373	GO:0055114 GO:0016491 GO:0006633 GO:0005506				PTHR11863 PTHR11863:SF2	PF04116
estExt_fgenesh2_kg.C_2_t10452	GO:0008270 GO:0003677		KOG3173		PTHR10634	PF01428 PF01754
MicpuC2.e_gw1.1.1212.1	GO:0015969			2.7.6.5 3.1.7.2	PTHR21262 PTHR21262:SF7	PF01966 PF04607
estExt_fgenesh2_kg.C_2_t20012	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02916			PTHR33343	PF01632
estExt_fgenesh2_kg.C_2_t20053	GO:0035091		KOG2273		PTHR10555 PTHR10555:SF84	PF00787
estExt_fgenesh2_kg.C_2_t20073	GO:0055114 GO:0016616 GO:0006694 GO:0003854 GO:0019752	K00026		1.1.1.37	PTHR11540 PTHR11540:SF14	PF01073 PF02866
estExt_fgenesh2_kg.C_30037	GO:0016021		KOG2569		PTHR21229 PTHR21229:SF2	PF06814
estExt_fgenesh2_kg.C_30047	GO:0006468 GO:0005524 GO:0004672 GO:0004674	K08851	KOG3087	2.7.11.1	PTHR12209	PF00069
estExt_fgenesh2_kg.C_30064	GO:0019843 GO:0005622 GO:0003723	K02997	KOG3301		PTHR11831 PTHR11831:SF11	PF00163 PF01479
estExt_fgenesh2_kg.C_30088	GO:0055114 GO:0050661 GO:0006006 GO:0004345	K00036		1.1.1.49	PTHR23429 PTHR23429:SF1	PF00479 PF02781
estExt_fgenesh2_kg.C_30128	GO:0006511 GO:0005622 GO:0004843	K05610	KOG2778	3.4.19.12	PTHR10589 PTHR10589:SF16	PF01088
estExt_fgenesh2_kg.C_30175	GO:0016973 GO:0005643	K18723			PTHR12960 PTHR12960:SF0	PF07817
estExt_fgenesh2_kg.C_40002	GO:0055114 GO:0009396 GO:0004488 GO:0003824		KOG0089	3.5.4.9 1.5.1.5	PTHR10025	PF00763 PF02882
estExt_fgenesh2_kg.C_40007	GO:0030955 GO:0006096 GO:0004743 GO:0000287	K00873	KOG2323	2.7.1.40	PTHR11817	PF02887 PF00224
estExt_fgenesh2_kg.C_40013	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02939			PTHR21368	PF03948 PF01281
estExt_fgenesh2_kg.C_40014	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0008097	K02932	KOG0875		PTHR23410	PF14204 PF00861
estExt_fgenesh2_kg.C_40057	GO:0016301 GO:0008152 GO:0005524	K00855		2.7.1.19	PTHR10285 PTHR10285:SF52	PF00485
estExt_fgenesh2_kg.C_40058	GO:0004635 GO:0000105	K11755		3.6.1.31 3.5.4.19	PTHR21256	PF01503 PF01502
estExt_fgenesh2_kg.C_40095	GO:0005515				PTHR21715 PTHR21715:SF0	PF00397
estExt_fgenesh2_kg.C_40096	GO:0051082 GO:0016272 GO:0006457	K09548	KOG3501		PTHR20903	PF01920
estExt_fgenesh2_kg.C_40142	GO:0016020				PTHR12608	PF01169
estExt_fgenesh2_kg.C_40148	GO:0005622 GO:0003779 GO:0030042 GO:0015629	K05765	KOG1735		PTHR11913	PF00241
estExt_fgenesh2_kg.C_40154	GO:0043039 GO:0005524 GO:0006418 GO:0004812 GO:0000166	K01868	KOG1637	6.1.1.3	PTHR11451 PTHR11451:SF32	PF07973 PF03129 PF00587
estExt_fgenesh2_kg.C_40164	GO:0016787	K14379	KOG2679	3.1.3.2 1.11.1.7	PTHR10161 PTHR10161:SF20	PF00149
MicpuC2.e_gw1.1.1035.1	GO:0008375 GO:0006486	K00726		2.4.1.101	PTHR10468	PF03071
estExt_fgenesh2_kg.C_50095	GO:0006412 GO:0005840 GO:0003735	K02893	KOG1751		PTHR11620	PF00276 PF03939
estExt_fgenesh2_kg.C_50099	GO:0005524	K09494			PTHR11353 PTHR11353:SF23	PF00118
estExt_fgenesh2_kg.C_50105	GO:0071949	K00511		1.14.13.132	PTHR10835	PF01494
estExt_fgenesh2_kg.C_60004	GO:0055114 GO:0016491 GO:0016616 GO:0016615 GO:0006108	K00025	KOG1496	1.1.1.37	PTHR23382	PF00056 PF02866
estExt_fgenesh2_kg.C_60005	GO:0051603 GO:0005839 GO:0004298	K02726	KOG0181	3.4.25.1	PTHR11599 PTHR11599:SF16	PF00227
estExt_fgenesh2_kg.C_60019	GO:0003676	K13165			PTHR32343 PTHR32343:SF8	PF00076
estExt_fgenesh2_kg.C_60020	GO:0019773 GO:0006511 GO:0004175 GO:0051603 GO:0005839 GO:0004298	K02730	KOG0182	3.4.25.1	PTHR11599 PTHR11599:SF11	PF10584 PF00227
estExt_fgenesh2_kg.C_60049	GO:0006468 GO:0005524 GO:0004672		KOG0583	2.7.11.1	PTHR24362	PF00069
estExt_fgenesh2_kg.C_60062	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02951	KOG3406		PTHR11843	PF01248
estExt_fgenesh2_kg.C_60084	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02914	KOG4612	1.4.3.3	PTHR14503	PF00468
estExt_fgenesh2_kg.C_60096	GO:0016887 GO:0005524	K03063		3.6.4.8	PTHR23073 PTHR23073:SF8	PF07728
estExt_fgenesh2_kg.C_60099	GO:0006629			3.1.1.3	PTHR21493 PTHR21493:SF101	PF01764
estExt_fgenesh2_kg.C_70026	GO:0007034	K12193	KOG3229		PTHR10476 PTHR10476:SF1	PF03357
estExt_fgenesh2_kg.C_70065	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02895			PTHR12903	PF00467
estExt_fgenesh2_kg.C_80079	GO:0020037 GO:0009055	K08738	KOG3453		PTHR11961	PF00034
estExt_fgenesh2_kg.C_90035	GO:0000160			2.7.13.3	PTHR24423	PF00072
estExt_fgenesh2_kg.C_90073	GO:0006457	K01802	KOG0544	5.2.1.8	PTHR10516	PF00254
estExt_fgenesh2_kg.C_90074	GO:0008081 GO:0006629		KOG2421	3.1.4.46	PTHR22958	PF03009
estExt_fgenesh2_kg.C_90082	GO:0005509		KOG0027		PTHR10891	PF13202 PF13833 PF13499
estExt_fgenesh2_kg.C_90101	GO:0006556 GO:0004478 GO:0005524	K00789		2.5.1.6	PTHR11964	PF00438 PF02772 PF02773
estExt_fgenesh2_kg.C_100014	GO:0045454 GO:0015035 GO:0006662	K03671	KOG0907	1.6.5.4	PTHR10438 PTHR10438:SF258	PF00085
estExt_fgenesh2_kg.C_110027	GO:0007023		KOG2512		PTHR15139	PF16752 PF07986
estExt_fgenesh2_kg.C_110040	GO:0009073 GO:0003849	K01626		2.5.1.54	PTHR21337 PTHR21337:SF6	PF01474
estExt_fgenesh2_kg.C_120017	GO:0051087					PF02179
estExt_fgenesh2_kg.C_120019	GO:0006412 GO:0005840 GO:0003735	K02882	KOG0829		PTHR10052 PTHR10052:SF10	PF01775
estExt_fgenesh2_kg.C_120038	GO:0055114 GO:0009082 GO:0004455 GO:0016491	K00053		1.1.1.86	PTHR21371 PTHR21371:SF1	PF07991 PF01450
estExt_fgenesh2_kg.C_130026	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02879			PTHR14413	PF01196
estExt_fgenesh2_kg.C_130040	GO:0055114 GO:0033743 GO:0030091 GO:0016671 GO:0006979	K07305	KOG0856	1.8.4.12	PTHR10173 PTHR10173:SF19	PF01641
estExt_fgenesh2_kg.C_130056	GO:0055114 GO:0046872 GO:0006801 GO:0071486 GO:0034599 GO:0009507	K04565	KOG0441	1.15.1.1	PTHR10003 PTHR10003:SF34	PF00080
MicpuC2.e_gw1.1.1232.1	GO:0055114 GO:0016491			1.14.11.29	PTHR12907	PF13640
estExt_fgenesh2_kg.C_140043	GO:0016209 GO:0016151 GO:0004784	K08770	KOG0003		PTHR10666	PF11976 PF09055
estExt_fgenesh2_kg.C_140044	GO:0016747				PTHR11161	PF01757
estExt_fgenesh2_kg.C_140048	GO:0006412 GO:0005840 GO:0005622 GO:0003735	K02889	KOG1732		PTHR20981	PF01157
estExt_fgenesh2_kg.C_140051	GO:0006412 GO:0005840 GO:0005622 GO:0003735		KOG3419		PTHR12919	PF00886
estExt_fgenesh2_kg.C_150007	GO:0005515		KOG0867		PTHR11260 PTHR11260:SF258	PF13417 PF13410
estExt_fgenesh2_kg.C_150041	GO:0008080				PTHR23091 PTHR23091:SF229	PF00583
estExt_fgenesh2_kg.C_150047	GO:0055114 GO:0051287 GO:0016616 GO:0008152		KOG0069	1.1.1.95	PTHR10996 PTHR10996:SF108	PF00389 PF02826
estExt_fgenesh2_kg.C_160067	GO:0016787			3.6.1.66 3.6.1.19	PTHR11067 PTHR11067:SF9	PF01725
estExt_fgenesh2_kg.C_180006	GO:0008270					PF12906
gw1.12.3.1	GO:0005515		KOG4018		PTHR12292	PF05773
gw1.5.8.1	GO:0016787	K17879			PTHR12992	PF00293
gw1.14.28.1	GO:0016818 GO:0006139 GO:0005524 GO:0003676 GO:0003677	K11136	KOG1133	3.6.4.12	PTHR11472 PTHR11472:SF34	PF13307 PF06733
MicpuC2.e_gw1.1.1186.1	GO:0055085 GO:0016021		KOG4332		PTHR23516	PF07690
gw1.1.129.1	GO:0006457 GO:0003755 GO:0000413	K03768	KOG0880	5.2.1.8	PTHR11071	PF00160
gw1.9.61.1	GO:0005515	K12821			PTHR11864 PTHR11864:SF0	PF00397 PF01846
gw1.9.69.1	GO:0006412 GO:0003735	K02935			PTHR24089 PTHR24089:SF321	PF00542
gw1.3.110.1	GO:0043565 GO:0008270 GO:0006355 GO:0003700				PTHR10071	PF00320
MicpuC2.e_gw1.1.1147.1	GO:0005992 GO:0003824	K16055		2.4.1.15	PTHR10788 PTHR10788:SF14	PF02358 PF00982
gw1.5.108.1	GO:0006491				PTHR12630 PTHR12630:SF1	PF13015
gw1.3.130.1	GO:0008076 GO:0006813 GO:0005249	K04886			PTHR11537 PTHR11537:SF14	PF07885
gw1.3.132.1	GO:0006629			3.1.1.3	PTHR12406	PF01734
gw1.6.126.1	GO:0006457		KOG0544	5.2.1.8	PTHR10516	PF00254
gw1.7.111.1	GO:0019985 GO:0016035 GO:0006281	K02350		2.7.7.7	PTHR10322 PTHR10322:SF5	
gw1.3.207.1	GO:0016567 GO:0004842			6.3.2.19	PTHR11685 PTHR11685:SF113	PF01485
gw1.4.157.1	GO:0055114 GO:0016491			1.14.11.2	PTHR10869	PF13640
MicpuC2.e_gw1.1.499.1	GO:0008168 GO:0008152				PTHR10108 PTHR10108:SF830	PF08241
gw1.14.90.1	GO:0030983 GO:0006298 GO:0005524	K08737			PTHR11361 PTHR11361:SF31	PF00488
MicpuC2.e_gw1.1.120.1	GO:0005524 GO:0003676	K12858		3.6.4.13	PTHR24031	PF00271 PF00270
MicpuC2.gw1.10.69.1	GO:0016887 GO:0005524 GO:0055085 GO:0042626 GO:0016021 GO:0006810	K05677	KOG0060	3.6.3.47	PTHR11384	PF00005 PF06472
gw1.12.165.1	GO:0006468 GO:0004672	K06276	KOG0580	2.7.11.1	PTHR24356 PTHR24356:SF163	PF07714
MicpuC2.e_gw1.1.370.1	GO:0006468 GO:0004672	K06632	KOG0198	2.7.10.2	PTHR11042 PTHR11042:SF69	PF07714
gw1.9.200.1	GO:0055114 GO:0016491	K00111		1.1.5.3	PTHR11985 PTHR11985:SF15	PF01266
MicpuC2.e_gw1.1.684.1	GO:0042586 GO:0005506	K01462	KOG3137	3.5.1.88	PTHR10458 PTHR10458:SF2	PF01327
gw1.14.113.1	GO:0005524 GO:0003676		KOG0330 KOG0331	3.6.4.13	PTHR24031 PTHR24031:SF210	PF00271 PF00270
gw1.13.149.1	GO:0016021	K13348			PTHR11266 PTHR11266:SF37	PF04117
MicpuC2.e_gw1.1.432.1	GO:0046872	K15687	KOG1039		PTHR11224 PTHR11224:SF10	PF00097 PF00642
MicpuC2.e_gw1.1.1331.1	GO:0003677 GO:0000786	K11252	KOG1744		PTHR23428	PF00125
gw1.1.551.1	GO:0006468 GO:0005524 GO:0004672		KOG0594	2.7.11.1	PTHR11584 PTHR11584:SF316	PF00069
gw1.2.407.1	GO:0006468 GO:0005524 GO:0004672			2.7.11.1	PTHR23257	PF00069
gw1.4.302.1	GO:0005634	K13109			PTHR12765 PTHR12765:SF5	PF07808
gw1.2.483.1	GO:0006396	K11088			PTHR23338	PF01423
gw1.12.268.1	GO:0008270 GO:0006508 GO:0004181			3.4.17.12	PTHR12756	PF00246
MicpuC2.e_gw1.1.654.1	GO:0006412 GO:0005840 GO:0005622 GO:0003735 GO:0015935	K02998	KOG0830		PTHR11489	PF00318
MicpuC2.e_gw1.1.1085.1	GO:0008270 GO:0006351 GO:0003676	K03000		2.7.7.6	PTHR11239 PTHR11239:SF14	PF01096
gw1.1.768.1	GO:0045454				PTHR24078	PF10208 PF00226 PF00085
gw1.8.391.1	GO:0008080			2.3.1.128	PTHR23091	PF00583
MicpuC2.e_gw1.1.1177.1	GO:0055114 GO:0003995 GO:0050660 GO:0016627 GO:0008152		KOG0140 KOG0141		PTHR10909 PTHR10909:SF297	PF08028 PF02770 PF02771 PF00173
gw1.3.686.1	GO:0005515				PTHR24007	PF00917
gw1.1.879.1	GO:0004518 GO:0006281	K10746		3.1.11.1	PTHR11081 PTHR11081:SF8	PF00867 PF00752
MicpuC2.e_gw1.1.246.1	GO:0006508 GO:0004185	K16298	KOG1282	3.4.16.5	PTHR11802 PTHR11802:SF79	PF00450
gw1.3.723.1	GO:0006950				PTHR31964 PTHR31964:SF26	PF00582
gw1.5.611.1	GO:0003676	K13091	KOG0124		PTHR24012 PTHR24012:SF388	PF13893 PF15519 PF00076
MicpuC2.e_gw1.1.1262.1	GO:0006508 GO:0004252	K01312	KOG3627	3.4.21.4	PTHR24276	PF00089
gw1.10.360.1	GO:0016884 GO:0016874		KOG2438		PTHR11659 PTHR11659:SF0	PF02637 PF02934
gw1.8.511.1	GO:0005515		KOG0771		PTHR23284	PF00400
gw1.5.711.1	GO:0055114 GO:0020037 GO:0006979 GO:0004601			1.11.1.11	PTHR31356 PTHR31356:SF4	PF00141
gw1.10.389.1	GO:0006355 GO:0006351					PF05066
gw1.4.591.1	GO:0055085 GO:0016021					PF07690
gw1.12.472.1	GO:0070403		KOG1905		PTHR11085 PTHR11085:SF21	PF02146
gw1.4.637.1	GO:0006284			3.2.2.27	PTHR10359 PTHR10359:SF22	PF00730
MicpuC2.e_gw1.2.534.1	GO:0046961 GO:0046933 GO:0045261 GO:0015986	K02136	KOG1531	3.6.3.14	PTHR11693 PTHR11693:SF22	PF00231
gw1.3.970.1	GO:0006760 GO:0004150	K01633		4.1.2.25	PTHR20941	PF02152
gw1.13.386.1	GO:0005643	K14308			PTHR13000	PF13874
gw1.7.424.1	GO:0005525 GO:0003924				PTHR10751 PTHR10751:SF2	PF02263
MicpuC2.e_gw1.2.633.1	GO:0009298 GO:0005737 GO:0004615	K17497	KOG3189	5.4.2.8	PTHR10466	PF03332
gw1.1.1300.1	GO:0045454		KOG0907	5.3.4.1	PTHR18929	PF00085
gw1.10.482.1	GO:0055114 GO:0009916	K17893		1.10.3.11	PTHR31803 PTHR31803:SF10	PF01786
gw1.13.401.1	GO:0051536 GO:0016226 GO:0005737				PTHR13273	PF05093
gw1.17.258.1	GO:0008270 GO:0005515	K19041			PTHR22765 PTHR22765:SF5	PF13639
gw1.14.387.1	GO:0008138 GO:0006470	K04459	KOG1716	3.1.3.48	PTHR10159 PTHR10159:SF329	PF00782
MicpuC2.e_gw1.2.173.1	GO:0016192 GO:0006904	K12479	KOG1299		PTHR11679 PTHR11679:SF3	PF00995
gw1.10.547.1	GO:0003676				PTHR24012	PF14259 PF00076
gw1.2.1056.1	GO:0005524				PTHR23076	PF00004
gw1.1.1463.1	GO:0003676	K13161	KOG4205 KOG0110 KOG0131		PTHR24012 PTHR24012:SF374	PF00076
MicpuC2.e_gw1.2.347.1	GO:0042578 GO:0042132 GO:0005975	K03841	KOG1458	3.1.3.11	PTHR11556 PTHR11556:SF16	PF00316
gw1.9.742.1	GO:0005515	K00799	KOG0867	2.5.1.18	PTHR11260	PF14497 PF13417
gw1.3.1224.1	GO:0006355 GO:0005634	K11339	KOG3001		PTHR10880 PTHR10880:SF15	PF11717 PF05712
gw1.13.464.1	GO:0017119				PTHR21311 PTHR21311:SF0	PF04124
gw1.16.416.1	GO:0051301 GO:0032955				PTHR33404 PTHR33404:SF2	PF03776
gw1.3.1254.1	GO:0016021 GO:0004252 GO:0006508			3.4.21.105	PTHR22936 PTHR22936:SF29	PF01694
MicpuC2.gw1.1.141.1	GO:0008658			2.4.1.129	PTHR32282 PTHR32282:SF5	PF00905 PF00912
gw1.6.777.1	GO:0006457 GO:0003755 GO:0000413	K03768		5.2.1.8	PTHR11071 PTHR11071:SF244	PF00160
gw1.7.597.1	GO:0008270 GO:0003676	K09250			PTHR23002	PF00098
gw1.1.1553.1	GO:0005515				PTHR13271 PTHR13271:SF28	PF00856
gw1.9.774.1	GO:0019898 GO:0015979 GO:0009654 GO:0009523 GO:0005509				PTHR31407 PTHR31407:SF17	PF01789
gw1.3.1307.1	GO:0055114 GO:0016491			1.4.1.18	PTHR12286 PTHR12286:SF7	PF03435
MicpuC2.e_gw1.2.323.1	GO:0006468 GO:0004672		KOG0583	2.7.11.1	PTHR24349	PF07714
gw1.3.1379.1	GO:0006457 GO:0003755 GO:0000413	K12737	KOG0881	5.2.1.8	PTHR11071 PTHR11071:SF152	PF00160
gw1.12.660.1	GO:0005525				PTHR10903	PF04548
gw1.6.846.1	GO:0010207					PF13326
gw1.18.218.1	GO:0045454 GO:0015035 GO:0006662			1.8.1.8	PTHR10438	PF00085
gw1.17.338.1	GO:0003676		KOG0148		PTHR24012 PTHR24012:SF333	PF00076
MicpuC2.e_gw1.2.680.1	GO:0015450 GO:0006886 GO:0005744	K17795	KOG1652		PTHR10485 PTHR10485:SF0	PF02466
gw1.15.494.1	GO:0008080			2.3.1.88		PF00583
MicpuC2.e_gw1.2.936.1	GO:0006468 GO:0005524 GO:0004672	K08293	KOG0660	2.7.11.24	PTHR24055 PTHR24055:SF79	PF00069
gw1.8.870.1	GO:0006508 GO:0004222			3.4.24.84	PTHR10120 PTHR10120:SF21	PF01435
MicpuC2.e_gw1.2.486.1	GO:0055114 GO:0016491 GO:0008270		KOG1198	1.6.5.5	PTHR11695 PTHR11695:SF509	PF08240 PF13602
MicpuC2.e_gw1.2.413.1	GO:0019211	K17605	KOG2867	5.2.1.8	PTHR10012 PTHR10012:SF0	PF03095
gw1.4.1176.1	GO:0055114 GO:0020037 GO:0006979 GO:0004601	K00434		1.11.1.11	PTHR31356 PTHR31356:SF4	PF00141
MicpuC2.e_gw1.2.512.1	GO:0016811			3.5.1.49	PTHR31891 PTHR31891:SF5	PF03069
MicpuC2.gw1.8.76.1	GO:0055114 GO:0004471 GO:0051287	K00029		1.1.1.40	PTHR23406 PTHR23406:SF22	PF00390 PF03949
gw1.6.918.1	GO:0006351 GO:0003899		KOG3297	2.7.7.6	PTHR12709 PTHR12709:SF1	PF03876 PF08292
gw1.1.1817.1	GO:0008270	K10601	KOG1493		PTHR22763 PTHR22763:SF25	PF12678
gw1.18.262.1	GO:0055114 GO:0016491			1.14.11.2	PTHR10869 PTHR10869:SF79	PF13640
MicpuC2.e_gw1.2.270.1	GO:0055114 GO:0004616 GO:0051287 GO:0016616 GO:0008152	K00058	KOG0068	1.1.1.95	PTHR10996 PTHR10996:SF121	PF03446 PF00389
gw1.5.1225.1	GO:0008017 GO:0007018 GO:0005524 GO:0003777 GO:0005871	K11498	KOG4280	3.6.4.4	PTHR24115 PTHR24115:SF535	PF00225
gw1.5.1242.1	GO:0006468 GO:0005524 GO:0004672 GO:0005515	K08876	KOG1243		PTHR12984 PTHR12984:SF3	PF00069 PF02985
gw1.4.1237.1	GO:0016021 GO:0006890				PTHR13377	PF08551
MicpuC2.e_gw1.2.94.1	GO:0006508	K01278	KOG2281	3.4.14.5	PTHR11731 PTHR11731:SF110	PF12695 PF00930
gw1.7.824.1	GO:0008168 GO:0008033	K15446		2.1.1.225	PTHR12998 PTHR12998:SF0	PF05206
gw1.4.1320.1	GO:0016787 GO:0005524 GO:0003677		KOG0327	3.6.4.13	PTHR24031 PTHR24031:SF303	PF04851 PF00271
MicpuC2.e_gw1.2.908.1	GO:0006468 GO:0005524 GO:0004672	K08819	KOG0663	2.7.11.22 2.7.11.23	PTHR24056 PTHR24056:SF39	PF00069
gw1.18.289.1	GO:0016787 GO:0006541	K01658	KOG0026	4.1.3.27	PTHR11922 PTHR11922:SF37	PF07722
gw1.8.983.1	GO:0003723 GO:0003676 GO:0045131 GO:0000398	K13095	KOG0131 KOG0146 KOG0114		PTHR11208 PTHR11208:SF45	PF00013 PF16275 PF00076
gw1.2.1482.1	GO:0006352 GO:0005634	K03134			PTHR21242 PTHR21242:SF0	PF03540
gw1.6.1051.1	GO:0008270				PTHR28498	PF04434
MicpuC2.e_gw1.3.516.1	GO:0042578 GO:0042132 GO:0005975	K03841	KOG1458	3.1.3.11	PTHR11556	PF00316
gw1.18.310.1	GO:0071929 GO:0019799 GO:0005874			2.3.1.108	PTHR12327 PTHR12327:SF0	PF05301
gw1.4.1450.1	GO:0045454 GO:0015035 GO:0006662			1.6.5.4	PTHR10438	PF00085
gw1.1.2107.1	GO:0016787		KOG1378	3.1.3.2	PTHR22953 PTHR22953:SF9	PF16656 PF00149
gw1.13.689.1	GO:0016020		KOG2881		PTHR12608 PTHR12608:SF6	PF01169
gw1.14.614.1	GO:0006355				PTHR13464	PF07818
gw1.8.1068.1	GO:0043565 GO:0006355 GO:0003700				PTHR22952 PTHR22952:SF123	PF00170
gw1.1.2159.1	GO:0005515			2.1.1.43	PTHR13271	PF00856
gw1.7.988.1	GO:0006351 GO:0003899	K03004			PTHR12709 PTHR12709:SF5	PF03876
gw1.4.1555.1	GO:0016772	K08239		2.7.8.17	PTHR24045 PTHR24045:SF0	PF17101 PF11380
gw1.2.1653.1	GO:0051536 GO:0003824	K02495		1.3.99.22	PTHR13932 PTHR13932:SF3	PF04055
gw1.5.1456.1	GO:0005515		KOG0472 KOG4237	2.7.11.1	PTHR27000	PF13855
gw1.12.840.1	GO:0006468 GO:0004672		KOG0192	2.7.11.1	PTHR23257 PTHR23257:SF518	PF14381 PF07714
gw1.3.1951.1	GO:0006412 GO:0005840 GO:0003735				PTHR21109 PTHR21109:SF0	PF01165
MicpuC2.e_gw1.3.978.1	GO:0006355 GO:0003677				PTHR11850 PTHR11850:SF57	PF05920
e_gw1.1.199.1	GO:0055114 GO:0004616 GO:0051287 GO:0016616 GO:0008152		KOG0069	1.1.1.28	PTHR10996 PTHR10996:SF161	PF03446 PF00389
e_gw1.1.1985.1	GO:0010181 GO:0051536 GO:0003824	K15449		4.1.3.44	PTHR13930 PTHR13930:SF0	PF00258 PF08608 PF04055
e_gw1.1.84.1	GO:0005515	K03030	KOG1555	3.4.25.1	PTHR10410 PTHR10410:SF5	PF13012 PF01398
e_gw1.1.1502.1	GO:0008270 GO:0003676 GO:0006265 GO:0003916 GO:0003677 GO:0003917	K03165		5.99.1.2	PTHR11390 PTHR11390:SF21	PF00098 PF01751 PF01131
e_gw1.1.74.1	GO:0055114 GO:0050660 GO:0017150 GO:0008033		KOG2335		PTHR11082 PTHR11082:SF29	PF01207
MicpuC2.e_gw1.3.374.1	GO:0006468 GO:0005524 GO:0004672	K08838	KOG0581 KOG0198	2.7.11.1	PTHR24361 PTHR24361:SF367	PF00069
e_gw1.1.54.1	GO:0051536 GO:0003824				PTHR11228 PTHR11228:SF23	PF04055 PF12345
e_gw1.1.2066.1	GO:0006414 GO:0003746 GO:0043043 GO:0005737				PTHR30053 PTHR30053:SF1	PF01132 PF09285
e_gw1.1.797.1	GO:0016021 GO:0006481 GO:0004671		KOG4650	1.3.1.70	PTHR32251 PTHR32251:SF19	PF04140
e_gw1.1.691.1	GO:0006468 GO:0005524 GO:0004672	K08824	KOG0593	2.7.11.22	PTHR24056 PTHR24056:SF111	PF00069
e_gw1.1.2034.1	GO:0051536 GO:0003824 GO:0008173 GO:0006364 GO:0005737	K06941		2.1.1.192	PTHR30544 PTHR30544:SF3	PF13394 PF04055
e_gw1.1.2031.1	GO:0046872 GO:0031419 GO:0042558 GO:0009086 GO:0008705 GO:0005622	K00548	KOG1579	2.1.1.13	PTHR21091 PTHR21091:SF112	PF02310 PF02607 PF00809 PF02574 PF02965
e_gw1.1.2057.1	GO:0006468 GO:0004672	K03097		2.7.11.1	PTHR24054 PTHR24054:SF33	PF07714
e_gw1.1.874.1	GO:0016021 GO:0006836 GO:0005328		KOG3660		PTHR11616	PF00209
e_gw1.1.292.1	GO:0006629		KOG4232		PTHR19353 PTHR19353:SF14	PF00173 PF00487
MicpuC2.e_gw1.3.597.1	GO:0005515				PTHR24412	PF01344
e_gw1.1.1313.1	GO:0009116 GO:0003824	K01244		3.2.2.9 2.4.2.28	PTHR21234	PF01048
e_gw1.1.2087.1	GO:0015934 GO:0006412 GO:0003735	K02911			PTHR21026 PTHR21026:SF2	PF01783
e_gw1.1.900.1	GO:0006457		KOG0544	5.2.1.8	PTHR10516	PF00254
e_gw1.1.25.1	GO:0006289 GO:0005634 GO:0000439	K03144	KOG3471		PTHR13152	PF03849
e_gw1.1.1456.1	GO:0008152 GO:0003824				PTHR24095	PF00501
e_gw1.1.1293.1	GO:0005515	K12795	KOG1309		PTHR22904 PTHR22904:SF344	PF00515 PF04969 PF13414 PF05002
e_gw1.1.979.1	GO:0008152 GO:0003824	K01687		4.2.1.9	PTHR21000 PTHR21000:SF5	PF00920
e_gw1.1.1644.1	GO:0006457	K03773	KOG0544	5.2.1.8	PTHR10516 PTHR10516:SF298	PF01346 PF00254
e_gw1.1.420.1	GO:0006888 GO:0005622 GO:0005801		KOG3368		PTHR23249 PTHR23249:SF15	PF04628
e_gw1.1.1419.1	GO:0006629				PTHR36459	PF00487
e_gw1.1.2163.1	GO:0006468 GO:0005524 GO:0004672			2.7.11.22	PTHR24349 PTHR24349:SF88	PF00069
MicpuC2.e_gw1.3.495.1	GO:0008168 GO:0006479		KOG1499	2.1.1.125	PTHR11006 PTHR11006:SF55	PF12847
e_gw1.1.65.1	GO:0000166 GO:0005525	K03979	KOG1489		PTHR11702 PTHR11702:SF20	PF09269 PF01926 PF01018
e_gw1.1.653.1	GO:0016787 GO:0008152	K14664		3.5.1.14	PTHR11014 PTHR11014:SF63	PF01546
e_gw1.1.927.1	GO:0003723 GO:0003676	K13126	KOG0123		PTHR24012 PTHR24012:SF366	PF00658 PF00076
e_gw1.1.1114.1	GO:0006397	K12861	KOG3096		PTHR13296 PTHR13296:SF0	PF05700
e_gw1.1.590.1	GO:0005515				PTHR11102	PF13181 PF00515 PF08238
e_gw1.1.286.1	GO:0051603 GO:0005839 GO:0004298	K01419		3.4.25.2	PTHR32194	PF00227
e_gw1.1.1139.1	GO:0042450 GO:0004056	K01755		4.3.2.1	PTHR11444 PTHR11444:SF3	PF14698 PF00206
e_gw1.1.531.1	GO:0016021 GO:0004252		KOG2632	3.4.21.105 3.4.21.108	PTHR12917 PTHR12917:SF19	PF01694
