feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	2059	2488	+	XM_005856290.1		XP_005856352.1	elongator complex protein 4		17363129	NGA_2042910	430	430	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	2059	2488	+	XP_005856352.1		XM_005856290.1	elongator complex protein 4		17363129	NGA_2042910	430	143	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	3833	4451	-						17363125	NGA_2044510	619		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	3833	4451	-	XM_005856291.1		XP_005856353.1	heat shock protein 40 like protein domain containing protein		17363125	NGA_2044510	619	619	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	3833	4451	-	XP_005856353.1		XM_005856291.1	heat shock protein 40 like protein domain containing protein		17363125	NGA_2044510	619	206	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	4468	5094	-						17363126	NGA_2028810	627		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	4468	5094	-	XM_005856287.1		XP_005856349.1	chaperone protein		17363126	NGA_2028810	627	627	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	4468	5094	-	XP_005856349.1		XM_005856287.1	chaperone protein		17363126	NGA_2028810	627	209	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	27155	27886	+						17363122	NGA_2002400	732		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	27155	27886	+	XM_005856284.1		XP_005856346.1	hypothetical protein		17363122	NGA_2002400	732	732	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	27155	27886	+	XP_005856346.1		XM_005856284.1	hypothetical protein		17363122	NGA_2002400	732	244	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	39767	40270	+						17363130	NGA_2029700	504		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	39767	40270	+	XM_005856288.1		XP_005856350.1	mitochondrial protein		17363130	NGA_2029700	504	504	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	39767	40270	+	XP_005856350.1		XM_005856288.1	mitochondrial protein		17363130	NGA_2029700	504	167	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	40258	41962	+						17363123	NGA_2006800	1705		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	40258	41962	+	XM_005856285.1		XP_005856347.1	pentatricopeptide repeat10		17363123	NGA_2006800	1705	1705	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	40258	41861	+	XP_005856347.1		XM_005856285.1	pentatricopeptide repeat10		17363123	NGA_2006800	1604	533	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	58790	59040	-						17363121	NGA_2045800	251		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	58790	59040	-	XM_005856292.1		XP_005856354.1	chaperone protein		17363121	NGA_2045800	251	251	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	58790	59040	-	XP_005856354.1		XM_005856292.1	chaperone protein		17363121	NGA_2045800	251	83	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	62419	62693	-						17363127	NGA_2050800	275		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	62419	62693	-	XM_005856293.1		XP_005856355.1	hypothetical protein		17363127	NGA_2050800	275	275	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	62419	62693	-	XP_005856355.1		XM_005856293.1	hypothetical protein		17363127	NGA_2050800	275	91	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	63440	63697	-						17363132	NGA_2117000	258		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	63440	63697	-	XM_005856295.1		XP_005856357.1	n-terminal kinase-like protein		17363132	NGA_2117000	258	258	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	63440	63697	-	XP_005856357.1		XM_005856295.1	n-terminal kinase-like protein		17363132	NGA_2117000	258	86	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	82263	83176	-						17363128	NGA_2095600	914		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	82263	83176	-	XM_005856294.1		XP_005856356.1	protein farnesyltransferase subunit beta		17363128	NGA_2095600	596	596	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	82312	83176	-	XP_005856356.1		XM_005856294.1	protein farnesyltransferase subunit beta		17363128	NGA_2095600	547	181	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	86688	87338	+						17363133	NGA_2119900	651		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	86688	87338	+	XM_005856296.1		XP_005856358.1	hypothetical protein		17363133	NGA_2119900	651	651	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	86772	87242	+	XP_005856358.1		XM_005856296.1	hypothetical protein		17363133	NGA_2119900	471	156	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	94292	94582	-						17363131	NGA_2042700	291		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	94292	94582	-	XM_005856289.1		XP_005856351.1	abc transporter atp-binding protein		17363131	NGA_2042700	291	291	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	94292	94582	-	XP_005856351.1		XM_005856289.1	abc transporter atp-binding protein		17363131	NGA_2042700	291	97	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	125332	127084	+						17363124	NGA_2018700	1753		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	125332	127084	+	XM_005856286.1		XP_005856348.1	hypothetical protein		17363124	NGA_2018700	1753	1753	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803943.1	125332	127084	+	XP_005856348.1		XM_005856286.1	hypothetical protein		17363124	NGA_2018700	1753	584	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	5485	7470	-						17363111	NGA_2011900	1986		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	5485	7470	-	XM_005856271.1		XP_005856333.1	erd (early-responsive to dehydration stress) family protein		17363111	NGA_2011900	1986	1986	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	5579	7470	-	XP_005856333.1		XM_005856271.1	erd (early-responsive to dehydration stress) family protein		17363111	NGA_2011900	1892	629	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	13604	14149	-						17363112	NGA_2074200	546		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	13604	14149	-	XM_005856279.1		XP_005856341.1	hypothetical protein		17363112	NGA_2074200	546	546	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	13610	14149	-	XP_005856341.1		XM_005856279.1	hypothetical protein		17363112	NGA_2074200	540	179	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	30316	32096	+						17363118	NGA_2053900	1781		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	30316	32096	+	XM_005856278.1		XP_005856340.1	e3 ubiquitin-protein ligase listerin		17363118	NGA_2053900	1781	1781	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	30316	32038	+	XP_005856340.1		XM_005856278.1	e3 ubiquitin-protein ligase listerin		17363118	NGA_2053900	1723	573	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	38189	38808	-						17363117	NGA_2027600	620		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	38189	38808	-	XM_005856275.1		XP_005856337.1	alpha-ketoglutarate-dependent taurine dioxygenase		17363117	NGA_2027600	620	620	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	38189	38808	-	XP_005856337.1		XM_005856275.1	alpha-ketoglutarate-dependent taurine dioxygenase		17363117	NGA_2027600	620	206	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	46530	54888	-						17363120	NGA_2109700	8359		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	46530	54888	-	XM_005856282.1		XP_005856344.1	bromodomain containing protein		17363120	NGA_2109700	8359	8359	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	48257	54888	-	XP_005856344.1		XM_005856282.1	bromodomain containing protein		17363120	NGA_2109700	6632	2209	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65607	66017	-						17363113	NGA_2042400	411		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65607	66017	-	XM_005856276.1		XP_005856338.1	hypothetical protein		17363113	NGA_2042400	411	411	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65698	66017	-	XP_005856338.1		XM_005856276.1	hypothetical protein		17363113	NGA_2042400	320	105	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65997	66635	-						17363109	NGA_2022700	639		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65997	66635	-	XM_005856274.1		XP_005856336.1	hypothetical protein		17363109	NGA_2022700	639	639	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	65997	66635	-	XP_005856336.1		XM_005856274.1	hypothetical protein		17363109	NGA_2022700	639	212	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	89068	90025	+						17363119	NGA_2093900	958		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	89068	90025	+	XM_005856281.1		XP_005856343.1	polycomb group ring finger protein 3		17363119	NGA_2093900	958	958	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	89068	89981	+	XP_005856343.1		XM_005856281.1	polycomb group ring finger protein 3		17363119	NGA_2093900	914	303	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	94133	94711	-					GCS1	17363108	NGA_2124800	579		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	94133	94711	-	XM_005856283.1		XP_005856345.1	mannosyl-oligosaccharide glucosidase	GCS1	17363108	NGA_2124800	437	437	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	94239	94711	-	XP_005856345.1		XM_005856283.1	mannosyl-oligosaccharide glucosidase	GCS1	17363108	NGA_2124800	331	109	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	103359	104450	+						17363114	NGA_2014700	1092		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	103359	104450	+	XM_005856273.1		XP_005856335.1	hypothetical protein		17363114	NGA_2014700	1092	1092	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	103677	104387	+	XP_005856335.1		XM_005856273.1	hypothetical protein		17363114	NGA_2014700	711	236	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	110459	113043	+					UBE3C	17363116	NGA_2013300	2585		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	110459	113043	+	XM_005856272.1		XP_005856334.1	ubiquitin-protein ligase E3 C	UBE3C	17363116	NGA_2013300	2453	2453	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	110459	113042	+	XP_005856334.1		XM_005856272.1	ubiquitin-protein ligase E3 C	UBE3C	17363116	NGA_2013300	2452	816	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	116841	117497	-						17363115	NGA_2043200	657		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	116841	117497	-	XM_005856277.1		XP_005856339.1	armadillo-like helical domain-containing protein		17363115	NGA_2043200	657	657	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	116841	117497	-	XP_005856339.1		XM_005856277.1	armadillo-like helical domain-containing protein		17363115	NGA_2043200	657	219	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	136453	137310	-						17363110	NGA_2084000	858		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	136453	137310	-	XM_005856280.1		XP_005856342.1	c2h2 zinc finger protein		17363110	NGA_2084000	858	858	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803942.1	136453	137176	-	XP_005856342.1		XM_005856280.1	c2h2 zinc finger protein		17363110	NGA_2084000	724	241	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803941.1	60339	60930	-						17363107	NGA_2085000	592		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803941.1	60339	60930	-	XM_005856270.1		XP_005856332.1	hypothetical protein		17363107	NGA_2085000	592	592	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803941.1	60339	60930	-	XP_005856332.1		XM_005856270.1	hypothetical protein		17363107	NGA_2085000	592	197	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	19509	22388	-						17363101	NGA_2097300	2880		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	19509	22388	-	XM_005856268.1		XP_005856330.1	epidermal retinol dehydrogenase 2-like protein		17363101	NGA_2097300	2305	2305	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	21054	22388	-	XP_005856330.1		XM_005856268.1	epidermal retinol dehydrogenase 2-like protein		17363101	NGA_2097300	998	331	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	30223	31895	+						17363106	NGA_2010400	1673		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	30223	31895	+	XM_005856265.1		XP_005856327.1	hypothetical protein		17363106	NGA_2010400	1673	1673	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	30223	31703	+	XP_005856327.1		XM_005856265.1	hypothetical protein		17363106	NGA_2010400	1481	492	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	49659	50377	+						17363103	NGA_2004810	719		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	49659	50377	+	XM_005856264.1		XP_005856326.1	nudix hydrolase		17363103	NGA_2004810	719	719	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	49675	50349	+	XP_005856326.1		XM_005856264.1	nudix hydrolase		17363103	NGA_2004810	675	224	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	82696	84221	-						17363105	NGA_2088100	1526		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	82696	84221	-	XM_005856267.1		XP_005856329.1	cereblon		17363105	NGA_2088100	1526	1526	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	82919	84199	-	XP_005856329.1		XM_005856267.1	cereblon		17363105	NGA_2088100	1281	426	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	100172	100781	-						17363104	NGA_2103100	610		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	100172	100781	-	XM_005856269.1		XP_005856331.1	integral membrane protein		17363104	NGA_2103100	610	610	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	100249	100781	-	XP_005856331.1		XM_005856269.1	integral membrane protein		17363104	NGA_2103100	533	176	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	116913	118009	-						17363102	NGA_2080600	1097		
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	116913	118009	-	XM_005856266.1		XP_005856328.1	zinc finger family protein		17363102	NGA_2080600	1097	1097	
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803940.1	117043	117651	-	XP_005856328.1		XM_005856266.1	zinc finger family protein		17363102	NGA_2080600	609	202	
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803939.1	20555	20822	-						17363100	NGA_2043000	268		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803939.1	20555	20822	-	XM_005856263.1		XP_005856325.1	hypothetical protein		17363100	NGA_2043000	268	268	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803939.1	20555	20822	-	XP_005856325.1		XM_005856263.1	hypothetical protein		17363100	NGA_2043000	268	89	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	628	1627	+						17363092	NGA_2018400	1000		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	628	1627	+	XM_005856252.1		XP_005856314.1	hypothetical protein		17363092	NGA_2018400	1000	1000	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	628	1627	+	XP_005856314.1		XM_005856252.1	hypothetical protein		17363092	NGA_2018400	1000	333	partial
gene	protein_coding	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	15685	17588	-						17363099	NGA_2053100	1904		partial
mRNA		GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	15685	17588	-	XM_005856255.1		XP_005856317.1	kinesin-like protein		17363099	NGA_2053100	1904	1904	partial
CDS	with_protein	GCF_000240725.1	Primary Assembly	unplaced scaffold		NW_005803938.1	15685	17588	-	XP_005856317.1		XM_005856255.1	kinesin-like protein		17363099	NGA_2053100	1904	634	partial
