Naga_101577g2	NGA_2123800
Naga_100131g1	NGA_0679600
Naga_100058g1	NGA_2020020
Naga_100058g2	NGA_0220902
Naga_100058g3	NGA_0606000
Naga_100058g4	NGA_2023800
Naga_100058g5	NGA_0679600
Naga_100058g6	NGA_2085700
Naga_100058g7	NGA_2083900
Naga_100058g8	NGA_0332700
Naga_100058g9	NGA_0415300
Naga_100058g10	NGA_0385720
Naga_100058g11	NGA_0467800
Naga_100058g12	NGA_0428400
Naga_100058g13	NGA_0451520
Naga_100058g14	NGA_0594100
Naga_100058g15	NGA_0236400
Naga_100058g16	NGA_2071100
Naga_100058g18	NGA_2040300
Naga_100058g19	NGA_0355400
Naga_100058g20	NGA_0214500
Naga_100058g21	NGA_0499501
Naga_100058g22	NGA_2005920
Naga_100058g23	NGA_2015800
Naga_100058g24	NGA_0587500
Naga_100058g25	NGA_0429000
Naga_100058g26	NGA_0711700
Naga_100058g27	NGA_2100500
Naga_100592g2	NGA_0410000
Naga_100592g1	NGA_2031220
Naga_101210g1	NGA_2013800
Naga_101096g1	NGA_2052500
Naga_101096g2	NGA_0195500
Naga_101096g3	NGA_0699500
Naga_100190g13	NGA_2053810
Naga_100190g12	NGA_0409810
Naga_100190g11	NGA_0504500
Naga_100190g10	NGA_0177102
Naga_100190g9	NGA_0209800
Naga_100190g8	NGA_2017200
Naga_100190g7	NGA_2010920
Naga_100190g6	NGA_0165400
Naga_100190g5	NGA_0467800
Naga_100190g4	NGA_0716300
Naga_100190g3	NGA_2013800
Naga_100190g2	NGA_2014000
Naga_100190g1	NGA_2040600
Naga_100617g1	NGA_0514900
Naga_100617g2	NGA_0483700
Naga_100617g3	NGA_0711800
Naga_100617g4	NGA_0451800
Naga_101021g1	NGA_0469200
Naga_100710g1	NGA_0583102
Naga_100710g2	NGA_2058000
Naga_100710g3	NGA_0476801
Naga_100636g1	NGA_0428310
Naga_100636g3	NGA_0186100
Naga_100636g4	NGA_0452500
Naga_100627g4	NGA_0180800
Naga_100627g3	NGA_0320102
Naga_100627g2	NGA_0686500
Naga_100627g2	NGA_0705000
Naga_100627g1	NGA_2117400
Naga_100591g1	NGA_0223401
Naga_100591g2	NGA_0703900
Naga_104758g1	NGA_0435800
Naga_102092g1	NGA_2038100
Naga_100495g2	NGA_0191000
Naga_100495g3	NGA_2093500
Naga_100495g4	NGA_2083300
Naga_100495g6	NGA_0623100
Naga_100495g7	NGA_0088800
Naga_102176g1	NGA_0414600
Naga_100924g3	NGA_0545700
Naga_100924g1	NGA_2037100
Naga_101843g1	NGA_0568820
Naga_101843g1	NGA_0463000
Naga_101007g1	NGA_0470500
Naga_101007g2	NGA_2072900
Naga_100388g1	NGA_0094600
Naga_100388g2	NGA_0225900
Naga_100388g6	NGA_0248902
Naga_100388g7	NGA_0612400
Naga_100166g1	NGA_2025700
Naga_100166g2	NGA_0426800
Naga_100166g3	NGA_0222701
Naga_100166g4	NGA_0493700
Naga_100166g5	NGA_0147600
Naga_100166g6	NGA_0649100
Naga_100088g17	NGA_0190500
Naga_100088g16	NGA_0225500
Naga_100088g15	NGA_0225600
Naga_100088g14	NGA_0727300
Naga_100088g13	NGA_0225400
Naga_100088g12	NGA_0225200
Naga_100088g11	NGA_0441300
Naga_100088g10	NGA_0225200
Naga_100088g9	NGA_0546000
Naga_100088g9	NGA_0546000
Naga_100088g8	NGA_0488300
Naga_100088g7	NGA_0330600
Naga_100088g6	NGA_0700400
Naga_100088g4	NGA_2055900
Naga_100088g2	NGA_0599400
Naga_100088g1	NGA_2108100
Naga_100206g7	NGA_0332100
Naga_100206g7	NGA_2047210
Naga_100206g6	NGA_0680300
Naga_100206g5	NGA_0367500
Naga_100206g5	NGA_0319700
Naga_100206g4	NGA_2094500
Naga_100206g3	NGA_2040600
Naga_100206g2	NGA_2083300
Naga_100206g1	NGA_2078600
Naga_100369g5	NGA_2009720
Naga_100369g4	NGA_0448700
Naga_100369g2	NGA_0241000
Naga_100369g1	NGA_2074600
Naga_101921g1	NGA_2002920
Naga_100264g8	NGA_0469500
Naga_100264g7	NGA_0469400
Naga_100264g5	NGA_0469300
Naga_100264g5	NGA_0469300
Naga_100264g5	NGA_0469300
Naga_100264g4	NGA_0447800
Naga_100264g3	NGA_0447900
Naga_100264g1	NGA_0425000
Naga_102939g1	NGA_2033700
Naga_101161g3	NGA_0166300
Naga_101161g2	NGA_0218600
Naga_101161g1	NGA_2072900
Naga_101847g1	NGA_0556200
Naga_102854g1	NGA_2089900
Naga_100616g4	NGA_0166800
Naga_100616g3	NGA_0073400
Naga_100616g2	NGA_0166400
Naga_100616g2	NGA_0166400
Naga_100616g1	NGA_0082000
Naga_100329g1	NGA_0712200
Naga_100329g2	NGA_0444100
Naga_100329g3	NGA_0497600
Naga_100329g4	NGA_0688700
Naga_100329g6	NGA_0691000
Naga_101258g1	NGA_2027900
Naga_101258g2	NGA_0199000
Naga_101258g3	NGA_0185400
Naga_101590g1	NGA_2038000
Naga_101590g2	NGA_0155600
Naga_100368g9	NGA_2031820
Naga_100368g8	NGA_0088700
Naga_100368g7	NGA_0088900
Naga_100368g6	NGA_0704200
Naga_100368g5	NGA_0500300
Naga_100368g4	NGA_0460701
Naga_100368g3	NGA_0139500
Naga_100368g2	NGA_0709400
Naga_100368g1	NGA_0500500
Naga_101768g2	NGA_2085300
Naga_101768g1	NGA_0166500
Naga_100657g1	NGA_0331600
Naga_100657g2	NGA_0209800
Naga_101564g2	NGA_0628720
Naga_100846g6	NGA_2032000
Naga_100846g4	NGA_0082200
Naga_100846g3	NGA_2011700
Naga_100846g1	NGA_2031300
Naga_100367g1	NGA_0180002
Naga_100367g2	NGA_0712200
Naga_100367g3	NGA_0082802
Naga_100367g4	NGA_0239300
Naga_100367g6	NGA_0602700
Naga_100367g7	NGA_2082900
Naga_100109g21	NGA_0126300
Naga_100109g20	NGA_0702800
Naga_100109g18	NGA_2078000
Naga_100109g17	NGA_0240301
Naga_100109g16	NGA_0126200
Naga_100109g14	NGA_2099800
Naga_100109g13	NGA_0434010
Naga_100109g12	NGA_0730500
Naga_100109g11	NGA_2037100
Naga_100109g11	NGA_0238100
Naga_100109g10	NGA_2088000
Naga_100109g9	NGA_0546000
Naga_100109g8	NGA_0683300
Naga_100109g6	NGA_0452200
Naga_100109g5	NGA_0346920
Naga_100109g5	NGA_0110702
Naga_100109g4	NGA_0130810
Naga_100109g3	NGA_2060200
Naga_100109g2	NGA_0244200
Naga_100348g6	NGA_0728000
Naga_100348g5	NGA_0167720
Naga_100348g4	NGA_0694700
Naga_100348g3	NGA_0186400
Naga_100348g2	NGA_0170000
Naga_100348g1	NGA_0679600
Naga_102057g1	NGA_2045500
Naga_102057g2	NGA_0429400
Naga_100004g1	NGA_0433200
Naga_100004g2	NGA_2037700
Naga_100004g3	NGA_0674100
Naga_100004g4	NGA_0429800
Naga_100004g5	NGA_0186100
Naga_100004g6	NGA_2012500
Naga_100004g7	NGA_0514700
Naga_100004g8	NGA_0722410
Naga_100004g9	NGA_0619000
Naga_100004g10	NGA_0230500
Naga_100004g11	NGA_0448400
Naga_100004g11	NGA_0448400
Naga_100004g13	NGA_0448700
Naga_100004g15	NGA_0448600
Naga_100004g16	NGA_0448900
Naga_100004g17	NGA_0680300
Naga_100004g18	NGA_0680400
Naga_100004g19	NGA_0014302
Naga_100004g20	NGA_0186100
Naga_100004g21	NGA_0474400
Naga_100004g22	NGA_0390800
Naga_100004g23	NGA_0681100
Naga_100004g24	NGA_2012310
Naga_100004g25	NGA_2061100
Naga_100004g26	NGA_0501000
Naga_100004g28	NGA_0705800
Naga_100004g29	NGA_0679700
Naga_100004g31	NGA_0692300
Naga_100004g32	NGA_2100500
Naga_100004g33	NGA_2013200
Naga_100004g34	NGA_0271420
Naga_100004g35	NGA_2000500
Naga_100004g36	NGA_0375102
Naga_100004g37	NGA_2115700
Naga_100004g38	NGA_2093500
Naga_100004g39	NGA_0175800
Naga_100004g40	NGA_0602200
Naga_100004g41	NGA_0682800
Naga_100004g42	NGA_0180002
Naga_100004g44	NGA_2012500
Naga_100004g45	NGA_0679600
Naga_100004g46	NGA_0481600
Naga_100004g47	NGA_0167720
Naga_100004g48	NGA_2052800
Naga_100004g49	NGA_0567402
Naga_100004g50	NGA_0257820
Naga_100004g51	NGA_0722300
Naga_100004g52	NGA_0722410
Naga_100004g52	NGA_0722410
Naga_100004g53	NGA_0217000
Naga_100004g54	NGA_2004420
Naga_100004g55	NGA_2054500
Naga_100004g56	NGA_0693700
Naga_100004g57	NGA_0616120
Naga_100004g58	NGA_0717400
Naga_100004g60	NGA_0184200
Naga_100004g61	NGA_2092200
Naga_100004g62	NGA_0401310
Naga_100004g63	NGA_0493600
Naga_100004g64	NGA_0375102
Naga_100004g65	NGA_0220200
Naga_100004g66	NGA_0645800
Naga_100004g67	NGA_0688700
Naga_100004g68	NGA_2109500
Naga_100004g69	NGA_0491400
Naga_100004g71	NGA_0547500
Naga_100004g72	NGA_0429500
Naga_100004g73	NGA_0476400
Naga_100004g74	NGA_0704000
Naga_100004g75	NGA_0184600
Naga_100004g76	NGA_0724100
Naga_100004g77	NGA_0681400
Naga_100004g78	NGA_0674800
Naga_100004g79	NGA_2087000
Naga_100004g80	NGA_0702800
Naga_100004g81	NGA_2103900
Naga_100004g82	NGA_0044320
Naga_100004g84	NGA_0430800
Naga_100004g85	NGA_0430500
Naga_100004g86	NGA_0044802
Naga_100004g87	NGA_0524500
Naga_100004g88	NGA_0387900
Naga_100004g89	NGA_0185210
Naga_100004g90	NGA_0481600
Naga_100004g91	NGA_0382700
Naga_100004g92	NGA_0333200
Naga_100004g93	NGA_0462800
Naga_100004g94	NGA_0441500
Naga_100004g95	NGA_0429100
Naga_100004g98	NGA_0690800
Naga_100004g99	NGA_2103900
Naga_100004g102	NGA_0640610
Naga_100004g103	NGA_0467800
Naga_100004g104	NGA_0493200
Naga_100004g105	NGA_0704000
Naga_100004g107	NGA_0490300
Naga_100004g108	NGA_0075100
Naga_100004g109	NGA_0227500
Naga_100004g110	NGA_0045802
Naga_100004g111	NGA_0042902
Naga_100004g112	NGA_0464400
Naga_100004g113	NGA_0046102
Naga_100004g114	NGA_0044220
Naga_100004g116	NGA_2105200
Naga_100004g117	NGA_0409810
Naga_100004g118	NGA_0452500
Naga_100004g119	NGA_0097300
Naga_100004g120	NGA_2000720
Naga_100004g121	NGA_0363900
Naga_100004g122	NGA_0709000
Naga_100004g123	NGA_0134201
Naga_100004g124	NGA_0367000
Naga_100004g125	NGA_0131300
Naga_100004g126	NGA_0097410
Naga_100004g126	NGA_0097410
Naga_100004g127	NGA_2083300
Naga_100004g127	NGA_2083300
Naga_100004g128	NGA_2093200
Naga_100004g129	NGA_0693700
Naga_100004g131	NGA_2078500
Naga_100004g132	NGA_0685300
Naga_100004g134	NGA_0166800
Naga_100004g135	NGA_0207800
Naga_100004g137	NGA_0227300
Naga_100004g138	NGA_2046900
Naga_100004g139	NGA_0180800
Naga_100004g139	NGA_0207800
Naga_100004g140	NGA_0248510
Naga_100004g141	NGA_0448700
Naga_100004g142	NGA_0121700
Naga_100004g145	NGA_2046520
Naga_100004g146	NGA_0711800
Naga_100004g147	NGA_0036802
Naga_100004g148	NGA_0461900
Naga_100004g149	NGA_0406800
Naga_100004g150	NGA_2057200
Naga_100004g151	NGA_0719700
Naga_100004g152	NGA_2001900
Naga_100004g152	NGA_2001900
Naga_100004g153	NGA_0186100
Naga_100004g154	NGA_0130520
Naga_100004g155	NGA_0236620
Naga_100004g156	NGA_0185210
Naga_100004g157	NGA_2016700
Naga_100004g159	NGA_0711800
Naga_100004g159	NGA_0727600
Naga_100004g160	NGA_0378100
Naga_100004g161	NGA_0175800
Naga_100004g163	NGA_2126100
Naga_100004g164	NGA_0446101
Naga_100004g165	NGA_0384402
Naga_100004g166	NGA_0391702
Naga_100004g167	NGA_2005520
Naga_100004g168	NGA_2115200
Naga_100004g169	NGA_2024300
Naga_100004g170	NGA_0491200
Naga_100004g171	NGA_0418320
Naga_100004g172	NGA_0444000
Naga_100004g173	NGA_0093300
Naga_100004g174	NGA_0711700
Naga_100004g175	NGA_2113200
Naga_100004g176	NGA_0437700
Naga_100004g177	NGA_0188410
Naga_100004g178	NGA_0482400
Naga_100004g179	NGA_2024300
Naga_100004g181	NGA_0368700
Naga_100004g180	NGA_0684800
Naga_100004g182	NGA_2043100
Naga_100036g47	NGA_0486500
Naga_100036g45	NGA_0468900
Naga_100036g44	NGA_0594100
Naga_100036g43	NGA_0115502
Naga_100036g42	NGA_2056600
Naga_100036g41	NGA_0333900
Naga_100036g40	NGA_0450401
Naga_100036g40	NGA_0450401
Naga_100036g39	NGA_0644800
Naga_100036g38	NGA_0705800
Naga_100036g37	NGA_0686600
Naga_100036g36	NGA_2099800
Naga_100036g35	NGA_2026210
Naga_100036g33	NGA_0401010
Naga_100036g32	NGA_0622900
Naga_100036g31	NGA_0682500
Naga_100036g30	NGA_2006700
Naga_100036g29	NGA_0093400
Naga_100036g28	NGA_0679600
Naga_100036g27	NGA_2032100
Naga_100036g26	NGA_0680000
Naga_100036g25	NGA_0319600
Naga_100036g24	NGA_0680100
Naga_100036g23	NGA_0220200
Naga_100036g21	NGA_0401020
Naga_100036g20	NGA_2045500
Naga_100036g19	NGA_2067400
Naga_100036g17	NGA_0415300
Naga_100036g16	NGA_0046102
Naga_100036g15	NGA_2009000
Naga_100036g14	NGA_0334500
Naga_100036g13	NGA_0174101
Naga_100036g12	NGA_0435900
Naga_100036g11	NGA_0216800
Naga_100036g10	NGA_0726700
Naga_100036g8	NGA_0500400
Naga_100036g7	NGA_2094500
Naga_100036g6	NGA_2033200
Naga_100036g5	NGA_0631000
Naga_100036g4	NGA_0505000
Naga_100036g3	NGA_0098600
Naga_100036g2	NGA_0692400
Naga_100036g1	NGA_2092600
Naga_100120g24	NGA_0085800
Naga_100120g23	NGA_0195200
Naga_100120g21	NGA_0445600
Naga_100120g20	NGA_0469800
Naga_100120g19	NGA_0674800
Naga_100120g18	NGA_0716300
Naga_100120g17	NGA_0330500
Naga_100120g16	NGA_0391810
Naga_100120g15	NGA_2121600
Naga_100120g13	NGA_2119400
Naga_100120g12	NGA_0460910
Naga_100120g10	NGA_0216600
Naga_100120g10	NGA_0216600
Naga_100120g9	NGA_0093200
Naga_100120g8	NGA_0090500
Naga_100120g7	NGA_0727300
Naga_100120g6	NGA_0602100
Naga_100120g5	NGA_2045500
Naga_100120g4	NGA_0167501
Naga_100120g3	NGA_0389100
Naga_100120g2	NGA_2075000
Naga_100120g1	NGA_2028120
Naga_100044g35	NGA_0602200
Naga_100044g34	NGA_2037100
Naga_100044g33	NGA_0415300
Naga_100044g32	NGA_2098700
Naga_100044g31	NGA_2088900
Naga_100044g30	NGA_2071100
Naga_100044g29	NGA_2003600
Naga_100044g28	NGA_0026402
Naga_100044g27	NGA_2006700
Naga_100044g26	NGA_0435900
Naga_100044g25	NGA_0624200
Naga_100044g24	NGA_2080000
Naga_100044g23	NGA_2033000
Naga_100044g22	NGA_0360510
Naga_100044g22	NGA_0360510
Naga_100044g21	NGA_0196400
Naga_100044g19	NGA_2103610
Naga_100044g17	NGA_0462300
Naga_100044g16	NGA_0546400
Naga_100044g15	NGA_0679000
Naga_100044g14	NGA_0641200
Naga_100044g13	NGA_0320200
Naga_100044g12	NGA_0694500
Naga_100044g11	NGA_0045802
Naga_100044g9	NGA_0445201
Naga_100044g8	NGA_0163100
Naga_100044g7	NGA_0710300
Naga_100044g6	NGA_2078000
Naga_100044g5	NGA_2076120
Naga_100044g4	NGA_0709510
Naga_100044g4	NGA_0709510
Naga_100044g3	NGA_0612500
Naga_100044g2	NGA_0190300
Naga_100044g1	NGA_2049900
Naga_100008g1	NGA_0248302
Naga_100008g2	NGA_0035702
Naga_100008g3	NGA_2112100
Naga_100008g4	NGA_0035102
Naga_100008g6	NGA_0037602
Naga_100008g7	NGA_0039002
Naga_100008g8	NGA_0037902
Naga_100008g9	NGA_0602700
Naga_100008g11	NGA_2017600
Naga_100008g12	NGA_0330500
Naga_100008g13	NGA_0602310
Naga_100008g14	NGA_0605600
Naga_100008g15	NGA_0612400
Naga_100008g16	NGA_0116002
Naga_100008g17	NGA_2003600
Naga_100008g18	NGA_0073200
Naga_100008g19	NGA_0624002
Naga_100008g20	NGA_0606100
Naga_100008g21	NGA_2070400
Naga_100008g22	NGA_0687200
Naga_100008g23	NGA_0082300
Naga_100008g26	NGA_0680900
Naga_100008g27	NGA_0717300
Naga_100008g27	NGA_0717300
Naga_100008g28	NGA_0330700
Naga_100008g30	NGA_0220200
Naga_100008g31	NGA_0240700
Naga_100008g32	NGA_0075400
Naga_100008g33	NGA_2071000
Naga_100008g34	NGA_2073600
Naga_100008g35	NGA_0434010
Naga_100008g37	NGA_0722800
Naga_100008g39	NGA_0433200
Naga_100008g40	NGA_2037400
Naga_100008g41	NGA_0036802
Naga_100008g42	NGA_2050900
Naga_100008g43	NGA_0458200
Naga_100008g44	NGA_0490700
Naga_100008g45	NGA_0722900
Naga_100008g46	NGA_0496200
Naga_100008g47	NGA_2109900
Naga_100008g48	NGA_0685300
Naga_100008g49	NGA_2076200
Naga_100008g50	NGA_2097720
Naga_100008g51	NGA_0168700
Naga_100008g52	NGA_0686100
Naga_100008g54	NGA_0096502
Naga_100008g55	NGA_0452000
Naga_100008g56	NGA_2095400
Naga_100008g58	NGA_0131002
Naga_100008g57	NGA_0358800
Naga_100008g59	NGA_0623100
Naga_100008g60	NGA_0415100
Naga_100008g62	NGA_0332700
Naga_100008g63	NGA_0434010
Naga_100008g64	NGA_0599000
Naga_100008g65	NGA_0414700
Naga_100008g66	NGA_0467800
Naga_100008g67	NGA_0414010
Naga_100008g68	NGA_0437100
Naga_100008g69	NGA_0486900
Naga_100008g70	NGA_2086400
Naga_100008g71	NGA_2099000
Naga_100008g72	NGA_0501400
Naga_100008g73	NGA_2010920
Naga_100008g74	NGA_0227300
Naga_100008g75	NGA_0499501
Naga_100008g77	NGA_0499301
Naga_100008g78	NGA_0499601
Naga_100008g79	NGA_0088800
Naga_100008g80	NGA_0499401
Naga_100008g80	NGA_0499401
Naga_100008g81	NGA_2049000
Naga_100008g81	NGA_2049000
Naga_100008g83	NGA_0120900
Naga_100008g84	NGA_0074400
Naga_100008g85	NGA_0545500
Naga_100008g86	NGA_0396400
Naga_100008g87	NGA_0077200
Naga_100008g88	NGA_0708800
Naga_100008g90	NGA_0588500
Naga_100008g91	NGA_0624200
Naga_100008g92	NGA_0449801
Naga_100008g93	NGA_0607910
Naga_100008g94	NGA_0208901
Naga_100008g96	NGA_0209301
Naga_100008g97	NGA_0438800
Naga_100008g98	NGA_0209010
Naga_100008g100	NGA_0209201
Naga_100008g99	NGA_2117600
Naga_100008g101	NGA_2032600
Naga_100008g102	NGA_0209101
Naga_100008g105	NGA_0401310
Naga_100008g106	NGA_2105800
Naga_100008g107	NGA_0587900
Naga_100008g108	NGA_0722900
Naga_100008g109	NGA_0220200
Naga_100008g110	NGA_0606000
Naga_100008g112	NGA_0606600
Naga_100008g113	NGA_0605800
Naga_100008g114	NGA_0026402
Naga_100008g115	NGA_0599000
Naga_100008g116	NGA_0606100
Naga_100008g117	NGA_0606200
Naga_100008g118	NGA_0025720
Naga_100008g119	NGA_0606700
Naga_100008g120	NGA_0605700
Naga_100008g122	NGA_2009600
Naga_100008g124	NGA_0606500
Naga_100008g125	NGA_0606300
Naga_100008g126	NGA_0606900
Naga_100008g127	NGA_0605600
Naga_100008g128	NGA_0318500
Naga_100008g130	NGA_0425800
Naga_100008g132	NGA_0605910
Naga_100008g135	NGA_0388900
Naga_100008g136	NGA_0679600
Naga_100008g137	NGA_0388600
Naga_100285g1	NGA_2049600
Naga_100285g2	NGA_2055900
Naga_100285g3	NGA_0388500
Naga_100285g4	NGA_0725500
Naga_100285g6	NGA_0701100
Naga_100285g7	NGA_0388100
Naga_100285g8	NGA_0388400
Naga_100285g9	NGA_0388300
Naga_100285g10	NGA_0360510
Naga_100267g9	NGA_0429800
Naga_100267g8	NGA_0176102
Naga_100267g7	NGA_0703200
Naga_100267g6	NGA_0679600
Naga_100267g5	NGA_2102700
Naga_100267g4	NGA_0418320
Naga_100267g3	NGA_2118600
Naga_100267g2	NGA_0224720
Naga_100267g1	NGA_0468300
Naga_100338g1	NGA_0131200
Naga_100338g2	NGA_0468500
Naga_100338g3	NGA_0468200
Naga_100338g4	NGA_0545600
Naga_100338g5	NGA_0363900
Naga_100338g6	NGA_0364100
Naga_100338g6	NGA_0712100
Naga_100197g11	NGA_0364200
Naga_100197g10	NGA_0703200
Naga_100197g9	NGA_0219720
Naga_100197g8	NGA_0219302
Naga_100197g6	NGA_0446800
Naga_100197g4	NGA_0219602
Naga_100197g3	NGA_0219502
Naga_100197g2	NGA_0730400
Naga_100197g1	NGA_0239500
Naga_100288g1	NGA_0196400
Naga_100288g2	NGA_0390400
Naga_100288g3	NGA_0110702
Naga_100288g4	NGA_2027900
Naga_100288g5	NGA_0479300
Naga_101388g1	NGA_0680400
Naga_100323g6	NGA_0459300
Naga_100323g5	NGA_0233001
Naga_100323g4	NGA_0232801
Naga_100323g3	NGA_0248510
Naga_100323g2	NGA_0187200
Naga_100323g1	NGA_0249320
Naga_100094g16	NGA_0249310
Naga_100094g14	NGA_0248410
Naga_100094g13	NGA_2052600
Naga_100094g12	NGA_0702100
Naga_100094g11	NGA_0689600
Naga_100094g9	NGA_0248620
Naga_100094g8	NGA_0248610
Naga_100094g7	NGA_0249400
Naga_100094g6	NGA_0248000
Naga_100094g5	NGA_0248800
Naga_100094g4	NGA_0467800
Naga_100094g3	NGA_0249010
Naga_100094g2	NGA_0248302
Naga_100094g1	NGA_0248902
Naga_100282g4	NGA_0675110
Naga_100282g3	NGA_0248202
Naga_100282g2	NGA_0675300
Naga_100282g2	NGA_0675300
Naga_100282g1	NGA_0474300
Naga_101134g2	NGA_0169700
Naga_101134g1	NGA_0675000
Naga_100219g6	NGA_0185400
Naga_100219g5	NGA_2014000
Naga_100219g4	NGA_0675600
Naga_100219g3	NGA_2077700
Naga_100219g2	NGA_0706200
Naga_100219g1	NGA_0706300
Naga_100103g18	NGA_0370410
Naga_100103g17	NGA_0115300
Naga_100103g16	NGA_2025800
Naga_100103g15	NGA_0076700
Naga_100103g14	NGA_2029520
Naga_100103g13	NGA_0167902
Naga_100103g12	NGA_0432801
Naga_100103g12	NGA_0432801
Naga_100103g11	NGA_0432901
Naga_100103g11	NGA_0432901
Naga_100103g10	NGA_0170700
Naga_100103g9	NGA_0110320
Naga_100103g8	NGA_2116100
Naga_100103g7	NGA_0495900
Naga_100103g6	NGA_0098202
Naga_100103g5	NGA_0097200
Naga_100103g4	NGA_0180800
Naga_100103g4	NGA_2084100
Naga_100103g3	NGA_0222801
Naga_100103g2	NGA_0641020
Naga_100103g1	NGA_0112700
Naga_100872g1	NGA_0367000
Naga_100690g2	NGA_0680300
Naga_100690g1	NGA_0238200
Naga_101526g1	NGA_0073400
Naga_102094g1	NGA_0196200
Naga_101556g1	NGA_2089820
Naga_101541g2	NGA_0680800
Naga_101541g1	NGA_0459800
Naga_101634g1	NGA_0560200
Naga_100596g3	NGA_0547100
Naga_100596g2	NGA_0377000
Naga_100596g1	NGA_0500200
Naga_100965g2	NGA_0455700
Naga_101398g1	NGA_0709900
Naga_100576g4	NGA_0195200
Naga_100576g3	NGA_0195400
Naga_100576g2	NGA_0195600
Naga_100576g1	NGA_2047120
Naga_101918g1	NGA_2011700
Naga_101061g1	NGA_2049900
Naga_101061g3	NGA_0238900
Naga_104506g1	NGA_0712200
Naga_101084g2	NGA_2087000
Naga_101084g1	NGA_0139800
Naga_100097g1	NGA_2067700
Naga_100097g2	NGA_2040600
Naga_100097g3	NGA_0082200
Naga_100097g3	NGA_0082200
Naga_100097g4	NGA_0125002
Naga_100097g5	NGA_2029900
Naga_100097g6	NGA_2056300
Naga_100097g7	NGA_0516500
Naga_100097g8	NGA_0726500
Naga_100097g8	NGA_0090700
Naga_100097g9	NGA_0463700
Naga_100097g10	NGA_0388100
Naga_100097g11	NGA_2061220
Naga_100097g12	NGA_2055820
Naga_100097g13	NGA_2084100
Naga_100097g14	NGA_0448600
Naga_100097g15	NGA_0490300
Naga_100097g16	NGA_0096400
Naga_100097g17	NGA_2078000
Naga_100097g18	NGA_0606000
Naga_100097g19	NGA_0712100
Naga_100097g20	NGA_0180002
Naga_100263g6	NGA_0196400
Naga_100263g5	NGA_0082200
Naga_100263g4	NGA_2024300
Naga_100263g3	NGA_0217700
Naga_100263g2	NGA_0334500
Naga_100263g1	NGA_0487310
Naga_101932g1	NGA_0481900
Naga_100018g65	NGA_0728300
Naga_100018g64	NGA_0420002
Naga_100018g63	NGA_0419702
Naga_100018g63	NGA_0419702
Naga_100018g62	NGA_0419902
Naga_100018g61	NGA_0430700
Naga_100018g60	NGA_2012310
Naga_100018g59	NGA_0467800
Naga_100018g58	NGA_0504420
Naga_100018g57	NGA_2087300
Naga_100018g56	NGA_0612900
Naga_100018g52	NGA_2011200
Naga_100018g52	NGA_2011200
Naga_100018g51	NGA_0679600
Naga_100018g50	NGA_2023110
Naga_100018g49	NGA_0467800
Naga_100018g48	NGA_0431100
Naga_100018g46	NGA_0189910
Naga_100018g45	NGA_0189801
Naga_100018g44	NGA_0720100
Naga_100018g43	NGA_0190001
Naga_100018g42	NGA_0710900
Naga_100018g41	NGA_0093300
Naga_100018g41	NGA_0237820
Naga_100018g39	NGA_0189701
Naga_100018g38	NGA_0220200
Naga_100018g37	NGA_0606300
Naga_100018g36	NGA_0703800
Naga_100018g33	NGA_0439800
Naga_100018g32	NGA_0602200
Naga_100018g32	NGA_0691120
Naga_100018g31	NGA_0244200
Naga_100018g30	NGA_0239720
Naga_100018g29	NGA_0088800
Naga_100018g28	NGA_0186400
Naga_100018g27	NGA_0462000
Naga_100018g26	NGA_2049000
Naga_100018g25	NGA_0613200
Naga_100018g24	NGA_2087700
Naga_100018g22	NGA_0235800
Naga_100018g21	NGA_2048800
Naga_100018g20	NGA_0463800
Naga_100018g19	NGA_2114600
Naga_100018g17	NGA_0628720
Naga_100018g16	NGA_2012500
Naga_100018g14	NGA_2023310
Naga_100018g13	NGA_0593700
Naga_100018g12	NGA_0198301
Naga_100018g11	NGA_2010700
Naga_100018g10	NGA_0442320
Naga_100018g9	NGA_0217700
Naga_100018g8	NGA_0477710
Naga_100018g7	NGA_0415100
Naga_100018g6	NGA_0169000
Naga_100018g5	NGA_0467800
Naga_100018g4	NGA_0435900
Naga_100018g3	NGA_2007300
Naga_100018g2	NGA_2109500
Naga_100018g1	NGA_0504410
Naga_102446g1	NGA_0695200
Naga_100001g225	NGA_2101400
Naga_100001g224	NGA_2129800
Naga_100001g223	NGA_0631200
Naga_100001g222	NGA_0171100
Naga_100001g220	NGA_0516200
Naga_100001g219	NGA_0442000
Naga_100001g218	NGA_0181800
Naga_100001g217	NGA_0237900
Naga_100001g216	NGA_2053100
Naga_100001g215	NGA_2015700
Naga_100001g213	NGA_0168102
Naga_100001g212	NGA_2115600
Naga_100001g211	NGA_0453500
Naga_100001g209	NGA_0433200
Naga_100001g208	NGA_0711900
Naga_100001g207	NGA_0515500
Naga_100001g206	NGA_0199900
Naga_100001g205	NGA_2016600
Naga_100001g204	NGA_2012900
Naga_100001g203	NGA_0435900
Naga_100001g202	NGA_2115300
Naga_100001g201	NGA_0486400
Naga_100001g200	NGA_0567402
Naga_100001g199	NGA_2104200
Naga_100001g197	NGA_0282720
Naga_100001g196	NGA_0283002
Naga_100001g192	NGA_2083600
Naga_100001g192	NGA_2083600
Naga_100001g193	NGA_0283102
Naga_100001g191	NGA_2042120
Naga_100001g190	NGA_0169200
Naga_100001g189	NGA_0210000
